Organisation,KVK number
Intra Pricing Solutions B.V.,32149105
Intralox LLC,33224538
Intramco Europe B.V.,39056121
Intrava B.V.,68839936
Intravacc B.V.,73887757
INTRINSIC ID B.V.,17233801
Intrixo B.V.,27185827
Intrum Nederland B.V.,05025428
InTWO,54146240
INV Nylon Chemicals Netherlands B.V.,78114764
Invacare B.V.,18041272
Invent Analytics B.V.,82448825
Inventronics Europe B.V.,65464079
INVERAFRUT HOLLAND B.V.,65568044
Inverid B.V.,59467274
Invers B.V.,27136700
Invest International B.V.,83517626
Invest International Capital B.V.,83526471
Invest International Development B.V.,83526773
Invest International Public Programmes B.V.,83526617
Investion Management B.V.,68443684
InVisionApp NL,69464731
Involvation Interactive B.V.,30252101
Invue Security Products B.V.,32069087
iO on-site B.V.,56564899
iO The Netherlands B.V.,17125433
ioDevOps B.V.,87235757
Ion Beam Applications S.A.,65619471
Ionbond Netherlands B.V.,12026073
Ioniqa Technologies B.V.,17259219
iostudio architecten B.V.,70975698
IoT.nxt EMENA B.V.,93278209
IOT.NXT Europe B.V.,70449791
IP Handlers B.V.,56568282
IP Parking B.V.,17180180
IPAC eu Coöperatie U.A.,63093847
Ipcos B.V.,11042994
Ipcos DOF B.V.,72015306
IPearl,61214337
"IPI Partners Netherlands, B.V.",82565589
IPknowledge B.V.,24359806
IPP-PRS Holding B.V.,14625500
iPractice Zorg B.V.,71629610
i-PRO EMEA B.V.,82894280
iProspect Nederland B.V.,34281510
IPS Group B.V.,24318308
IPS Group Holding B.V.,70367965
iPS powerful people,34097674
IPsoft EU Holding B.V.,34259806
Ipsos B.V.,33187718
IPSS Engineering B.V.,09204626
i-psy PsyQ Brijder B.V.,27321698
IPT B.V.,18090416
iptiQ Life S.A.,60611952
IPTP LTD,34275840
iPublications B.V.,32115766
IQ EQ Netherlands,33263803
IQ Staffing B.V.,80827349
IQI B.V.,08060750
IQIP B.V.,23038500
Iquality Business Solutions B.V.,10042190
IQVIA RDS Netherlands B.V.,24246838
IQVIA Solutions B.V.,39062857
Ir. Olav's Globetrotters B.V.,69438234
Irdeto B.V.,34073774
IReckon B.V.,50026607
Iris Ohyama Europe B.V.,33305122
IRM Europe B.V.,55519520
IRM Systems B.V.,53363019
Iron Mountain (Nederland) Services B.V.,57037086
Iron Service Global NLD B.V.,78458102
IRS International B.V.,82466750
Isbank AG / Amsterdam Branch,33299065
I-SEC International Security B.V.,34222467
iSIGHT Partners Europe Holdings B.V.,51905418
ISIS - Innovative Solutions in Space B.V.,27293068
Isispace II B.V.,53231279
Isko International B.V.,55080243
ISKO VITAL InternationaI,66147174
Isle Utilities B.V.,62928082
Isobionics B.V.,14098887
iSolve Technologies Europe B.V.,75385953
Isteq B.V.,58490973
ISVWorld B.V.,30282408
IT Labs B.V.,81176384
IT Solutions Worldwide B.V.,72768916
IT Visors ECM B.V.,50443712
IT&Care B.V.,17099969
Italiaans Restaurant La Madonnina,34138806
ITAM solutions B.V.,17215145
IT-Button.com B.V.,66237165
ITC Infotech India Limited,34354341
i-team Professional,58299416
ITEC B.V.,81433271
Itility B.V.,17192936
IToday B.V.,66775809
ItoM Enschede B.V.,68525613
Itonomy B.V.,65821882
IT-People B.V.,60276142
ITpreneurs Nederland B.V.,24363307
ITQ Consultancy B.V.,28107312
ITrainee B.V.,17211706
Itransition B.V.,32133628
Itrec B.V.,24138099
Itron Nederland B.V.,23044232
ITS Netherlands B.V.,50122339
It's Value Consultancy B.V.,58042016
ITSync B.V.,51918471
ITSync Services B.V.,67073670
ITV Studios Global Entertainment B.V.,32137884
ITX Merken B.V.,64755843
ITX Merken B.V.,64755843
ITX Nederland B.V.,20081830
Iunxi B.V.,39090726
Ivanti Software B.V.,32090058
Iv-Bouw B.V.,06053895
Iv-Consult B.V.,23031122
Ivent Mobile B.V.,60818492
Iv-Groep B.V.,24352072
Ivido B.V.,67925332
Iv-Industrie B.V.,24310796
Iv-Infra B.V.,23089813
Ivium Technologies B.V.,17154568
Iv-Offshore & Energy B.V.,28045242
Iv-Water B.V.,23075607
iwell B.V.,65957954
iWok & Go Tilburg B.V.,51615592
IX Renewables B.V.,56684703
IXAR Europe B.V.,69328692
iXperts,67750427
IZICO Katwijk B.V.,57291608
