Organisation,KVK number
Elements Legal N.V.,63814773
Elemica International B.V.,34153533
ELEO Technologies B.V.,69705623
Eleq Steenwijk B.V.,05029362
Elestor B.V.,59735937
Elevate B.V.,32040528
Elfsquad B.V.,64311775
Eli Lilly Nederland B.V.,30087090
Eli5 B.V.,64152022
Elion Europe Technology Innovation Center B.V.,70242585
Elips Life AG,51782987
Elisa Maas B.V.,77521404
Elite Engineers B.V.,64139980
ELITechGroup Benelux B.V.,09175642
Elixir Engineers B.V.,64246310
ELLBRU Professionals B.V.,66955572
Ellens & Lentze Notariaat en Mediation B.V.,27114293
Ellips B.V.,17064762
Ellipsis Earth Intelligence B.V.,75011964
E-LLIS B.V.,53134486
Ellis Enterprises B.V.,23028372
Ellogon AI B.V.,74931024
ELM Europe B.V.,63329816
Elma B.V.,31022907
Elmar Reizen B.V.,30213095
Elopak B.V.,21010023
Elsevier B.V.,33158992
eLstar Dynamics B.V.,74821253
Elten Logistic Systems B.V.,30273014
Eltra Engineering B.V.,18049719
Elycio Talen B.V.,58174338
E-magy B.V.,74270338
Emakina B.V.,34244282
EMAR Crewing B.V.,67316573
Embers Support B.V.,75582546
Embraer Netherlands B.V.,52638243
Emendis B.V.,51400251
E-Mergo,27199736
Emergo Europe Consulting B.V.,27345543
Emergya Wind Technologies B.V.,34199007
Emerson Automation Solutions Final Control Netherlands B.V.,20025316
Emerson College European Center,55308775
Emerson Process Management,27145686
Emerson Process Management Flow B.V.,30196818
Emery B.V.,75634627
Emesa Holdings B.V.,52332586
EMG,20067188
EMG Group B.V.,28100791
EMG Nederland B.V.,32063228
EMI Twente B.V.,77488784
EMIS B.V.,62458949
Emixa B.V.,87135302
Emixa Integration Solutions B.V.,65629981
Emka Infra B.V.,76326683
Emmett Green B.V.,72881437
Emmett Green Engineering B.V.,77003055
Emons Group B.V.,54427126
Emoss Mobile Systems B.V.,60750006
Employor I B.V.,34308967
Employor II B.V.,70880565
Employor III B.V.,80275303
Empower Sports (Netherlands) B.V.,64009130
EMPWR Netherlands B.V.,23080831
Emrex B.V.,62859110
EMS,34226533
Emsere B.V.,28066287
emTransit B.V.,72795921
eMudhra B.V.,75632306
Enable U,34228397
Enablon Netherlands B.V.,34297520
EnAppSys B.V.,67992358
Enauta Netherlands B.V.,57118493
Endeavour B.V.,73015822
Endologix International Holdings B.V.,53359232
Eneco Diamond Hydrogen B.V.,90411285
Eneco Zakelijk,24296168
ENEL Investment Holding B.V.,34149162
ENEOS Netherlands B.V.,33206328
ENERCON Services Netherlands B.V.,05072417
EnergieCare NW B.V.,71628479
Energieonderzoek Centrum Nederland,41151233
Energy & Infra Engineering B.V.,69909865
Energy Essentials Group B.V.,58192077
Energy Global Advies B.V.,24306970
Energy Maintenance International B.V.,37059950
Energy Solutions B.V.,27320033
Energyworx B.V.,55971202
EnergyZero B.V.,61215651
Enerjisa Commodities B.V.,89493621
Enerpac B.V.,30075396
Enersea B.V.,63092522
EnerSys B.V.,24187923
Enevate B.V.,63214458
Enexis Personeel B.V.,66934389
Enfinitec B.V.,81692846
Engage Process B.V.,30240102
Engagement Factory B.V.,58890661
Engenius Networks Europe B.V.,52093808
ENGIE Energie Nederland N.V.,05043978
Engineering4solar B.V.,75275317
Engineero B.V.,59762373
EnginX,80595464
Eni Energy Netherlands B.V.,27113806
Eni International B.V.,33264934
Enigmatry B.V.,27265056
ENI-JR286 International Coöperatief U.A.,34363652
Enka Power Systems B.V.,34260389
Enough B.V.,80420311
Enovation B.V.,24157738
Enpaco Europe B.V.,09079872
Enphase Energy NL B.V.,66057167
ENPICOM B.V.,69524084
Enquero B.V.,70843627
Enquirya B.V.,63253984
Enraf B.V.,27230372
ENRC N.V.,34260677
Enreach B.V.,39091093
Enschede,08215195
Entelect Netherlands,30208805
ENTER B.V.,17186016
Entersekt Europe Coöperatief U.A.,64285774
Entis B.V.,70112975
Entocare C.V.,09095313
Entourage B.V.,60481943
Envalior B.V.,14029941
enviolo B.V.,90466519
enviolo International Inc.,34373525
Envipco Holding N.V.,33304225
Environmental Monitoring Systems (EMS) B.V.,20103569
Environmental Resources Management Nederland B.V.,30133036
Envision Technologies B.V.,69833214
Envocon B.V.,76950344
Enza Zaden Beheer B.V.,36034974
Enza Zaden Export B.V.,37116105
Enza Zaden Research & Development B.V.,37116112
Enza Zaden Seed Operations B.V.,37116114
Enzyre B.V.,66018048
EnzyTag B.V.,73327247
EOM Data Solutions B.V.,32070030
Eonics Consultancy B.V.,57075425
Eosta B.V.,30135547
EP NL B.V.,70521530
EPAM Systems Netherlands B.V.,58048375
EPC Marine Contracting B.V.,54843855
EPEX SPOT SE,67569226
EPI Operations B.V.,91988845
Epic Den Bosch B.V.,17194003
Epicenter,31048040
Epiphany RBC B.V.,67467156
Epoch Holland B.V.,53389042
EPPEN NETHERLANDS B.V.,87067080
Eppendorf Nederland B.V.,10032958
Epredia Netherlands B.V.,74484141
EPS Europe B.V.,84076852
Epson Europe B.V.,33215466
Eqeep Services B.V.,17265826
Eqilence International B.V.,59305266
EQT Partners Netherlands B.V.,77321227
Equalture B.V.,69620172
EQUANS,30059821
Equans Staffing Solutions B.V.,59091983
equensWorldline N.V.,78527767
equensWorldline SE,30220519
Equileap B.V.,81633009
Equilex B.V.,37092788
Equine Integration B.V.,82484260
Equinix (EMEA) B.V.,57577889
Equinix (Netherlands) B.V.,24429748
Equinix (Netherlands) Enterprises B.V.,59911107
Equinor Holding Netherlands B.V.,24393030
Equippo AG,66121965
Equitable Maritime Consulting,73243485
Er Shipping Holding B.V.,64256618
ERA Nederland N.V.,30120934
Eraneos Analytics Netherlands B.V.,02070702
Erasmus Centre for Entrepreneurship,24469423
"Erasmus Centre for Urban, Port and Transport Economics B.V.",24369966
Erasmus Enterprise B.V.,78474728
Erasmus Medisch Centrum,24485070
Erasmus Universiteit Rotterdam,24495550
Eraze Computer Software B.V.,27164810
Erdotex B.V.,30149642
ERESM European Residential Management B.V.,69073422
Erez Corporate Service B.V.,58684948
ERG Employment Services Executives B.V.,69360251
ERG Employment Services Global B.V.,69280878
ERICO Europe B.V.,18029351
Ericsson Network Services B.V.,18082272
Ericsson Telecommunicatie B.V.,18003683
Eriell Oilfield Services B.V.,08165646
Eriks B.V.,37050277
ERIKS Digital B.V.,65316673
ERIKS N.V.,37013289
Ernst & Young Accountants LLP,24432944
Ernst & Young Actuarissen B.V.,24334354
Ernst & Young Belastingadviseurs LLP,24432939
Ernst & Young Nederland LLP,24432942
Erowa Benelux B.V.,74432281
ERPlastics B.V.,65429230
ERS Equipment Rental & Services B.V.,33287747
ERSG B.V.,65959124
Erstream,70793182
ESD-SIC B.V.,02320474
Eskra Bouw B.V.,27319941
ESL Benelux B.V.,60104406
Esomar B.V.,33299075
Esperante Development B.V.,08069968
Esprit Europe B.V.,33242302
"ESRI Global, Inc.",24429405
Esro Petfood B.V.,90621999
Essange Reagents,67177565
Esse B.V.,34348686
EssenceMediacom Netherlands B.V.,33289651
Essense Service Design B.V.,62195158
Essent Energy Group B.V.,09152897
Essent N.V.,17115973
Essity Netherlands B.V.,30135846
Essity Operations Hoogezand B.V.,02317047
Esso Nederland B.V.,27004771
EST2021FW B.V.,85671681
EST-Floattech B.V.,01162843
ESTG B.V.,50459597
Estreme B.V.,62561774
E-Tailize B.V.,83219412
ETEC Service & Engineering B.V.,60098872
Etergo,62037285
Eternal Sun,53579283
ETG Commodities B.V.,76084930
Ethnic Chic Projects B.V.,65769473
EthosEnergy B.V.,08127848
Etihad Airways PJSC,57411298
Etileno XXI Services B.V.,55130720
Etiya B.V.,68414382
ETM Corporate Services B.V.,34206371
ETPA B.V.,63555913
E-Trailer B.V.,64529096
ETRMServices Netherlands,58053484
Etteplan Engineering Solutions Netherlands B.V.,17156408
Etteplan Netherlands B.V.,18050847
EU Funding B.V.,77417232
Euflex B.V.,17109183
Euflex Employment Services B.V.,63816695
EULabs B.V.,76192237
EULER HERMES Europe,53853091
Eurail B.V.,30206952
Eurail Group Gie,30172825
Euramax Coated Products B.V.,13013614
Eurasia Business Partners B.V.,71834621
Eurasian Resources Group B.V.,57923272
Eurekite B.V.,63379864
Eurise K B.V.,73419206
Euro Asia Fruit Dutch B.V.,80701876
Euro Planit B.V.,08116257
Euro Pool System International,27168083
Euro Retail B.V.,72762276
Euro Senko,24469532
Euro West B.V.,27214171
Euroboor B.V.,27125112
Euro-Caps Holding B.V.,55943985
Eurocept B.V.,32096543
Euroclear S.A.,34216825
EuroCollege Management School B.V.,37061676
Eurocommercial Properties N.V.,33230134
Euroconsult Mott MacDonald B.V.,09038921
EuroCount Consultancy,59586478
EuroDev B.V.,06078400
EuroDev Shared Service Center B.V.,64892573
Eurodrug Laboratories B.V.,27103741
Eurofiber Cloud Infra B.V.,66521378
Eurofiber Nederland,34134377
Eurofins Analytico B.V.,09088623
Eurofins Central Laboratory B.V.,20049450
Eurofins EAG Materials Science Netherlands B.V.,72390123
Eurofins NBLSC Food Testing Netherlands B.V.,87689200
Eurofins Nederlands Moleculair Diagnostisch Laboratorium B.V.,55505686
Eurofins NSC Netherlands B.V.,52417905
Eurofins Omegam B.V.,34215654
Eurofins Professional Scientific Services Netherlands B.V.,61386960
Eurofins PROXY Laboratories B.V.,28088811
Euro-Kytex Engineering B.V.,64714098
Eurolida Coöperatief U.A.,71170960
EuroLoop Calibrations B.V.,68215738
EuroMice Holland B.V.,27317775
Euronavig Holdings B.V.,62501321
Euronet Communications B.V.,33301540
Euronet Infra Techniek B.V.,53527925
Euronext Amsterdam N.V.,34138585
Euronics International B.V.,32111490
Europaconnection B.V.,60940506
Europastry Central Europe B.V.,24457709
Europe Medicare B.V.,61955191
Europe Trade Company B.V.,74955489
European & Developing Countries Clinical Trials Partnership,60471700
European Appliances Netherlands B.V.,20042061
European Association for International Education,40536784
European Association for Investors in Non Listed Real Estate Vehicles (INREV),34178762
European Center for Not-for-Profit Law Stichting,73239518
European Cultural Foundation,41199699
European Customs Clearance (ECC) B.V.,54139287
European Dental Group Holding B.V.,70650284
European Distribution Centre Roosendaal (E.D.C.R.) B.V.,20037794
European Drilling Projects B.V.,37111047
EUROPEAN HEMATOLOGY ASSOCIATION,24334797
European League of Institutes of the Arts (ELIA),40537096
European Market Partner B.V.,13036298
European Medical Contract Manufacturing (E.M.C.M.) B.V.,10039596
European Multi Talent Group Healthcare B.V.,55652832
European Network for Cyber Security (ENCS) Coöperatief U.A.,55732631
European Portwell Technology B.V.,34268540
EuroSort B.V.,51152754
EuroTown B.V.,60690739
Eurotrol B.V.,09067367
Eurus Energy Europe B.V.,24274700
Eusu Logistics B.V.,24433888
EV Biotech B.V.,72231564
Eva Airways Corporation (Netherlands Branch),34092638
Evalan B.V.,32111035
Evalueserve Netherlands B.V.,63051087
EVAM B.V.,73281123
EVBox B.V.,32165082
EVBox Intelligence B.V.,74809296
Event Rent Roadshowprodukties,30103910
Eventix B.V.,64925536
EVEON Containers B.V.,78642825
Everaert Advocaten,34340584
Evergreen Shipping Agency (Europe) GMBH,70594538
Everlight Europe BV,24271620
Everon B.V.,74602187
Everris International B.V.,14027868
Eversheds Sutherland (Netherlands) B.V.,70126313
EversPartners B.V.,66153034
Eversports NL B.V.,62081896
Every Angle Software Solutions B.V.,24327140
everynet B.V.,63446529
Eves B.V.,68732465
EVG Start B.V.,30272493
Eviden International Global Functions B.V.,69802637
Eviden Netherlands B.V.,30132762
Evides N.V.,24170650
Evidos B.V.,56686331
Eviosys Aerosols & Promotional Packaging Netherland B.V.,36014044
Evmann Investments Holding B.V.,58227350
Evoke B.V.,12054807
Evolution Netherlands B.V.,66682452
Evonsys Europe B.V.,69374597
Evos Amsterdam West B.V.,24406191
Evos B.V.,76587819
Evos Management B.V.,83354263
Evreka Europe B.V.,85647993
EVS Netherlands B.V.,18029531
Ewac B.V.,37072585
EWART AMSTERDAM B.V.,63206900
Exact Cloud Development Benelux B.V.,61877107
Exact Group B.V.,27225828
Excelya Netherlands B.V.,51255820
Except B.V.,68447043
Excerpta Medica B.V.,50825461
Executive Mobility Group B.V.,34232584
Executive Shipping Services (Netherlands) B.V.,55755747
EXEDY Clutch Europe Ltd.,74476300
Exela Technologies B.V.,72638974
Exelerating B.V.,65727746
exen global b.v.,65039033
Exes Group B.V.,57841969
Exide Technologies B.V.,24176741
EXIN Holding B.V.,30181332
Exivity B.V.,69674191
EXNER INGENIEURSTECHNIEK B.V.,10038374
Expat Housing Network B.V.,67812996
Expat-Links@ B.V,11063119
Expatrix B.V.,58864652
Expedia.nl. B.V.,34204970
Expeditors International B.V.,34087992
Expereo International B.V.,34226397
Experian Nederland B.V.,30103666
EXPERIENCE DATA B.V.,62776592
Experis Professionals B.V.,32106595
Experis Staff B.V.,34106574
Experlogix B.V.,51930633
Expertisebureau HDG B.V.,24142863
Expivi Holding B.V.,68892462
Expleo Netherlands B.V.,11043303
Explicit Selection B.V.,68205074
Exploitatie Pillows MK61 B.V.,72869712
Extended Secure Technologies B.V.,34385216
Exter B.V.,34223562
Exterus Payrolling B.V.,65158598
Extreme Networks B.V.,30106897
Extron Europe,31040577
ExxFire,53952464
ExxonMobil Chemical Holland,24231768
EY Accountants B.V.,92704093
EY Adviseurs B.V.,92700950
EY Advisory Netherlands LLP,73624926
EY Belastingadviseurs B.V.,92702090
EY Nederland B.V.,92702597
EYC B.V.,55101321
EyeOn B.V.,17116144
EyeOn Zorg B.V.,17196213
eyrise B.V.,17236601
EZ Factory B.V.,69297878
EZ Phone B.V.,39084284
EZVIZ Europe B.V.,78758564
