Organisation,KVK number
Cisco Systems International B.V.,33283209
CISN Management Company Netherlands B.V.,69838194
Citco Bank Nederland N.V.,33185291
Citco Fund Services (Europe) B.V.,33205112
Citco Nederland B.V.,33161897
Citibank Europe Public Limited Company Netherlands Branch,64729206
CITIC Telecom CPC Netherlands B.V.,33269851
citizenM Operations Holding B.V.,34218994
CITS V Service (Netherlands) B.V.,51055252
City Kids Rotterdam B.V.,54893119
CITYFöRSTER,67709397
Civieltechnisch Bureau Aronsohn B.V.,24134477
Civil 7 B.V.,76289567
Ciwit B.V.,54723655
CJ Europe GmbH,80892159
CJ Logistics Europe B.V.,24344208
CJ Netherlands Office,86936387
CJ Wildbird Foods Europe B.V.,81114931
C-Job & Partners B.V.,34289047
CKD Corporation Europe Branch,34199214
CKD Europe B.V.,24350255
CKW Trading B.V.,58889604
CL Solutions B.V.,76832155
Clafis Engineering Midden-Zuid B.V.,61643386
Clarify B.V.,63648938
Clarks Inn International B.V.,72331984
CLDIN B.V.,84345209
CleanNA B.V.,72839511
Clear Round B.V.,68231563
Clear Tech B.V.,87728613
Clear2Pay Nederland B.V.,33299164
ClearBank Europe N.V.,89463366
ClearBlue Markets Europe B.V.,72668237
Cleeng B.V.,34392902
Clever Conductors B.V.,57055246
CleverFranke B.V.,57841209
cleversoft supervisory reporting B.V.,34136560
CLEVR NL B.V.,33281311
Click Crew Media B.V.,71934049
ClickDealer Europe B.V.,62093533
"ClickDimensions, LLC",58990100
"ClickFox, Inc.",61306738
ClickHouse B.V.,83934162
Clifford Chance LLP,34360401
Climate & Controls Benelux B.V.,28023950
Climate Focus B.V.,24369512
Climate Fund Managers B.V.,64460789
Climate Risk Services B.V.,76608670
Climate-KIC Holding B.V.,63299658
Climax Molybdenum B.V.,24108516
Clinic63 B.V.,56514735
Cliq B.V.,34377410
Clocktimizer B.V.,61369373
Clockwork B.V.,34315392
Cloetta Holland B.V.,34221053
Close B.V.,68741383
Close Contact B.V.,33268804
Clou B.V.,14046498
Cloud Life B.V.,78459702
Cloud Software Group Netherlands B.V.,56282885
Cloud Solutions Nederland B.V.,73818046
Cloud Team Company,61952443
Cloudator B.V.,64645282
CloudBilling B.V.,55485243
Cloudfactory B.V.,55229700
CloudFive B.V.,67446515
Cloudflare Netherlands B.V.,82497060
Cloudflight Netherlands B.V.,74955780
CloudGrizzly B.V.,58244484
Cloudnation B.V.,72131632
Clouds Capital B.V.,80886523
Cloudwise B.V.,57641730
CLS Services B.V.,30203820
CLSA Europe B.V.,72509775
ClusterVision Solutions B.V.,74556975
CM.com International B.V.,20163380
CM.com R&D 14 B.V.,60815515
CM.com R&D 7 B.V.,73313750
CMA-CGM (Holland) B.V.,24276503
CMC Group Europe B.V.,33224969
CMD Automotive,71159916
CME Amsterdam B.V.,71973761
CMIS Operations B.V.,64812715
C-Monc B.V.,70820848
CMS Beheer B.V.,71014918
CNC Grondstoffen B.V.,12033188
CNL Groep B.V.,24417658
CNODC Management B.V.,34256025
CNS Media B.V.,09128939
Coates Netherlands B.V.,77566750
Cobbler ICT Services B.V.,05077635
Cobra adviseurs B.V.,17232157
Coca-Cola Europacific Partners Nederland B.V.,24172526
Coca-Cola HBC Finance B.V.,34154633
Coca-Cola HBC Holdings B.V.,58229906
Coca-Cola HBC Sourcing B.V.,74883399
Coca-Cola Nederland B.V.,24251438
Coco Yachts B.V.,54027675
Cocoanect B.V.,61588024
Coda Netherlands Holdings B.V.,82560072
Code d'Azur Interactive B.V.,34266401
Code Internet Applications B.V.,27255884
Code Nomads B.V.,70302669
Code Nomads Rotterdam B.V.,90550943
Code Nomads Utrecht B.V.,85059838
Code Orange B.V.,60428163
Code Product Solutions B.V.,14095157
Code Yellow B.V.,56026897
Codean B.V.,82936080
Codeclan Den Bosch B.V.,81821107
Codeglue B.V.,24306201
CodeNext21 B.V.,83173579
CodeSandbox B.V.,71881972
CodeShop B.V.,34229568
Codit Nederland B.V.,30246968
COE International B.V.,68030495
coeo Incasso B.V.,24470897
Cofano Software Solutions B.V.,50684183
COFCO International Netherlands B.V.,24307569
Coffee IT B.V.,72465646
Co-Flo Enterprise B.V.,77691903
Coforge B.V.,27154561
COFRA Amsterdam,33159098
Cofra Amsterdam B.V.,33082697
Cogent Communications Netherlands B.V.,27191337
Cognizant Technology Solutions Benelux B.V.,17101092
Cognyte Netherlands B.V.,34139430
Coil Services B.V.,04075911
Cojafex B.V.,24098095
Collagen Research Center B.V.,77711440
Collect Trading,72618523
Collective Netherlands B.V.,86899503
Collective Services B.V.,82382905
College van Bestuur VO Haaglanden,27253825
College voor de toelating van gewasbeschermingsmiddelen en biociden,09212570
Colliers Design & Development B.V.,17252186
Collins Foods Holdings Europe B.V.,84080787
Color Concepts B.V.,24345285
Colorant Chromatics Europe B.V.,57546614
ColorMatrix Europe B.V.,17213716
Colosseum Dental Klinieken B.V.,24447874
"Colsen, Adviesburo voor Milieutechniek B.V.",22050688
Colt Technology Services B.V.,33303165
Com1 B.V.,53152808
Comaen B.V.,62431072
Combined Barge Operators (C.B.O.) B.V.,30110470
Combined Computer Services C.C.S. B.V.,30089418
Comed B.V.,12042925
Comfort Payroll B.V.,75981254
ComfortAce B.V.,55085695
Command Alkon Netherlands B.V.,14043781
CommerceCX B.V.,70619441
Commercial Vehicle Charging Europe B.V.,86950606
Commerzbank AG Benelux Branch,34241101
"Commissioning Agents Ireland, Ltd.",65804716
Common Affairs B.V.,66267609
Commonwealth Bank of Australia (Europe) N.V.,72946520
CommScope Netherlands B.V.,34138906
Communications & Power Industries Europe Ltd.,30128726
ComOps B.V.,54516013
Company Webcast B.V.,24384974
Company.Info B.V.,33302047
Compass Group Nederland Holding B.V.,34082317
Competa It B.V.,27165153
Compliment B.V.,17154914
Compressor Controls Corporation B.V.,34145176
Compskill B.V.,60548525
CompuGroup Medical Nederland B.V.,56159765
Compusult Europe B.V.,75352176
Computer Packages Europe B.V.,20073529
Computest Consultancy B.V.,32108687
Comron International B.V.,34213160
comScore B.V.,33281270
Comsec International-Information Security B.V.,30173045
COMSOL B.V.,28102433
Comviva Technologies B.V.,63223767
Concanon B.V.,76703460
Concentrix International Europe B.V.,33258450
Conclusion Application Innovation,27296853
Conclusion Enablement B.V.,39101391
Conclusion MBS B.V.,30191754
Conclusion Mission Critical B.V.,27364140
Conclusion Xforce B.V.,30195258
Conclusion Zuyd B.V.,32091040
Concr3de B.V.,69341648
Concr3de Team B.V.,84113863
Concreet Projectmanagement B.V.,54834260
Concrefy B.V.,51652293
Concur Holdings (Netherlands) B.V.,34356267
Conduent Netherlands B.V.,34139814
CoNet Zaandam B.V.,53020243
Conexxia B.V.,87360640
Conference Compass B.V.,51173980
Confocal.nl B.V.,65256336
Conjoint Analysis B.V.,80229948
Connect Solutions B.V.,56940327
Connected Circles B.V.,72129301
Connected Information Systems B.V.,24444001
Connecterra B.V.,61840491
Conneqtech B.V.,63567385
Connex B.V.,80178707
conneXXion Nederland N.V.,32083680
Conoship International B.V.,02039662
Conpend B.V.,65073029
Consafe Logistics B.V.,20114696
Conscia Nederland B.V.,29031508
Conscious Aerospace B.V.,87702118
Conservatorium Hotel B.V.,50975773
Considerati B.V.,34285744
Constell B.V.,68855966
Constellation Netherlands B.V.,55034373
Constructie- en Aannemingsbedrijf Peter de Kok B.V.,50043773
Consultantrading B.V.,70094926
ConsuMatrix B.V.,64081176
Consumer Evaluation Systems Inc.,34378672
Container Solutions B.V.,61884316
CONTAX Nederland B.V.,61903728
Contentoo B.V.,66406234
Context Labs B.V.,65544382
Contexta B.V.,67354971
ContextF B.V.,68346182
ContextLogic BD B.V.,68609175
Continental Bakeries (Haust) B.V.,24047120
Continental Juice B.V.,24315295
Continu,29049044
Continuous Events B.V.,72330120
Contiweb B.V.,17167501
Contractuo Nederland B.V.,77946219
Control Payroll B.V.,60785578
Control Risks Benelux B.V.,33237947
Control-Care B.V.,34307628
Controllab Products B.V.,06076204
Controlpay B.V.,20107910
CONVAL Group B.V.,86586017
Converge,27193776
Convergenc3 B.V.,87104741
Convergence Industry B.V.,59654163
Conversation Studio B.V.,86888439
Converse Netherlands B.V.,34186851
Convesting B.V.,86575880
Convious,64967743
Conway & Partners N.V.,24424599
ConXys Technologies International B.V.,32103773
Cool Separations B.V.,27330539
Coolbi B.V.,67180906
Coolblue B.V.,24330087
Cooler Master Europe B.V.,12039810
CoolGames B.V.,24474216
CoolGames Media B.V.,61037605
CoolGames Publishing B.V.,54992761
Coolrec B.V.,17072571
Cooper Consumer Health B.V.,56307675
Cooper Pet Care B.V.,81970900
Cooperatie Eucord U.A.,30188723
Coöperatie Koninklijke Avebe U.A.,02300804
Coöperatie Koninklijke Cosun U.A.,20028699
Coöperatie Koninklijke Fruitmasters U.A.,11044248
Coöperatie Studio CC Amsterdam U.A.,34311943
Coöperatie Tory Burch U.A.,34354545
Coöperatieve KazMunaiGaz U.A.,34250159
Coöperatieve Rabobank U.A.,30046259
Coosto B.V.,58880771
Copado Netherlands B.V.,30263556
Copernica BV.,34129493
Copernicos Nederland B.V.,85015261
Copersucar Europe Sociedad Limitada,70919879
Copiatek Scan & Computer Solution B.V.,63458632
Copier Engineering B.V.,56007183
Copius (NI) Ltd,56355246
Coraltech B.V.,87982242
Cordstrap B.V.,17026315
Core Avionics & Industrial HR B.V.,72523336
CoRe Pro B.V.,87813882
Core Supply Group B.V.,53313461
CoreDux Netherlands B.V.,18017112
Corendon City Hotel,34252106
Corendon Hotels & Resorts B.V.,56571291
Corendon International Travel B.V.,34220902
Corendon Village Exploitatie B.V.,69005133
Corion B.V.,56941188
Cornerstone OnDemand Europe Netherlands B.V.,70766967
Corning B.V.,34127518
Corpag Holding B.V.,76580679
Corpag Services (Netherlands) B.V.,18079208
Corparis,02089849
Corporate Communication Centre B.V.,41132150
Corrosion Laboratory B.V.,65219414
Corsano Health B.V.,75738910
Corsearch B.V.,54875625
Corteva Agriscience Netherlands B.V.,24177863
Cortex Glass B.V.,60446358
Corthom B.V.,37110522
Corvers Procurement Services B.V.,17126215
Corvus Drones B.V.,74998110
CoSa Connects B.V.,68645767
Cosanta B.V.,60688890
COSCO SHIPPING Heavy Transport (Europe) B.V.,56626789
Cosco Shipping Lines (Netherlands) B.V.,24374564
COSCO Shipping Specialized Carriers (Europe) B.V.,24290729
Cosen Europe B.V.,58397167
Cosine Research B.V.,28091022
Cosmo Oil Europe B.V.,34394501
CosmoCows B.V.,39072121
Cosmos Business Group B.V.,82029415
Cost Engineering Consultancy B.V.,23081784
Cosun Holding B.V.,20034886
Coty International B.V.,75592932
Coty Management B.V.,75588730
Coty Netherlands B.V.,64288412
Coty Operations B.V.,76066223
Coulisse B.V.,06067496
Council of International Schools,52943372
COUNT Energy Trading B.V.,67740731
Countr Commerce Concepts B.V.,68975910
Countr International B.V.,30242651
Courdid Employer Services B.V.,91510724
Coveo (Europe) B.V.,59805706
Cover Genius Europe B.V.,73237426
Covestro (Netherlands) B.V.,62059459
Covetrus B.V.,16044987
Cow Hills Retail B.V.,30218521
Coway Europe B.V.,82817553
CowManager B.V.,59285273
Coyote Logistics Nederland B.V.,68498241
Cozy,70880832
CPH Pharma B.V.,34191409
CPIC Europe B.V.,56575017
CPM Europe B.V.,33106197
CPMView Consulting B.V.,09181756
CPYou B.V.,77405714
Cradle Bio B.V.,84219092
Crane Services Oss B.V.,50209248
Crane Worldwide Logistics B.V.,34359094
Cranium Nederland B.V.,68949979
CRAVEA B.V.,84572043
Cravit B.V.,20099850
CRAYON B.V.,59310715
CRC-Evans B.V.,08074094
Creamy Creation B.V.,74214055
Create Entrance B.V.,56248644
Creativ-Ceutical B.V.,66428483
Creative Clicks B.V.,34371042
Creative Fabrica B.V.,70114412
Creative Strategy Digital B.V.,64151646
Crédit Agricole Consumer Finance Nederland B.V.,33183520
Credit Europe Bank N.V.,33256675
Credit Management & Investor Solutions B.V.,51486202
CreditAccess India N.V.,60281758
Creetion B.V.,17225252
Cregora B.V.,17221846
Crem International B.V.,64736148
Crest Dutch Machinery B.V.,05077025
Crestec Europe B.V.,33264526
CRF International Holding B.V.,34288937
CRH Nederland B.V.,28068878
Crisp,71482288
CRITEO B.V.,52465624
Critical Path Institute Stichting,85256862
Crobox B.V.,65563956
Crobox Services B.V.,80401120
Crocs Europe B.V.,27276812
Croes Bouwtechnisch Ingenieursbureau B.V.,10032195
Cromwell Netherlands B.V.,34142932
Croonwolter&dros B.V.,64954153
CROP registeraccountants,32166733
CropIn Technology Solutions B.V.,77306724
CropX B.V.,53188772
Crossroads International Church,34385150
Crowd Mobile QA Services B.V.,65398807
CrowdSense B.V.,55605389
CrowdStrike (Netherlands) B.V.,67285929
Crowe Foederer B.V.,17034844
Crown Bioscience Netherlands B.V.,77296443
Crown Deck B.V.,24382449
Crown Laminates Holland B.V.,66363543
Crown Relocations B.V.,23042710
Cruden B.V.,34206285
CRUN Tech B.V.,93783116
Crux Innovations B.V.,56896956
CRV B.V.,09128755
CRV Holding B.V.,09125050
Cryosol-World,71053913
Cryptohopper B.V.,70270481
Crystal Amethyst B.V.,27363920
Crystal Lagoons B.V.,53878779
Crystalloids B.V.,34247825
CS Digital Media B.V.,60106050
CSafe Global Coöperatief U.A.,58418954
C-Shipping B.V.,24281871
CSi Industries B.V.,18057257
CSM Bakery Solutions Europe Holding B.V.,56145624
CSM Ingredients Benelux (NL) B.V.,80825095
CT Hostels B.V.,76012034
Ctac Nederland B.V.,34102528
CTC Europe B.V.,94082456
CTF Amsterdam B.V.,61000574
CTH EU B.V.,68110383
CTN Group B.V.,61249475
CTO7 B.V.,54795710
CtrlChain B.V.,72617217
CTS International Logistics (Netherlands) B.V.,76363848
CTS Offshore and Marine B.V.,78649544
Cubematch B.V.,67127398
Cuccibu B.V.,61072923
Cuccibu Consultancy Services B.V.,78571715
Cullinan Academy B.V.,54652200
Cultivation Systems B.V.,27315697
Cultivators B.V.,77084357
Cummins Emission Solutions Netherlands B.V.,12067345
Cummins Holland B.V.,34220850
Cummins Limited,65479912
Curado Trust (Nederland) B.V.,34147143
Curavista B.V.,20067415
CureSupport Nederland B.V.,81439822
CureVac Netherlands B.V.,73486809
Curgoal,70526591
Currency Cloud Services B.V.,76606619
Curvature LLC,34175039
Customized Energy Solutions Europe B.V.,90773993
Customs Support Group B.V.,24294906
Customs Support NCTS B.V.,24252173
Cutr B.V.,82617805
CVmaker B.V.,70894027
CWN Marine B.V.,81904479
CWT Global B.V.,34254672
CXPerts B.V.,68552467
Cybage Software B.V.,58413715
CyBe Construction B.V.,59128380
"CYBERDYNE, INC",72299800
CyberLens B.V.,71351043
Cycle Link (Europe) B.V.,51277387
Cycleon B.V.,30204625
Cycling Sports Group Europe B.V.,06060448
Cyclomedia,16063843
Cyclotron VU,33244269
Cygnum Capital B.V.,82981590
Cyient B.V.,20100712
Cymer B.V.,33302949
Cymo B.V.,77760344
Cytek Biosciences B.V.,74997823
Cytocypher B.V.,64058905
