Organisation,KVK number
MainBlades Inspections B.V.,68523777
Mainetti B.V.,17028657
Mainfreight B.V.,24281333
Mainfreight Holding B.V.,09089887
Mainfreight Logistic Services Netherlands B.V.,09043843
Mainstay Medical B.V.,69623996
Maistering B.V.,71982493
MA-IT B.V.,08222372
Majorel Holding Nederland B.V.,73953881
MakDo B.V.,66562856
Make-A-Wish Foundation International (Dutch Office),76833690
Makeblock Europe B.V.,68916752
Makers of Sustainable Spaces,69961050
MakeSense Derivatives B.V.,51997665
Makis Holding B.V.,34180691
Makita Nederland B.V.,17038197
Makmende Media B.V.,34243945
Mako Derivatives Amsterdam B.V.,71935568
Malaysian Timber Council,74994530
Malcolm Hollis B.V.,66026547
Maltha Groep B.V.,20078612
Malvern Panalytical B.V.,06069492
"Mama Cash, Stichting",41202535
Mambu B.V.,81685181
Mambu Tech B.V.,70283737
Mammoet Europe B.V.,33275222
Mammoet Europe Holding B.V.,33129474
Mammoet Heavylift B.V.,20039060
Mammoet Holding B.V.,30105738
Mampaey Offshore Industries B.V.,23060331
Management Precision,27329900
Manhattan Associates Europe B.V.,32079353
Manometric Holding B.V.,68457731
Manpower B.V.,33138744
Manpower Business Professionals,33214370
Manpower Flexibility B.V.,84274042
Manpower Flexwork B.V.,84272333
Manpower Talentworkers B.V.,84276754
ManpowerGroup Staff B.V.,33142697
Manschap B.V.,08156026
Mansource B.V.,68813090
MantiSpectra B.V.,80657451
Manus Machinae B.V.,61920819
Manus Software Europe B.V.,24370056
MapCreator B.V.,17219346
Mapiq B.V.,27366517
Maples Fiduciary Services (Netherlands) B.V.,60468521
MaplesFS Service Company (Netherlands) B.V.,88371816
Mapletree Management (Netherlands) B.V.,71613722
Maprima Business Support B.V.,81618476
Mapscape B.V.,17210210
MAQQIE B.V.,69831955
MAQQIE Payroll B.V.,87407566
MAQQIE Vaster B.V.,75147211
Maratan B.V.,82191689
March Networks B.V.,18083803
Mardissah B.V.,78533465
Marel Further Processing B.V.,16059374
Marel Holding B.V.,34285879
Marel PMJ B.V.,36051882
Marel Poultry B.V.,16035099
Marel Red Meat B.V.,08075869
MareVisie B.V.,28108221
Marflex Europe B.V.,24230201
Marflex Holding B.V.,24225227
Marie-Stella-Maris Water B.V.,54045835
Marimecs Office B.V.,39095772
MARIN Academy B.V.,09135106
Marin Crew B.V.,02040466
Marine Care B.V.,24281287
MarineSecure B.V.,82948445
Marinetrans Benelux B.V.,34319475
Maritime & Transport Business Solutions B.V.,24377619
Maritime Construction Services B.V.,63385031
MarketAxess NL B.V.,69592888
MarketAxess Post-Trade B.V.,69597774
Marketech Netherlands B.V.,69097941
Marketing As A Service B.V.,70663297
MarketRedesign Scientific B.V.,17246606
Marketresponse Nederland B.V.,31030821
Markit N.V.,34124417
Marksmen Interactive B.V.,74742752
Marktplaats B.V.,28058712
Marlar International B.V.,33182507
Marlink B.V.,27163422
Marper Personnel B.V.,24483893
Marque of Brands B.V.,68349106
Marquis Legal B.V.,73811858
Marquis Technologies B.V.,71046364
Mars Nederland B.V.,16021492
Marsh,24120005
Marshall Aerospace Netherlands B.V.,34253044
MarshBerry International Coöperatief U.A.,76571300
Marubeni Foods Investment Asia Coöperatief U.A.,34386500
Maruha Nichiro Corporation. Amsterdam representative office,34246230
Marvell Netherlands B.V.,34233879
Marvesa Oils & Fats B.V.,24495280
marXact B.V.,68076622
Maschem B.V.,56666497
Mascot Online B.V.,56913117
Masdar Solar & Wind Coöperatief U.A.,34297721
Mason Garments B.V.,58453016
Massarius B.V.,56916116
Massive Music B.V.,33296421
Massive Splash B.V.,65883187
Mastek Systems B.V.,71642862
Master Network Solutions B.V.,34231952
Masters in Finance B.V.,58039589
MasterShip Software B.V.,17098598
Matchcare B.V.,09096118
MatchWornShirt B.V.,69115494
Materiaal Metingen Europe B.V.,24157143
MATERIAL PLUS EU B.V.,85740780
Materials innovation institute M2i,41160438
Mather Economics Netherlands B.V.,78122090
MA-TRAC,62186000
Matras Recycling EU Nederland B.V.,56263732
Matrix Vastgoed B.V.,66032466
Mat-Tech B.V.,27231966
Mattel Europa B.V.,33237928
Mattel Europe Holdings B.V.,33297748
Mauri Technology B.V.,12016056
MAUSER Holding Netherlands B.V.,24329947
Maven Derivatives Amsterdam B.V.,71291377
Maven Securities Holding Limited,76468836
Maveric NXT B.V.,87014807
Maverick Derivatives Coöperatief U.A.,68805039
Mavim B.V.,52751406
Mavitec B.V.,37102725
Max Bögl Nederland B.V.,28089096
Max Europe B.V.,39093032
MAX HRM B.V.,67734839
MAX HRM Group B.V.,82227195
MAXARO B.V.,20147769
Maxbuff Coöperatie U.A.,69946523
Maxd`Oro B.V.,32117532
Maxedy B.V.,57949069
Maxem Energy Solutions B.V.,53936981
Maxi Miliaan B.V.,17060920
Maxima Technologies NL B.V.,70217955
Maxlead Services B.V.,28107578
Maxwell and Spark B.V.,84660678
Maxwell Continental Tank Serv Engineering B.V.,73266612
Maxwell Labs B.V.,68307977
Maxxis Europe B.V.,71722785
Maxxis Tech Center Europe B.V.,17174729
Mayflower Netherlands B.V.,52279685
Maykers B.V.,70537070
Maykin Media,64214648
Mayumana Healthcare B.V.,53748921
Mayur Restaurant,33134870
Mazarine Operator Services B.V.,59256125
MAZE B.V.,83109455
Mazura Contracting Solutions (MCS) B.V.,50125443
Mazura Payrolling Solutions B.V.,55911560
MBA Michael Bailey Associates Project Services B.V.,86235818
MBA Michael Bailey Associates Recruitment B.V.,86235559
MBI B.V.,16040552
MBK Investment Management Netherlands B.V.,80609805
MBP Netherlands B.V.,22053787
MCA Nederland B.V.,57086532
McAfee Netherlands B.V.,67352405
McCain Foods Holland B.V.,22000299
MCD IT B.V.,80202551
McDonald's Nederland B.V.,33143768
MCE Technical Center B.V.,14132219
McFati B.V.,27266604
MCFLY & BROWN NETHERLANDS B.V.,76280705
MCFT Nederland B.V.,82692718
MCH Advies & Automatisering B.V.,30083777
MCi (Mirror Controls International) Netherlands B.V.,30048300
MCI Amsterdam B.V.,33303630
McKinsey & Company Netherlands,33114342
MCLS Europe B.V.,63411091
MCR Global NL B.V.,67211739
MCX Administration Services B.V.,08086235
MDgo B.V.,69398100
MDN Europe B.V.,66637503
Mead Johnson B.V.,54823196
Meaf Machines B.V.,22025279
Mean Well Europe B.V.,34246510
"Measurabl, Inc.",76350126
Measuremen B.V.,54844460
Meatable B.V.,71904255
Mecal Applied Mechanics,06091001
MECAL Semiconductor Product Development B.V.,51804646
MECAL Wind Turbine Design B.V.,51809168
Mecanoo Architecten B.V.,27231269
Mechapros B.V.,55109020
Mechdes Engineering B.V.,08061475
Mechel Service Global B.V.,34330052
Meco Equipment Engineers B.V.,18043809
Medal,68975902
Medallia B.V.,73691755
Medcaptain Europe B.V.,65306252
Medela Benelux B.V.,17086901
MedEnvoy Global B.V.,80429149
Medgen B.V.,81469012
Medi Group B.V.,56240481
Media Buying Systems B.V.,34186621
Media Distillery International B.V.,60426616
Media Markt - Saturn Holding Nederland B.V.,30096621
Media2B B.V.,61744557
MediaBlue,53271238
Mediabrands Netherlands B.V.,33175011
Mediahuis Nederland B.V.,34283848
Mediahuis Nederland Digital Marketplaces B.V.,33150568
MediaMonks B.V.,32084006
"Mediant, locatie Helmerzijde",06089356
Medical Measurement Systems B.V.,06070224
Medical Research Data Management B.V.,55207448
MediCapture Europe B.V.,58039864
Medicsana B.V.,74621238
Medify B.V.,58734325
MediLibra B.V.,54607183
MediPower International B.V.,01106843
Mediq Groep,56038062
Medis Medical Imaging Systems B.V.,28075744
Medisch Centrum Rotterdam Kralingen B.V.,24407629
Medische Haartransplantatie Klinieken B.V.,74565745
Mediservice B.V.,56457324
Mediterra Capital B.V.,73015253
Mediterranean Shipping Company (Nederland) B.V.,24237526
Meditime B.V.,72398841
Medline International B.V.,59171960
Medpace Netherlands B.V.,24385193
Meds and Care Pharmacies,27178517
Medtronic B.V.,14023267
Medtronic Bakken Research Center B.V.,14625522
MeduProf-S B.V.,09195920
Medweb B.V.,34217136
Meelunie B.V.,33037079
Meens Bierbrouwerij B.V.,14034012
Meerwijk Allister Groep B.V.,32105517
Meetingselect B.V.,34262991
Mega Energie B.V.,77949803
"Mega International Commercial Bank CO., Limited",33223354
MegaGen Implant Europe B.V.,83075518
Megagroup Trade Holding B.V.,17174948
Megaport (Netherlands) B.V.,64677273
MEGlobal B.V.,22054980
MEGMILK SNOW BRAND Co. Ltd.,63834774
Mei Z&F B.V.,51915154
Meijburg & Co B.V.,33133832
Meijer CnF Amsterdam B.V.,59702478
Meiji Food Europe B.V.,78589290
Meiji Shipping B.V.,34319123
Meilink Eindhoven B.V.,17136987
MeiraGTx Netherlands B.V.,34215606
Mejor B.V.,70346798
Melspring International B.V.,09131564
Meltwater The Netherlands B.V.,32140689
Memorix,50767666
MEMSIC B.V.,83017968
Menaco B.V.,34156243
Menar Investments,59187638
Mendix Technology B.V.,24380476
MendriX B.V.,30189917
Menicon Holdings B.V.,34248933
Menlo Coaching B.V.,67038476
Mentor B.V.,64647323
Mentor Medical Systems B.V.,28062039
Mentorjam B.V.,78105587
Menzies Aviation (Freighter Handling) B.V.,54261635
Merapar Technologies Netherlands B.V.,65577159
Mercantum Medical Care B.V.,32069836
Mercateo Nederland B.V.,54496810
Mercedes-Benz Customer Assistance Center Maastricht N.V.,33014909
Mercedes-Benz Financial Services Nederland B.V.,30079040
Mercedes-Benz Nederland B.V.,30040445
Mercell Nederland B.V.,30148169
Mercer (Nederland) B.V.,33272848
Merck B.V.,27155873
Merck Chemicals B.V.,34089667
Merck Life Science N.V.,23080466
Merck Sharp & Dohme B.V.,34028461
Merck Sharp & Dohme International Services B.V.,34086169
Merck Ventures B.V.,61910929
Mercury Engineering B.V.,34311486
Mercury Trade Credit Nederland B.V.,62733869
Meridia Land B.V.,62431331
Meridian Capital NL B.V.,53569660
Meridian IT B.V.,01093603
Merino Consulting Services B.V.,58077812
Merit Medical Nederland B.V.,17095988
Merkator B.V.,30250256
Merkle Nederland CRM,24171390
Merlin Security Services B.V.,30259118
Merus N.V.,30189136
Merwede Valves B.V.,24368342
Mesh B.V.,77669886
Mesoline B.V.,72152729
Messagebird B.V.,51874474
MessageBird Chat App B.V.,66079071
MessageBird Voice B.V.,30182587
Mesta B.V.,54314437
Mesut Supermarkt,72902655
Met Shipping (The Hague) B.V.,53155769
Metaaltechniek Handelsonderneming B.V.,31039479
Metabolic B.V.,70539952
MetaChef B.V.,76311392
Metaco Europe B.V.,67880584
MetaFactory B.V.,63064707
Metaflex Doors Europe B.V.,09052999
Metalcon B.V.,58382666
Metalot Future Energy Lab B.V.,78324572
MetaMeta Communications B.V.,17167598
Metapol,08081641
MetaSensing B.V.,53828984
"METAWATER Co., Ltd.",60988568
Meteenzorg B.V.,72111151
methetnet B.V.,66591880
Metinvest B.V.,24321697
Metrica Sports B.V.,60835869
Metrics Matter B.V.,85636770
MetrixLab B.V.,24293853
MetrixLab Nederland B.V.,59608838
Metro Cash & Carry International Holding B.V.,33212405
Metro Cash & Carry Nederland B.V.,33166133
Metrohm Autolab B.V.,30128927
Metrological Media Innovations B.V.,24429521
Mettler-Toledo B.V.,11014800
Mettom at Work B.V.,55587402
Mettom Heroes B.V.,76536041
Metyis B.V.,57216258
Mews Systems B.V.,66426995
Meyn Food Processing Technology B.V.,35015165
MGC Specialty Chemicals Netherlands B.V.,81482701
MGE-RB (Roermond) Management Co B.V.,34130585
MH Poly Consultants & Engineers B.V.,24429486
MHC Mobility B.V.,02037615
MHI International Investment B.V.,34268419
MI Company B.V.,65761855
MI Group B.V.,51942933
MIB Management Services B.V.,30251748
Michael Kors (Europe) B.V.,34301064
Micreos Food Safety B.V.,51815613
Micro Focus Nederland B.V.,66938813
Micro Precision Calibration B.V.,68358318
MicroAlign B.V.,80387128
Microbe&Lab B.V.,70546932
Microflown AVISA B.V.,51520109
Microflown Maritime B.V.,56345054
Microflown Technologies B.V.,28077207
Microimage Europe B.V.,88630358
Micromeritics B.V.,55795544
Micronit B.V.,81259859
Micronit Holding B.V.,08084537
MicroPort Scientific Coöperatief U.A.,58654631
Microsoft B.V.,34061536
Microsoft Datacenter Netherlands B.V.,34143486
Micro-Star Netherlands Holding,17108749
MicroSure B.V.,65436849
Microtek Medical B.V.,08124924
Middle Point B.V.,51745399
Midea Electrics Netherlands B.V.,34385360
midocean,09071860
Midtronics B.V.,30156863
Miele X B.V.,76649288
Mieloo & Alexander B.V.,27194182
Mien Nam B.V.,78631564
MIH Fintech Holdings B.V.,78070902
MIH PayU B.V.,52117839
Mijksenaar B.V.,33237870
Mijn InternetOplossing B.V.,52643573
Mijndomein B.V.,27181493
Mikasa Europe B.V.,82375453
Milabs B.V.,30207515
Milano Infra B.V.,27378436
Milberg Amsterdam B.V.,83137238
Milcare,30113778
Milence Netherlands B.V.,88184544
Milence Research & Development B.V.,88168905
Milence Service Holding B.V.,88168913
MILES international payrolling B.V.,54153670
Mileway B.V.,71555730
Milk Design B.V.,34207265
MillMobile B.V.,34383832
Miltenyi Biotec B.V.,34129685
Mimaki Europe B.V.,24357886
Mimecast Netherlands B.V.,30214369
Mimetas B.V.,53898737
Mind Lane Consulting B.V.,81254261
Mind Your Step Recruitment B.V.,88765903
MindAffect B.V.,59347198
Mindbox.Cloud B.V.,70240833
Mindbus B.V.,27247757
Mindcurv B.V.,64549917
Mindray Animal Medical Technology Netherlands B.V.,85749044
Mindray Medical Netherlands B.V.,34280223
MindShare B.V.,34176517
Mindwize B.V.,34166529
Minerva Meettechniek B.V.,52794016
Minivalve International B.V.,08084350
MinPlus B.V.,08072750
"Minton, Treharne & Davies Holland B.V.",64163547
Mintres B.V.,17219845
MIR Architecten,34311985
Mirantis Poland Sp. z o.o.,78018226
MIRhosting B.V.,63945630
Mirzacles IT & Consultancy B.V.,76015319
Mission Produce Europe B.V.,56714424
MisterGreen Products B.V.,34311690
Mistras Group B.V.,27228724
Misuga Kaiun Holland B.V.,24453028
Misys Netherlands Global B.V.,33210232
Mitek Systems B.V.,34242857
Mitel Netherlands B.V.,34194082
Mitra Netherlands B.V.,77507738
Mitrofresh B.V.,51392437
Mitsubishi Electric Automotive Europe,33304945
Mitsubishi Electric Europe B.V.,33279602
Mitsubishi Elevator Europe B.V.,30022258
Mitsubishi Heavy Industries EMEA Ltd.,34109577
Mitsubishi Logisnext Europe B.V.,33274459
Mitsubishi Logistics Europe B.V.,24251379
Mitsubishi Materials Europe B.V.,33289752
Mitsubishi Motors Europe B.V.,34081607
Mitsubishi Nederland B.V.,24126464
Mitsubishi Turbocharger and Engine Europe B.V.,39047752
Mitsui Bussan Gas & Power Solutions B.V.,84300264
Mitsui Prime Advanced Composites Europe B.V.,71819053
Mitsui Rail Capital Europe B.V.,34214164
Mitutoyo Research Center Europe B.V.,30182803
MIURA NETHERLANDS B.V.,61725846
Miyagami B.V.,83283927
Mizkan AMS B.V.,81165005
Mizuho Bank Europe N.V.,33138252
Mizuno Corporation Netherlands,52445097
Mizuno Nederland B.V.,83974601
MK Support Service B.V.,33177546
MKB Ondernemers B.V.,24379003
MKK Europe B.V.,33264839
ML Compliance Services B.V.,67136451
MLA+ Architecture B.V.,66739780
MLA+ B.V.,54416469
MLP Newco B.V.,75591480
MM Flowers Europe B.V.,58781803
MM Metal Recycling B.V.,66349389
MMD-Monitors & Displays Nederland B.V.,17237322
MM-Guide B.V.,30126062
Mmid Full Service Design Team B.V.,27249749
MMS Communications Netherlands B.V.,34138132
Mn Services,27191631
MNX Global Logistics B.V.,55364241
Moba B.V.,09042296
Mobeye,17218489
MobielWerkt B.V.,02093714
Mobile Development Center B.V.,11029212
Mobile Operating B.V.,17213276
Mobile Payments Solutions B.V.,34155422
MobileTrack B.V.,27298244
Mobiquity B.V.,34270669
Mocean Forecast B.V.,70698708
MOCEAN Offshore B.V.,58143998
Moco Group B.V.,80740154
MOCS B.V.,56449763
MODEC Services Netherlands B.V.,34236861
MODIFI B.V.,73275905
Modulr Finance B.V.,81852401
Modus Engineering B.v.,69017034
ModusLink B.V.,08055138
Mokveld Valves B.V.,29010376
MOL Chemical Tankers Europe Limited Rotterdam Branch,24332191
MOL Group International Services B.V.,61591572
MOL Logistics (Netherlands) B.V.,18022017
MOL Maritime (Europe) B.V.,24158925
Molco Car Parts B.V.,10028790
Moldex3D Europe B.V.,65867912
Molex Interconnect GmbH,17093991
Mollie B.V.,30204462
Moltek Consultants Ltd.,55665675
Momentive Performance Materials Silicones B.V.,20089608
Momo Medical B.V.,68346832
Mondcare Den Haag B.V.,27350459
Mondelez Nederland Services B.V.,34283945
Mondi Heerlen B.V.,14039569
Mondi Maastricht N.V.,14061186
Mondriaan,14068232
Mondu Financial Services B.V.,86653938
Mondzorg Dogterom B.V.,24480928
Mondzorgcentrum Axel B.V.,80075134
MoneyView Research B.V.,33292632
MongoDB Netherlands B.V.,66500842
Monocle Solutions B.V.,80990290
Monolith International B.V.,58730060
Monotch B.V.,61837628
Monster Heads B.V.,67157963
Mont Blanc Consulting B.V.,33305817
Monta Services B.V.,11045086
Montachem International B.V.,65199537
Montis-Q Qonsulting B.V.,71197621
Monument Group Netherlands B.V.,86043749
Monument London B.V.,34162704
Monumental Works B.V.,83429891
MOOFpeople Payroll Solutions B.V.,59004401
Moog B.V.,28075621
Moongy B.V.,59758104
Moonlight Bedding B.V.,82176981
Moore DRV,24492873
Moore MTH B.V.,39095983
Moove Connected Mobility B.V.,24439644
More Optimal B.V.,68902107
More Recruitment B.V.,57270155
Morgan Cargo (Netherlands) B.V.,64099598
Morgan Clark & Co. B.V.,50459767
Morimura Bros. (Europe) B.V.,32044630
Morito (Europe) B.V.,24153822
Morningstar Holland,34139006
Moro Fashion B.V.,78717167
Morpara B.V.,68552432
Morphotonics B.V.,60781246
Morrison Express Netherlands B.V.,24346605
Mosa Meat,66104742
Mosadex E-health B.V.,56810504
Mosten Media B.V.,71523839
Motek Medical B.V.,34263969
Motel One Netherlands B.V.,56252331
Motivaction International B.V.,17090769
Motivz B.V.,76867838
Motorola Solutions Netherlands B.V.,17068204
MotoShare P2P B.V.,63919524
Motus People B.V.,85778656
Mount Consulting B.V.,76468186
Movado Group Nederland B.V.,34242495
Move Mobility B.V.,56161719
Move to Impact B.V.,81952716
Move4U Web Applications B.V.,59834552
Movella Technologies B.V.,50142224
MoveWell,66881013
Movianto Nederland B.V.,55836151
Movic B.V.,30243164
Movus Warehousing B.V.,86281895
MP Liften B.V.,37089951
MP Motorsport B.V.,20123519
MPC Energy Solutions N.V.,78205123
MPC Industries B.V.,01068545
MPC Nederland B.V.,57618720
MPC Shipping & Logistics B.V.,34263497
MPG Digital Solutions B.V.,54705347
Mphasis Europe B.V.,34106059
Mploy Associates International B.V.,81324405
MPloyee B.V.,12065735
MPR Accountants & Consultants B.V.,73956791
Mprise Agriware B.V.,24396187
Mprise B.V.,30227907
MPX Administratie & Advies B.V.,61613207
MQD B.V.,59162104
MR Marine Group B.V.,27295746
MR MARVIS B.V.,63301520
mr. B.J. Maes Praktijk B.V.,74011669
MRC Global (Netherlands) B.V.,39054351
MRC Holland B.V.,34204804
MS Amlin Insurance SE,64815323
MS Amlin Marine N.V.,24448058
MS Europe B.V.,27154955
MSC handelsonderneming B.V.,51705958
MSC.Software Benelux B.V.,29035430
MSD Biotech B.V.,75977885
MSD FI,64803864
MSD Human Health Holding B.V.,17131899
msg global solutions Benelux B.V.,17193768
msg life Benelux B.V.,34262764
MSIG Insurance Europe AG Bijkantoor Nederland,59382287
MSL Cabling Limited,91730864
MSS DEFENCE,60132477
MST Groep B.V.,81265212
MSX International,30210212
mt unirepair B.V.,14636006
MTD Holding B.V.,17187610
MTEX Holland B.V.,24190259
mtrl,67316905
MTU Maintenance Lease Services B.V.,59043733
MUD Jeans International B.V.,55383904
Muehlhan B.V.,24218090
Muehlhan Wind Service B.V.,85026816
MUFG Bank (Europe) N.V.,33132501
MUFG Securities (Europe) N.V.,71213376
Mujin Netherlands B.V.,91662451
Mulberry International B.V.,33144784
Mulcol International B.V.,65334094
Mulklé Metaal B.V.,74472690
Mulligan International B.V.,34148354
Multi Corporation B.V.,34237857
Multi Pilot Simulations B.V.,30225758
Multi Seeds B.V.,57371822
Multi Service Private Label B.V.,54189780
Multi Tank Card B.V.,34069864
MULTI.engineering Maritime & Offshore Project sourcing Netherlands,17173402
MultiChoice Group Holdings B.V.,72799498
MultiFlexx B.V.,02059256
Multilayer B.V.,77188985
Multimedia Education B.V.,33291946
MultiSafepay B.V.,34156361
Multitex Bedding B.V.,62066749
Munksgaard Chiropraktie Zaandijk B.V.,34208153
Munro B.V.,34254316
Munters Netherlands B.V.,50307177
MUR Shipping B.V.,34189953
MURATA ELECTRONICS EUROPE B.V.,34208762
Murmellius B.V.,66581257
Musasino Marine And Offshore B.V.,65374290
Mush. Comb. B.V.,12062286
Musoni Services B.V.,57480141
Musqueteer,28117630
Mustad Netherlands B.V.,01111895
Mutares Benelux B.V.,84405244
MVRDV B.V.,52830357
MVSA B.V.,33174003
MWH Energy B.V.,83193642
M-Wise B.V.,28086064
MX3D B.V.,61981923
MY.GAMES B.V.,56701527
Mybit B.V.,58287906
myBrand B.V.,34199445
MyCumulus B.V.,88287165
Mylan Healthcare B.V.,61553069
MYLAPS B.V.,34053090
MYLAPS Experience Lab B.V.,58217053
Mylette B.V.,28088679
Myne Circular Metals B.V.,08104915
Mynta Law B.V.,61369667
Myon Forwarding & Customs B.V.,24319661
MySocialDatabase.com B.V.,58951326
MySolution B.V.,30202683
Mystar Computer B.V.,17103906
Mystiek Productions,52263266
