Organisation,KVK number
BAM Groep Nederland B.V.,30282400
BAM Infraconsult B.V.,09073590
BAM International B.V.,27068392
BAM Nederland B.V.,64738868
BAM Specials B.V.,74525743
Bambelo B.V.,20111350
Bambi Belt B.V.,70126100
Bambi Belt Holding B.V.,66325153
Bambooder Biobased Fibers B.V.,64109739
"Banco Santander, S.A., Amsterdam Branch",85357332
BANDALL B.V.,30094569
Bang! Media Group B.V.,34368707
Banijay Benelux Holding B.V.,61823147
Bank of Beijing,50585843
Bank of China (Europe) S.A. Rotterdam Branch,24404193
Bannerboy B.V.,56792697
Bannerwise B.V.,63348322
Bannink Accountants en Belastingadviseurs,34312659
Baosen Suntop Europe B.V.,61775207
Barak Capital Market Making B.V.,81697201
"Barclays Bank Ireland Plc, Netherlands branch",73040398
BARCODE Architects B.V.,61674494
Barena Europe B.V.,69692416
Barentz Commodities B.V.,34096110
Barentz Holding B.V.,75958619
Barla Food B.V.,54842328
Barry Callebaut Nederland B.V.,34093059
Barsan Global Logistics B.V.,66654335
Barth Industrial Automation B.V.,81507208
BAS Mining Trucks B.V.,17266443
BAS Parts & Tyres B.V.,17221169
BAS Truck Center B.V.,16021586
BAS Uitzenden en ZZP B.V.,66658985
BAS World B.V.,17103220
Base Cyber Security B.V.,63412454
Baseblue B.V.,75566532
BaseClear B.V.,28060938
Baseflow B.V.,71659374
Basel Life Niederlande I B.V.,34143831
Basell Sales & Marketing Company B.V.,34245062
Basenet Internet Projects B.V.,33282707
BASF Coatings Services B.V.,30145628
BASF Nederland B.V.,09022883
Basic City A+U,56415389
Basic Fit International B.V.,34314877
Basic Pharma Manufacturing B.V.,13028530
Basis Expert Consulting Services B.V.,74298917
Basis-E-Markt Groothandel,27251462
Basware B.V.,34148630
Bata Nederland B.V.,17008954
Batavia Biomanufacturing B.V.,88173240
Batavia Biosciences B.V.,27362965
Battolyser B.V.,70827540
Bau Lian B.V.,64579077
Bauer Funderingstechniek B.V.,34202843
Bausch+Lomb Netherlands B.V.,80878482
Bausch+Lomb OPS B.V.,59464364
Bax-Shop.nl B.V.,50943642
Baxter B.V.,16032724
Bayards Helidecks B.V.,23047288
Bayer B.V.,30048949
Bayer Global Investments B.V.,51490986
Bayer Holland,36003206
Bayer Medical Care B.V.,58745718
Bayer Netherlands B.V.,73816035
Bayer World Investments B.V.,56476760
BBBLGM B.V.,85631264
BBD Software B.V.,76547264
BBLeap B.V.,75923238
B-Built B.V.,20144793
BC Distribution B.V.,52873471
BCD Travel Nederland B.V.,27185876
BCD Travel Services B.V.,30213174
BCEI International B.V.,65372743
BCS (EU) B.V.,76698491
BD Kiestra B.V.,01067516
BD&Spectrum B.V.,76571548
Bdairy B.V.,68300417
"BDO Accountancy, Tax & Legal B.V.",17171188
BDO Audit & Assurance B.V.,17171186
BDO Investigations B.V.,17171175
BDP Global Services B.V.,24445976
BDR Thermea Group B.V.,08125298
Be Empowered B.V.,65061284
BE Semiconductor Industries N.V.,09092395
BearingPoint B.V.,30142784
BEAT Research B.V.,74490133
Beatgrid Media B.V.,57458847
BeathChapman B.V.,63289733
Beckhoff Automation B.V.,34068873
Beckman Coulter Nederland B.V.,30049740
Becton Dickinson,28065261
Bedandbreakfast.eu B.V.,50090933
BeDataDriven B.V.,61548278
Bedrocan International B.V.,02062255
Beemup B.V.,78646308
Beerwulf B.V.,67422020
BeeXact B.V.,80738354
BeGame B.V.,64323307
Beiersdorf N.V.,39032682
Bejo Finance B.V.,37083070
Bejo Zaden B.V.,37048509
Bekaert Combustion Technology B.V.,04024852
Beko B.V.,34166639
Beko Europe B.V.,88850528
Beko Netherlands B.V.,27142032
Belden Europe B.V.,12033370
Belden Wire & Cable B.V.,12033356
Belkin B.V.,33306733
Bell Identification B.V.,24236705
Belvac Decorating Systems,18110482
Belvilla Services B.V.,17061015
BEMAC Corporation Europe Representative Office,74995561
Bemet International B.V.,55425399
Benchmark Electronics B.V.,06090691
Benglish B.V.,09135507
BENK PROJECTS B.V.,24491838
Bennet & Boss B.V.,68842120
Bennet & Boss Netherlands B.V.,68841795
Bennink Dunin-Wasowicz,76962970
Benq Europe B.V.,17085773
Bentley Systems Europe B.V.,34085497
Bentvelsen Fleer Architecten B.V.,39064077
Benzler-Technisch Buro Aandrijftechniek B.V.,12021081
Berg en Dal B.V.,50130463
Bergland Advies B.V.,10041602
Bergman Clinics Nederland B.V.,30196373
"Bernard van Leer Foundation, Stichting",41197262
Bernhoven B.V.,17120496
Beroe Advantage Procurement B.V.,63822407
Beround Testing B.V.,62710370
"BerryWorld, The Netherlands",34267973
Bertschi B.V.,24291317
Beson Distributie B.V.,50042440
Beson Post B.V.,58328785
Best of Worlds B.V.,55426840
BESTMIX Software B.V.,09062575
Bestron Nederland B.V.,16035413
BESTSELLER Service B.V.,60223715
Bestseller Wholesale Benelux B.V.,31048963
Betabit Amsterdam B.V.,53463978
Betaselect B.V.,77140486
Betech B.V.,04072573
Beter Bed B.V.,16062358
Beter Horen B.V.,09059657
BE-terna B.V.,65287967
Betontechniek Noord B.V.,73508845
Better Be Goods B.V.,64779440
Better Future B.V.,75241242
Betty Blocks B.V.,66172446
Betty Blocks Holding B.V.,51769476
Between B.V.,63218747
Between Us Media Marketing Consultants B.V.,28073917
Beveco Gebouwautomatisering B.V.,24429527
Bevers Chiropractie B.V.,76716201
Beyond Belief B.V.,80795587
Beyond Engineering NL B.V.,86804464
Beyond Meat EU B.V.,77010019
Beyond Space B.V.,80911595
Beyond Sports B.V.,63498138
BF Construction Consultancy B.V.,82952450
BF Global Logistics B.V.,56569114
BGB Dentistry B.V.,73349887
BGH Accountants & Adviseurs B.V.,77902483
BGIS Global Integrated Solutions Ireland Limited,74993852
BGN INT B.V.,87856042
bGrid B.V.,68285515
Bharti Airtel International (Netherlands) B.V.,34387410
BHS Corrugated B.V.,06082598
BICL (NL) B.V.,66666473
Bidfood B.V.,39051693
Bierenko Amsterdam B.V.,33195747
Bierens Incasso Advocaten B.V.,17114967
Bierman Henket architecten B.V.,17107424
Big Adventure Travel Company B.V.,73383449
BigCommerce Netherlands B.V.,86155717
BigData Republic B.V.,62888692
Bikeurope B.V.,08023280
Bilfinger Insulation B.V.,23029050
Bilfinger Tebodin Netherlands B.V.,27336603
Bilgeadam Technologies B.V.,72797517
Bilgin Bouwservice B.V.,58311173
Bilthoven Biologicals B.V.,53751221
Bimasbikes,60683554
BIM-Connected Consultancy B.V.,86868098
BIMINI Biotech B.V.,75882760
BinckBank N.V.,33162223
Bio Diets B.V.,69288534
Bio Energy Netherlands B.V.,66819083
BioActor B.V.,52104540
Bioclear earth B.V.,02044410
Biogas Plus Systems B.V.,17215570
Biogen Netherlands B.V.,34108067
BioGeneration III Services B.V.,66432294
BioGX B.V.,68176384
Bio-ITech B.V.,53765273
Biomedical Distribution North Europe B.V.,60669101
Biomet Global Supply Chain Center B.V.,23090168
BIOND Solutions B.V.,70154252
Bioriginal Europe/Asia B.V.,24298869
Biostar Microtech Netherlands B.V.,24431821
Biosynth B.V.,39097142
Biota Nutrients B.V.,71723358
Biotisk Energier Netherlands B.V.,86441426
BioTop Medical,28095963
Bioventus Coöperatief U.A.,55398901
Bird & Bird (Netherlands) LLP,27374435
Bird Control Group B.V.,58351701
BIRD Recruitment B.V.,57390533
Bird Rides Europe B.V.,70872120
Birkenstock Netherlands B.V.,88862178
Birlasoft (UK) Limited,34247670
Bisdom Roermond,74911929
BISSELL International Trading Company B.V.,53752139
bitbird,69121672
Bitdefender Netherlands B.V.,66389690
Bitfury Holding B.V.,60269421
Bitonic B.V.,58276149
Bitpanda GmbH,84410876
Bits of Stock B.V.,76309983
Bitvavo B.V.,68743424
BIYU B.V.,80174590
Bizaline B.V.,66314194
Bizbloqs Management Solutions B.V.,71838392
Bizcuit B.V.,68122853
Biztory B.V.,64980499
BiZZdesign International,08204584
BKL B.V.,17065403
Black Bear Carbon,50269178
Black Box International B.V.,66400740
Black Door Recruitment B.V.,71077669
BLACKBEAR B.V.,72489669
BlackBerry Netherlands B.V.,17044288
Blackboard International B.V.,30170649
BlackLine International B.V.,52094030
BlackRock (Netherlands) B.V.,17068311
Blackstone Shipping Netherlands B.V.,76670090
Blanco Services B.V.,64426696
Blanq Labs B.V.,86844784
Blauwtrust Groep B.V.,51346060
Bleckmann Nederland B.V.,06078339
Bleckmann Solutions B.V.,66593557
Bleeve B.V.,62679015
Bleko Chemie B.V.,08093259
Blender,34276786
Blendle B.V.,58724109
BlinkLane Consulting B.V.,30192079
Bliq B.V.,74432192
BLiS Digital B.V.,24386524
Blitz Optiek Ermelo,83673369
Block Global B.V.,64624439
Blockbax Technology B.V.,70370281
Blockchain Fieldlab B.V.,69159785
Blockrise Capital B.V.,74879782
BlockTech B.V.,70787972
BlockTrail B.V.,60262060
Bloem Health Products B.V.,61604003
Blonk Milieu Advies B.V.,24317458
Blonk Sustainability Tools B.V.,59850868
Bloomon Nederland B.V.,61571504
Bloomon SSC 2 B.V.,70182078
Bloomon SSC B.V.,68898215
BloomReach B.V.,34239916
Bloozy Maritime Trading B.V.,62870785
Blox B.V.,71663533
BLOXS Software B.V.,62076957
Blu-3 (UK) Ltd,70355010
Blue 10 B.V.,27195343
Blue Billywig International B.V.,64616576
Blue Clue Payroll Solutions B.V.,53892232
Blue Dynamic B.V.,83303308
Blue Engineering B.V.,58223541
Blue Fielders B.V.,62211544
Blue Heart Energy B.V.,66754607
Blue Lynx Employment B.V.,27153281
Blue Ocean Engineering B.V.,28109590
Blue Offshore B.V.,50478923
Blue Phoenix Group,24448294
Blue Phoenix Holding B.V.,86707590
Blue Radix B.V.,75407531
Blue Rose Technologies B.V.,73901415
Blue Sphere Brabant,66863643
Blue Umbrella,34331176
Blue Water Shipping B.V.,54254981
Blue21 B.V.,62510436
BlueAlp Production B.V.,82644845
BlueBee,51859076
Blueberry ICT B.V.,63618052
BlueCielo ECM Solutions B.V.,27133487
BlueConic B.V.,59800143
BlueFinch B.V.,52644855
Blueprint Automation B.V.,30089111
BlueRock Logistics B.V.,58417028
BlueStone Solutions B.V.,70032726
Bluestream Offshore B.V.,37151264
Bluetech Engineering B.V.,51489015
Bluewater Energy Services B.V.,34088044
BlueXPRT B.V.,71346937
BluJay Solutions B.V.,23054829
BluprintX B.V.,76602974
Blygold Nederland B.V.,30060192
BMC Software Distribution B.V.,30106755
BMCE Euroservices SA - Nederland,59240903
BME | Building Materials Europe B.V.,76083411
BMS Heavy Cranes B.V.,77058526
BMS Netherlands Operations B.V.,81072058
BMW Finance N.V.,27106340
BMW Financial Services Nederland B.V.,16036186
BMW Nederland B.V.,27063861
BNG Bank N.V.,27008387
"BNP PARIBAS ASSET MANAGEMENT France, Netherlands Branch",81007248
BNP Paribas Cardif B.V.,20100169
BNP Paribas Personal Finance B.V.,33235784
BNP Paribas Real Estate Advisory Netherlands B.V.,34288609
"BNP Paribas SA, Netherlands Branch",33148246
BNR-Quality B.V.,81954042
BO18 B.V.,72366206
BoCari International B.V.,58655638
Body & Fit Sportsnutrition B.V.,52492052
Boehringer Ingelheim Animal Health Netherlands B.V.,33224075
Boehringer Ingelheim B.V.,37046285
Boeing Netherlands B.V.,34247907
Boekestijn Transport Service B.V.,17150389
Boels Verhuur B.V.,14039581
Boer & Croon Management Solutions B.V.,34183315
BOHEMIA INTERACTIVE B.V.,65524535
Bol Accountants B.V.,16064022
Bol.com B.V.,32147382
Bold Capital Management B.V.,67534090
Bold Online B.V.,55799280
Bold Security Technology B.V.,65757319
Bolder Business Services (Netherlands) B.V.,82349967
Bolders Consulting Group,52640825
Bolidt Kunststoftoepassing B.V.,23035272
Bollegraaf Recycling Machinery B.V.,02038528
Boloo B.V.,75993228
Bolt Europe B.V.,76609391
Bolt Support Services NL,82441308
Bomaz B.V.,22054769
Bond high performance 3D technology B.V.,62091654
Bond IT B.V.,56297785
Bond3D International B.V.,81373929
Bondify B.V.,74163671
Bonemasters Europe B.V.,71561242
Bonesca Import en Export B.V.,61887692
Bontrup Aggregates B.V.,14626793
bookatrekking.com B.V.,71743650
Bookchoice (Benelux) B.V.,61244848
Bookchoice B.V.,84745274
Booker25,56795114
Booking Experts B.V.,55796850
Booking.com B.V.,31047344
Booking.com Customer Service Center (Netherlands),57989168
Booking.com Customer Service Holding,57988358
Booking.com Distribution B.V.,80456243
Booking.com Holding,57987823
Booking.com International B.V.,57988218
Booking.com International Services B.V.,60025018
Booking.com IT Services B.V.,60025360
BookingSuite B.V.,61672947
BookSpot B.V.,59878916
Booleans B.V.,71034218
BOOM Landscape B.V.,90687337
Boomerang Agency B.V.,34362606
Boomerang Create B.V.,69096066
Boomi BeNeLux B.V.,82479666
Boon Edam Global Export B.V.,61604119
Boost Collectibles B.V.,53165667
Boosting Alpha B.V.,72193565
Boots Nederland B.V.,22040269
Booz Allen Hamilton Netherlands B.V.,72440902
Boreal Europe B.V.,24314645
Boreas Maritime B.V.,67864201
Boring Agency B.V.,80961819
Bortly B.V.,32129769
Bos Polijstmaterialen B.V.,30113317
Bosal Energy Conversion Industry B.V.,23061974
Bösch Boden Spies Import GmbH,85255092
Bosch en Slabbers Den Haag B.V.,22054096
Bosch Energy and Building Solutions B.V.,87361418
Bosch Power Tools B.V.,20067148
Bosch Rexroth B.V.,84474742
Bosch Security Systems B.V.,17078624
Bosch Thermotechniek B.V.,38021061
Bosch Transmission Technology B.V.,18018770
Boschman Technologies B.V.,09138178
Bose Products B.V.,36037901
Bosing Engineers & Consultants B.V.,89746511
Boskalis Subsea Cables B.V.,24387623
Bosman Van Zaal B.V.,33211411
Bosporus,53883195
Bostik Benelux B.V.,20033506
Bostik Nederland B.V.,20041764
Boston Scientific Group plc,14633872
Boston Scientific International B.V.,14633083
Bota Technik Benelux B.V.,75164515
Botau Engineering and Construction B.V.,78515890
BOTS Support Services B.V.,84198486
Bouman Industrial Services B.V.,08220826
Bouwbedrijf M.K. B.V.,70398437
Bouwinvest Real Estate Investors B.V.,34180506
Bowman Chiropractie B.V.,55770282
BoxFonteck B.V.,58164723
BP Europa SE - BP Nederland,24489071
BP Raffinaderij Rotterdam B.V.,24178415
BPC Software Labs B.V.,62228935
BPI Services B.V.,30227232
BPM Company Netherlands B.V.,52987221
BR1GHT B.V.,73839337
Brabantia Branding B.V.,17028708
Brabantse Ontwikkelings Maatschappij Holding B.V.,18033506
BRAC International Enterprises B.V.,85092509
BRAC International Holdings B.V.,34393125
Brace Automotive B.V.,27256461
Brack Capital Properties N.V.,34250659
Braden-Europe B.V.,14047046
Bradford Engineering B.V.,20046521
Brain Agency B.V.,62452444
Brain Corporation B.V.,77166051
brainbay B.V.,71551034
Brainboss B.V.,66060257
Brainbox Consulting B.V.,64713032
Braincreators B.V.,66314542
Braingineers International B.V.,64636658
Brainport Development N.V.,17051095
Brains Unlimited B.V.,52499383
Brainsfirst B.V.,66426200
Brainstructions B.V.,71267522
Brainum B.V.,32124789
Branch Office of zooplus AG,71168583
Brand Articulations B.V.,64230538
Brand Equipment B.V.,72038047
Brand Loyalty B.V.,16079322
Brand Loyalty Development B.V.,71614664
Brand Loyalty Sourcing B.V.,17187852
Brand Loyalty Special Promotions B.V.,17192153
Brand New Day Bank N.V.,30067102
Brand New Day Diensten B.V.,56476779
Brand New Day Premiepensioeninstelling N.V.,52429687
Brand Potential B.V.,27112013
Brandclick B.V.,69645388
Braskem Netherlands B.V.,24401995
Braskem Trading & Shipping B.V.,90073614
Bravinci NL B.V.,77930703
Bravoure B.V.,51837498
BRB International B.V.,13020953
BRB Lube oil Additives & Chemicals B.V.,70126194
BreachLock Netherlands B.V.,74299913
Breadbox Shipping Lines B.V.,24373958
Breathomix B.V.,71801103
Breda University of Applied Sciences,41104616
Bredero Shaw International B.V.,27147411
Breeze Social B.V.,80045944
Brenger B.V.,67078583
Brenntag Amsterdam B.V.,68190018
BresMed Netherlands B.V.,60999101
Brickyard B.V.,17138064
Briddge B.V.,51446030
BridgeFund B.V.,70304580
Bridgestone Mobility Solutions B.V.,61185787
Bridgin.it B.V.,68922906
Bright Cape B.V.,61603244
Bright Computing B.V.,34376066
Bright Interim B.V.,61372900
Bright IT Services B.V.,90692837
Bright Photonics B.V.,50904213
Bright River B.V.,57217602
Bright Society B.V.,61372528
B-Right Urban Living Development B.V.,16088163
BrightContact Technology B.V.,53534050
Brightin B.V.,02074310
Brightlands Venture Partners B.V.,59082739
Brightsight B.V.,30105045
Brimit B.V.,64108171
Bring Cargo B.V.,23056300
Brink & Hoek Amsterdam B.V.,69710201
Brinkman International B.V.,27217803
Brinks Components B.V.,06061489
Brink's Solutions Holdings B.V.,78553393
Bristow Netherlands B.V.,83850996
British American Tobacco Holdings (The Netherlands) B.V.,33236251
British American Tobacco International (Holdings) B.V.,33268088
Broad Horizon 2Focus B.V.,30243050
Broadband Hosting B.V.,27197308
Broadcom Netherlands B.V.,30154873
Broadview Energy Solutions B.V.,59448245
Broadview Industries B.V.,14097575
Broekman Logistics Division B.V.,24422047
Broks-Messelaar Consultancy B.V.,08091133
Bronkhorst Sales II B.V.,64858316
Bronswerk Heat Transfer B.V.,08022150
Brooks Sports B.V.,59935472
BrosMed Medical B.V.,61321834
Brown-Forman Netherlands B.V.,34313023
Brownline B.V.,24289722
Bruco Integrated Circuits B.V.,08215715
Bruker Nederland B.V.,35015408
Bruna B.V.,30059273
Brunel Energy Europe B.V.,34186664
Brunel Nederland B.V.,27229487
BS Isiltir B.V.,59453893
BSGi NL Warehouse B.V.,72934182
BSI Group The Netherlands B.V.,33264284
BSPA B.V.,34114775
BSUR Agency B.V.,33264480
B-Synergy B.V.,20143520
BTG BioLiquids B.V.,08167874
BTS in Amsterdam B.V.,50470477
BTT Office Services B.V.,80957846
Bubty B.V.,78697875
Buck Amsterdam Design B.V.,81178328
Buck Consultants International B.V.,10146507
Buckaroo B.V.,04060983
Budbee B.V.,74690280
Bufab Flos B.V.,17062762
Bugaboo International B.V.,34112667
Bugloos B.V.,86809393
Bühler B.V.,06068355
Build in Amsterdam B.V.,58859446
Build2Live B.V.,75981718
Builders Studio B.V.,62682466
Buitelaar NL B.V.,73902586
Buitengaats Management B.V.,01177142
Bulletproof Design B.V.,74406132
Bulls and Dogs Amsterdam B.V.,65310489
Bumicom Telecommunicatie B.V.,27096162
Bunge Loders Croklaan B.V.,35011263
Bunge Loders Croklaan Group B.V.,34178266
Bunge Netherlands B.V.,66808006
Bungie Netherlands B.V.,82130019
bunq B.V.,54992060
BUNZL Outsourcing Services B.V.,33054904
BURA urbanism B.V.,77522915
Burdock Maintenance Consultants B.V.,27166196
Burdock Project Consultants,27129362
Bureau Schmidt B.V.,68445326
Bureau Veritas Inspection and Certification The Netherlands B.V.,32069296
Bureau Veritas Marine Nederland B.V.,24414871
Buren N.V.,27259366
Burg Industries B.V.,27229637
Burk Consulting NL B.V.,71928162
Buro Happold B.V.,80152872
Buro Harro,54165296
Buro Kade B.V.,17145768
buro ontwerp & omgeving B.V.,09148203
Buro Sant en Co,33266178
Burton Hamfelt Urban Architecture B.V.,70292140
Busan Port Authority B.V.,80738923
Busan Port Authority EURO Office,65852427
Business Radar B.V.,68648103
Business Sweden Business Support Office AB,74303600
BusinessForensics B.V.,50422731
BUX Technology B.V.,58403787
BuyBay B.V.,59498862
BW Global (Europe) B.V.,71673725
BW Offshore Management B.V.,34354070
B-ware Business Software B.V.,06061893
BWise B.V.,17121580
BWW International Trading B.V.,66815290
ByBorre Lab B.V.,64732592
Byd Europe B.V.,24288673
ByggBlock B.V.,57529981
BYK Netherlands B.V.,38016572
Byldis Facades B.V.,91611024
Byldis Prefab B.V.,91610982
Bynder B.V.,56995229
Byondis B.V.,54042577
Byte B.V.,06090748
