Organisation,KVK number
DBXB Netherlands B.V.,24366706
DCC Energy Nederland B.V.,32094780
DCE-Europe B.V.,22058526
DCG Consulting B.V.,82520267
DCI Dutch Certification Institute,01045701
DCN Diving B.V.,13019455
DCprime,34224535
DDB Amsterdam B.V.,34219983
DDL Diagnostic Laboratory B.V.,27236979
De Agile Testers B.V.,64013987
De Architectenwerkgroep Tilburg (DAT),18033496
de Architekten Cie. B.V.,58806075
De Blokkenhut B.V.,34258209
De Bondt B.V.,04023846
De Brauw Blackstone Westbroek N.V.,27171912
De Efteling B.V.,18122297
De Gier B.V.,27212124
De Groot en Visser B.V.,23056962
De Haagse Hogeschool,27255912
De Heus Voeders B.V.,14626985
De Jong & Laan Controle B.V.,06054458
De Jong Plants,28095372
De Kerk van Jezus Christus van de Heiligen der Laatste Dagen in Nederland,24481208
De Kleijn Energy Consulting B.V.,52926915
De Kok Staalbouw B.V.,20074900
De Koninklijke Nederlandse Munt N.V.,30116000
De Korte Weg B.V.,20142702
De la Rue B.V.,23070434
De Lage Landen International B.V.,17056223
De Markt Mondzorg,66972914
De Nederlandsche Bank N.V.,33003396
De Nieuwe Winkel B.V.,88447979
de Noordhoek Zonnemaire,20141428
De Oude Bibliotheek B.V.,59354461
De Pooter B.V.,21006768
De Praatmaat Groep B.V.,52941167
De Regt Marine Cables B.V.,24196885
De Ruggesteun,60193611
De Rugspecialist B.V.,66803209
De Ruijter International B.V.,18115159
De Staffing Groep Nederland B.V.,11020532
De Voogt Naval Architects B.V.,34059966
De Werkunie B.V.,30257805
De Zwaluw Logistiek B.V.,36046107
De Zwarte Hond Groningen B.V.,63642182
Dealroom.co B.V.,59237368
DEAM Products B.V.,53081579
DEBoss B.V.,90734726
Dec Netherlands B.V.,51119498
Decathlon Netherlands B.V.,34306685
DECATNS B.V.,90892488
Deckers Benelux B.V.,27354489
Decoders B.V.,84779179
Decos Software Development B.V.,51814617
Decos Software Engineering B.V.,28054540
DeedMob B.V.,67534554
Deel Nederland B.V.,82007594
Deep B.V.,34118003
Deep Blue Capital B.V.,34296402
Deep Branch B.V.,80907970
DeepL NL B.V.,84080930
Deeploy B.V.,78193621
Deerns Nederland B.V.,27047671
Defacto Urbanism B.V.,78695775
Defesche Van den Putte architectuur en stedenbouw B.V.,27214553
DEG Groep B.V.,68602510
DEHA B.V.,73091456
Déhora advies B.V.,34193380
DEITYcommerce B.V.,71080562
DEKC Maritime B.V.,02037627
Dekimo Experts Delft B.V.,70326525
Dekimo Experts Eindhoven B.V.,74470345
Dekimo Experts Enschede B.V.,78648777
Dekker Management Beheer B.V.,36030162
Dekker Olifanta B.V.,28055371
Dekkers Visual Communication B.V.,17121214
DEKOM B.V.,52638472
DEKRA Certification B.V.,09085396
DEKRA Rail B.V.,27141477
Del Monte (Holland) B.V.,29036144
DELA Natura- en levensverzekeringen N.V.,17078393
DeLaval,02041794
Delaware Consulting B.V.,17105219
Delft AI B.V.,84607483
Delft Circuits B.V.,68796803
Delft Imaging Systems B.V.,30185278
Delft Research Group B.V.,27294457
Deliflor Chrysanten,27218476
Deliverect B.V.,80411088
Deliveroo Netherlands B.V.,63605929
Dell Benelux Call Centre,33226753
Delmar International (Netherlands) B.V.,34111646
Del-Mar Safety B.V.,53951425
DELMIC B.V.,51556650
Deloitte Accountancy & Advies B.V.,57666954
Deloitte Accountants,24362853
Deloitte Consultative Services B.V.,33259541
Deloitte Group Support Center B.V.,24362837
Deloitte Tax & Legal B.V.,24362840
Delos Sage Holdco Coöperatief U.A.,70002924
Delpharm Development Leiden B.V.,88276872
Delphy B.V.,09131958
Delrin Netherlands B.V.,85951218
"Delta Air Lines, Inc.",33258232
Delta Capita B.V.,56180888
Delta Diagnostics B.V.,71183477
Delta Electronics (Netherlands) B.V.,12040831
DELTA Fiber Nederland B.V.,22051676
Delta Greentech (Netherlands) B.V.,34297145
Delta Labs B.V.,66814251
Delta Light Nederland B.V.,20071847
Delta Team Personeelsdiensten B.V.,27260283
Delta Travel Service B.V.,33166123
Delta Wines B.V.,24378358
Delta-N B.V.,27170474
DeltaQuad B.V.,51835193
DELVA Landscape Architects,61008001
Demaco Holland B.V.,37079728
Demcon Advanced Mechatronics,06070325
DEMCON high-tech systems Eindhoven B.V.,82010781
DEMCON high-tech systems Enschede B.V.,06076725
DEMCON kryoz B.V.,08177692
DEMCON life sciences & health Delft B.V.,66542030
DEMCON life sciences & health Eindhoven B.V.,53846486
DEME Offshore NL B.V.,20064480
Demir-Halk Bank (Nederland) N.V.,24199853
DEMO Consultants B.V.,28071545
Den Haag,27370927
Den Haag Centrum voor Strategische Studies (HCSS) B.V.,27245148
Den Hartogh Shared Services B.V.,50411160
Den Ouden Materieel B.V.,16085715
Denham The Jeanmaker B.V.,57908680
Denim City HQ B.V.,59138785
Denka International B.V.,21019769
Denkavit Nederland B.V.,09036151
Denkers Shipping B.V.,09149929
DENS Power B.V.,76433277
Denso Europe B.V.,32050077
Denso International Europe B.V.,32027898
DENSsolutions B.V.,55763820
Dent2Dent Hendrik Ido Ambacht B.V.,70711062
Dental Clinics Joure B.V.,67277608
Dental Clinics Veenendaal B.V.,61835161
Dental Robotics B.V.,69775702
DENTAL Universe B.V.,27286953
Dental365 Rotterdam B.V.,67451551
Dentons Europe LLP,34207824
Dentons Europe LLP,73505323
Dentsply Sirona Benelux B.V.,27088755
DentVille B.V.,62534718
Denyo Europe B.V.,30230846
Deployment Matters Netherlands B.V.,70862109
Dept Brand & Advertising B.V.,27378801
Dept Design & Technology B.V.,27239483
Dept Digital Marketing B.V.,24431627
Dept Holding B.V.,63464101
Dept NL Holding B.V.,92551033
deRoostermakers B.V.,57927405
Desa Construction NL B.V.,69222150
Desah B.V.,01108003
DeSci Labs Netherlands B.V.,84190361
Design Associates B.V.,32085693
Design Bridge and Partners B.V.,33267669
Design Erick van Egeraat B.V.,66169240
DESIGN8 B.V.,11063158
Desolenator B.V.,58733795
deSter Holding B.V.,33201067
Destinus Energy B.V.,89630777
Destinus OPRA B.V.,89632966
Desyde B.V.,31043048
DET International Holding Limited,87512904
Deta-Q B.V.,86888706
Deus B.V.,76658007
Deutsche Bank,33304583
Deutsche Post International B.V.,33232511
Deutsche Telekom Global Business Solutions Nederland B.V.,76706532
Developers.nl B.V.,57560188
DevelsteinCollge-Develsingel,40324154
Devhouse Spindle B.V.,61958034
Devon India-NL B.V.,39084661
DevOpsInternational B.V.,64080986
DevRepublic B.V.,08181059
Devtaar B.V.,63746492
Dexerials Europe B.V.,34077992
Dexter Energy Services B.V.,65426479
Dexxon Data Media and Storage B.V.,29031645
DFDS Distri Holding B.V.,09140062
DFDS Logistics Winterswijk B.V.,08035771
DFE Pharma B.V.,17191677
DFFRNT LAB B.V.,66678285
DFM N.V.,31018376
DFS Netherlands,24099513
DGB-Earth Sciences B.V.,08111182
DGMR Bouw B.V.,09142407
DGN Publishers B.V.,30168362
DH Infrastructure Europe B.V.,58406360
DH Netherlands B.V.,54025990
DHI Investment B.V.,32127861
DHL Express,34052070
DHL Finance Services B.V.,14064670
DHL Freight (Netherlands) B.V.,30130193
DHL Global Forwarding (Netherlands) B.V.,34064736
DHL Parcel (Netherlands) B.V.,30076845
DHL Supply Chain (Netherlands) B.V.,24168570
DHL Supply Chain Management B.V.,24270249
DHR International Holland B.V.,34359358
DI Blue B.V.,51110288
Diaconie van de Protestantse Gemeente,34341674
Diagenius B.V.,83145109
Diageo Brands,34138436
Diageo Nederland B.V.,30048592
DialogueTrainer B.V.,66655404
Diamond Chubu Europe B.V.,76464024
Diamond Flower Information (NL) B.V.,24307230
Diamond-fms B.V.,17266193
DIANA FEA B.V.,27252655
Diaset B.V.,30184982
Dibanisa International B.V.,83630961
Dicolor Optoelectronics B.V.,69240388
Diebold Nixdorf Global Solutions B.V.,58379401
Dienst Uitvoering Onderwijs,50973029
Dierenkliniek Hoogveld B.V.,78069629
Dieseko Group B.V.,24443483
DIF Management B.V.,34312941
digi.bio B.V.,68119127
Digidentity B.V.,27322631
DigiGamma B.V.,71416269
DIGIO ICT B.V.,17118274
Digireg Netherlands B.V.,65739345
DigiSure B.V.,82200378
Digital & Media Solutions B.V.,09130205
Digital Decisions B.V.,68518072
Digital Matter B.V.,80798721
Digital Power Technologies B.V.,83373616
Digital Realty Netherlands B.V.,66632463
Digital Revolution B.V.,33267823
Digital Survival Company B.V.,72043466
DigitalOcean EU B.V.,60912006
Dimaros B.V.,74959360
Dimebox B.V.,61212563
Dimenco B.V.,52677001
Dimenco Content Production B.V.,54373107
Dimensio Verpakkingen B.V.,33236408
Dimerce B.V.,76153282
Dimerco Express Netherlands B.V.,34104688
Dinel Construction B.V.,24326419
Dinerate B.V.,55058590
Ding Zing Polyurethane Europe B.V.,34376586
DIQQ B.V.,68646852
DiReC B.V.,55206999
Direct Current B.V.,34350049
Direct Impact B.V.,67064043
Direct Maintenance B.V.,14068636
Direct Source International B.V.,53652037
Direct2Pet Europe B.V.,34309053
Directness B.V.,34260642
DISA Nederland B.V.,52542890
disapo.de Apotheke B.V.,77622103
Discogs B.V.,63544962
Discord Netherlands B.V.,82229864
Discovery Communications Benelux B.V.,33295591
Distimo Holding B.V.,30266181
Distro Energy B.V.,84978740
Ditio B.V.,52367002
DIV B.V.,61357413
Divardy Bakery Services B.V.,30210429
Diversey Europe Operations B.V.,53934504
Divitel B.V.,08075305
Dixstone Netherlands N.V.,33277773
Dizain-Sync B.V.,08126607
Djeeni B.V.,73663646
DJI Europe B.V.,61920541
DK-Schweizer Europe B.V.,18080425
DK-Schweizer Nederland B.V.,18068763
DKTP - informatietechnologie - B.V.,33299034
DLA Piper Nederland N.V.,34207878
DLF B.V.,16018887
DLM Finance B.V.,56689276
DMC Invest B.V.,71625356
DMEGC Renewable Energy B.V.,84113081
Dmissi Electro B.V.,34202817
DMM Services B.V.,80349927
DMS Insight Works,71817301
DMT Modular Constructions B.V.,76956415
dnata B.V.,34025985
dNM Interim B.V.,53838866
DNP Imagingcomm Europe B.V.,34305107
DNV Business Assurance B.V.,24273935
DNV Netherlands B.V.,09006404
DNVO Consulting B.V.,17172308
Docflow B.V.,74293087
DOCS International B.V.,30161853
Documentation Generation B.V.,34133016
Doedijns B.V.,34139835
Döhler Holland B.V.,20033050
Dole Europe B.V.,20139966
Dole Packaged Foods B.V.,78513499
Dollar Shave Club B.V.,69517525
Domino's Pizza Netherlands B.V.,18048127
Domino's Pizza Overseas Franchising B.V.,34270574
Dong-I.T. B.V.,55184391
DOOR architecten,62078844
Doral Hydrogen Europe B.V.,90606019
Dorf Ketal B.V.,20131276
Dornan Engineering Limited,60572663
Dosign Engineering B.V.,24157016
Dosign International B.V.,63718219
DOT Robot B.V.,70144583
DoubleDividend Management B.V.,30199843
Doublepress Products B.V.,05038676
Dow Benelux B.V.,24104547
Dow Europe Holding B.V.,21018156
Downstream Amsterdam B.V.,56480296
Dozon B.V.,09058380
DP World Inland B.V.,24171394
DP World Logistics Europe B.V.,75781735
DP World Logistics Netherlands B.V.,08020381
DP6 architectuurstudio B.V.,50592947
DPA Engineering,51255006
DPA Legal B.V.,32118148
dpdk,27243574
DPG Media B.V.,34172906
DPG Media Digital B.V.,17111121
DPI Animation House B.V.,27171527
DPM Services B.V.,86219383
DPO Consultancy B.V.,69197059
DPP B.V.,51994305
DPR Construction B.V.,70522995
DPS Engineering (Netherlands) B.V.,28078815
DQ&A Group B.V.,52850404
DQ&A Nederland B.V.,27293855
Dr Martens Airwair Netherlands B.V.,60235616
Dr. Lange Nederland B.V.,11021301
Dr. Oetker Nederland B.V.,30125535
Dr. Reddy's Research and Development B.V.,28075073
Draka Comteq Fibre B.V.,17129697
Drake & Farrell B.V.,53478509
Dream Broker B.V.,68154941
Dream Chip Technologies B.V.,74318535
Dredge Yard B.V.,53338103
Dredging and Contracting Rotterdam B.V.,34062952
Drees & Sommer Netherlands B.V.,34107839
Drie Sterren Infra B.V.,70041342
Drieam B.V.,74263544
Driessen Catering Equipment B.V.,37041368
Driessen Overheid B.V.,17106428
DRIFT,60395575
Drillster B.V.,34245954
Driscoll's of Europe B.V.,20124631
Driving the Vortex B.V.,27366561
DRN B.V.,50791125
DROM,68637586
Drukkerij C.V.,89239040
Drukwerkdeal.nl B.V.,08119373
DRW Europe Derivatives B.V.,72007443
DS landschapsarchitecten,34303902
DS People B.V.,63134462
DS Smith Packaging Nederland Locatie Eerbeek,08046917
DSG diensten B.V.,30232830
DSM NL Services B.V.,14028072
DSPA B.V.,62109413
DSV Air & Sea Nederland B.V.,34065452
DSV Lead Logistics B.V.,75533308
DSV Road B.V.,12015337
DSV Road Holding N.V.,12018468
DSV Solutions Nederland B.V.,20147137
DTEK ENERGY B.V.,34334895
DTEK GRIDS B.V.,73362417
DTEK GROUP B.V.,59950293
DTEK OIL&GAS B.V.,34284942
DTEK RENEWABLES FINANCE B.V.,34389118
DTEK RENEWABLES INTERNATIONAL B.V.,82760977
DTEK RENEWABLES UKRAINE B.V.,58729011
DTN Europe B.V.,09058993
DTN International B.V.,91705975
DTN Netherlands B.V.,11026920
dtnext B.V.,78015413
DTS B.V.,66726824
DTS Expat B.V.,61019208
DTT Gaming B.V.,77768043
DTT Multimedia B.V.,65717058
Dual Inventive Holding B.V.,18086917
DUCARES B.V.,30230493
DuckDuckGoose B.V.,80296297
Dufry Business Services B.V.,70831084
Dufry Financial Services B.V,60704993
Duiker Combustion Engineers B.V.,27220515
Duin Consult HRM VOF,56990723
Dumela B.V.,70581630
Dümmen Orange The Netherlands B.V.,24170071
Dun & Bradstreet B.V.,24047019
Dunlop International Europe Limited,23060941
Dunlop Protective Footwear B.V.,38018377
DUPI Underwriting Agencies Amsterdam B.V.,30136556
Dura Vermeer Infra Landelijke Projecten B.V.,34084789
Dura Vermeer Infra Regionale Projecten B.V.,34196257
Duracell Netherlands B.V.,63089726
Durapower Technology Group B.V.,73778036
Dürüm Company NL B.V.,34363924
Dustin Netherlands B.V.,09078252
Dutch Accounting House,17163160
Dutch Analytics B.V.,66849381
Dutch Coding Company B.V.,69760500
Dutch Diagnostics B.V.,08058321
Dutch Drone Gods B.V.,89513029
Dutch Medical Food B.V.,78496950
Dutch Payroll Experts B.V.,59095369
Dutch Qargo B.V.,71111212
Dutch Real Estate Company Amsterdam B.V.,86638343
Dutch Recruitment Service B.V.,76705099
Dutch Related Services B.V.,73996025
Dutch Sino Business Promotions,65707516
DutCH2 B.V.,37123814
dutchfounders.fund B.V.,73154520
Dutchina Agro Tech Incubation Center B.V.,55328938
Dutchview information technology B.V.,53977599
Dutoit Europe B.V.,30135909
Duvak Automatisering B.V.,28058665
Duyfken Trading Knowledge B.V.,34182969
DVJ Insights B.V.,76249638
DWA B.V.,29029243
Dwarfs B.V.,66782805
Dwellworks Netherlands II B.V.,34157468
DX Technology Services and Investment B.V.,85006785
DXC Technology,33239071
DXC Technology,66332745
DycoTrade,57568308
Dyflex Polymers,23065185
Dyflexis B.V.,59584327
Dyme B.V.,71904387
Dymo Engineering Berlicum B.V.,17273542
DynaCommerce Holding B.V.,66421470
Dynamic Chiropractic B.V.,53973895
Dynamic Credit Management B.V.,62413481
Dynamic Credit Partners Europe B.V.,34249587
Dynamic Oasis B.V.,69331138
Dynamic People B.V.,34259692
Dynamic Visual Technologies B.V.,87551977
Dynata Europe B.V.,24326088
Dynatrace B.V.,33227492
DynaTron B.V.,62303538
Dyness Europe B.V.,81521944
Dyno-Chiptuningfiles.com,66390990
Dyson B.V.,34111070
Dyson Technology B.V.,80177565
DZM Data Solution B.V.,27280351
