Organisation,KVK number
KEB Hana Bank,33157495
Keba Europe B.V.,65293762
Keen design B.V.,65211820
Keenondots B.V.,08103285
Keesing Media Group B.V.,34194861
Keesing Reference Systems B.V.,33230429
Keijzer Drijer Priester & van der Stoel,24256809
Kellogg Brown & Root Services B.V.,28094533
Kelly Managed Services (Nederland) B.V.,27268082
KEMA B.V.,73117455
KEMBIT Operations B.V.,54390362
Kemira Rotterdam B.V.,24188834
Kemppi Benelux B.V.,20075273
Kendrion N.V.,30113646
Kenes Education B.V.,52475557
Kenners B.V.,64792447
kentivo,56442661
Kenya Airways,56020864
Kenz-Figee Group B.V.,54136288
KERN Engineers B.V.,81776896
Kernel B.V.,09079999
Kerridge Commercial Systems (KNV) B.V.,17193022
Kerry (NL) B.V.,33284663
Kerry Logistics (Netherlands) B.V.,04078209
Kersten Beheer en Onderhoud B.V.,09099095
Ketel One Worldwide B.V.,34294626
Keter Benelux B.V.,18077759
Ketjen Netherlands B.V.,32073705
Keukencentrum Mandemakers B.V.,18046959
Keva Europe B.V.,74520385
Kewpie Trading Europe B.V.,33216470
Kewpie-Egg World Trading Europe B.V.,61459941
Key Quantum International B.V.,75032198
Key Technology B.V.,11026956
KeyGames Network B.V.,14077784
Keylane B.V.,30210139
Keylane Life and Pension B.V.,87940469
KeyOn B.V.,17217235
Keysight Technologies Netherlands B.V.,58724265
Keysight Technologies Netherlands Riscure B.V.,27287509
Keystone Europe B.V.,50154397
Keywords Studios Netherlands B.V.,73975338
KFC Holdings B.V.,33237420
KG Mobility Europe Parts Center B.V.,20128617
KG Steel Europe Branch,91290740
KGS Diamond Holding B.V.,08021376
KH Chemicals B.V.,63421194
KH Engineering B.V.,24352575
KHAN Automotive B.V.,67256503
Khanna & Reidinga B.V.,53752155
Khizar Tandoori B.V.,67798357
Khondrion B.V.,61317225
Kia Nederland B.V.,34333868
Kiadis Pharma Netherlands B.V.,02100795
Kibun Europe B.V.,70983593
KIC InnoEnergy S.E.,51418886
KidKraft Netherlands B.V.,24450211
Kids2 Europe B.V.,60337311
Kieskeurig B.V.,68555741
KiesProduct B.V.,59260831
Kikkoman Foods Europe B.V.,02333360
Kiltoprak Financiers N.V.,52561259
Kiltoprak Trust Company N.V.,67549608
Kimberly-Clark B.V.,09093177
kimkim B.V.,74171569
Kimman Process Solutions B.V.,24265707
Kimono Lounge B.V.,32138988
Kimtec International B.V.,24303185
Kinaxis Europe B.V.,54540623
Kinderdagverblijf Sam & Kids B.V.,61991554
Kinderopvang Knotwilg B.V.,77470826
Kinesso B.V.,33273758
KINETI B.V.,69124809
Kinetron,18026551
Kingdom Culture Communication,76279111
Kingspan B.V.,11014334
Kingspan Insulation B.V.,11053542
Kingspan Light + Air Production NL B.V.,16059145
Kinkelder B.V.,09030704
Kinly Benelux,20093227
Kintetsu World Express (Benelux) B.V.,34072948
Kintetsu World Express (EA) B.V.,34241688
KINTO Europe B.V.,65760085
Kiremko B.V.,30087348
Kirloskar Pompen B.V.,34301519
Kisters Nederland B.V.,58545042
Kistos NL2 B.V.,63654954
Kisuma Chemicals B.V.,02061424
Kisuma Euro B.V.,02061423
Kiswire Neptune Hyrope B.V.,65397924
Kitchen on a Mission B.V.,34090081
Kite Pharma EU B.V.,61068225
Kiwa Assurance B.V.,23059445
Kiwa Dare B.V.,30138675
Kiwa KOAC B.V.,08116066
Kiwa N.V.,27039108
Kiwa Nederland B.V.,08090048
Kiwa NL Holding B.V.,08105943
Kiwa Services B.V.,23040253
Kiwi.com NL B.V.,85622214
Klarna B.V.,50315250
Klarrio B.V.,69097194
KlaverOmega B.V.,28103468
Klein Nederland Trading B.V.,72036028
Klever Mobility NL B.V.,64742172
Kleyn Group B.V.,11032895
KLG Europe Venlo B.V.,12017610
Klikkie B.V.,68840853
Klimhal Amsterdam B.V.,34229447
Kling Biotherapeutics B.V.,81812256
Klippa App B.V.,74785834
KLK Kolb Specialties B.V.,06005765
Klook Travel Technology B.V.,71097937
Kloosterboer Delta Terminal B.V.,22040876
Klue Labs Netherlands,77995562
Klup B.V.,65923685
Kluwer Law International,27152618
KM Trading B.V.,34252638
KMG International N.V.,24297754
KMNL Lodestar Shipping B.V.,34315904
KMS B.V.,34112710
KMWE Precision B.V.,17054389
Knab N.V.,30100799
Knauf B.V.,30051670
KNAV Netherlands B.V.,73269921
KNAW,54667089
KNCV Koninklijke Nederlandse Centrale Vereniging tot Bestrijding der Tuberculose,40408837
Kneppelhout & Korthals N.V.,24415637
KNMI (Koninklijk Nederlands Meteorologisch Instituut),30276595
KnoDTec solutions B.V.,87339048
Knoell NL B.V.,30238674
"KnowBe4 NL, B.V.",70341648
Knowledge Expert B.V.,85051233
Knowledge Values B.V.,18071587
KNOX IP B.V.,30061502
KNVB,40478591
Koalitix Technology B.V.,84987715
Koan Group B.V.,75354632
Kobelco Construction Machinery Europe B.V.,58071792
Kobelco Welding of Europe B.V.,14050072
KOC Vleeswaren,27094573
Koeleman accountants & belastingadviseurs B.V.,28099585
Koenig Solutions B.V.,80597084
Koike Europe B.V.,35023642
KoinWorx B.V.,69885397
Kok Experience Harderwijk B.V.,39079721
Koks Group B.V.,37129526
KOMIPO Europe B.V.,75645297
KOMM Professionals B.V.,84654635
Komori International (Europe) B.V.,30086624
Kompros C.V.,89520858
Kone B.V.,27075288
Konecranes B.V.,36048659
Konecranes Software B.V.,27197330
Kongsberg Maritime Netherlands B.V.,02053188
Koni B.V.,23012798
Konica Minolta Business Solutions Europe,30228605
Konica Minolta Sensing Europe B.V.,30211392
Koning & Hartman B.V.,34222312
Koninklijk Concertgebouworkest,41199917
Koninklijk Instituut voor de Tropen,33185213
Koninklijke Ahold Delhaize N.V.,35000363
Koninklijke Bam Groep N.V.,30058019
Koninklijke Boon Edam International B.V.,37094070
Koninklijke Brill B.V.,28000012
Koninklijke Bunge B.V.,24020546
Koninklijke Douwe Egberts B.V.,01045536
Koninklijke DSM N.V.,14022069
Koninklijke Euroma B.V.,08027912
Koninklijke Fabriek Inventum B.V.,30001132
Koninklijke FrieslandCampina N.V.,11057544
Koninklijke Gazelle N.V.,09165859
Koninklijke HaskoningDHV Groep B.V.,55525474
Koninklijke Jumbo B.V.,33004934
Koninklijke Luchtvaart Maatschappij N.V.,33014286
Koninklijke Mosa B.V.,14600086
Koninklijke Nederlandse Atletiek Unie,40342383
Koninklijke Nederlandse Cricket Bond,40409790
Koninklijke Nederlandse Gymnastiek Unie,08081494
Koninklijke Nedschroef Holding B.V.,17015537
Koninklijke Philips N.V.,17001910
Koninklijke Sanders B.V.,28000165
Koninklijke Talens B.V.,08006261
Koninklijke Van Twist B.V.,23022060
Koninklijke Verkade N.V.,35000477
Koninklijke Vezet B.V.,37028754
Koninklijke VIV Buisman B.V.,01047742
Koninklijke Vopak N.V.,24295332
Konnektus B.V.,30288396
Konnektus Support B.V.,65748204
Koopman International B.V.,33217959
Koopmans Meel B.V.,01057569
Kopano B.V.,65860012
Koplus B.V.,52746801
Koppert B.V.,27216926
KopShop B.V.,66873452
Körber Supply Chain NL B.V.,61904783
KORE Wireless Nederland B.V.,52861791
"Korea Trade Center, Amsterdam",
Korean Air,33137655
Korean Register B.V. i.o.,63305682
Korn Ferry (NL) B.V.,33282348
Korn Ferry Advisory (NL) B.V.,30096468
korth tielens architecten B.V.,34319200
Kossmanndejong,34302840
Kovax Europe B.V.,06079188
KOWEPO Europe B.V.,82131481
Koyanagi Worldwide B.V.,73525731
Koyanagi Worldwide Ltd,34126203
Kozuki Holding B.V.,33293596
KPI OceanConnect B.V.,62106201
KPIC Netherlands B.V.,34191480
KPIT Technologies Netherlands B.V.,54907144
KPMG Staffing & Facility Services B.V.,34153861
KPN,27124701
KPS Netherlands Management B.V.,72606428
Kraaijeveld Coppus Koelewijn Accountants & Advisors B.V.,80960146
Kraaijeveld Coppus Legal B.V.,34298595
Kraaijvanger B.V.,24121125
Kraft Europe B.V.,87172852
Kraft Heinz Amsterdam B.V.,73114154
KRAFTON EUROPE B.V.,70134227
Krakatau B.V.,68953410
Kramer EMEA B.V.,85456993
Kramp Groep B.V.,09219396
Kranendonk Industrial Services B.V.,11055437
Kras Recycling B.V.,36034879
Kraton Chemical B.V.,32045469
Kraton Polymers Nederland B.V.,24294675
Krauthammer International Netherlands B.V.,28086930
Kreatech Biotechnology B.V.,34156374
KRG Asian-Food B.V.,24305424
KrishTech B.V.,74306634
Kriya Materials B.V.,14091624
KRK Wonen B.V.,72997303
KROHNE Altometer,23039351
Krohne Nederland B.V.,23086943
KROHNE New Technologies,24395284
Krohne Oil & Gas B.V.,24328944
Kroll B.V.,34233980
Kronos Systems B.V.,30139187
Kroog Logistics B.V.,74642596
Kropman Installatietechniek B.V.,09204509
Krosakiharima Europe B.V.,34352309
Kruitbosch Zwolle B.V.,05014212
Kryha B.V.,70126038
KrypC Technologies Europe B.V.,69531285
KS Industries B.V.,23086991
KSZ Transport B.V.,61523925
KTM Sportmotorcycle Nederland B.V.,09123190
KubeLab B.V.,83442839
Kubik B.V.,34131989
Kubo Greenhouse Projects,27273563
KUBO Smart Growing B.V.,62075837
Kubota Holdings Europe B.V.,69240450
Kubus B.V.,17076900
Kuehne + Nagel Logistics B.V.,16024021
Kuehne + Nagel N.V.,24116891
Kühne + Heitz Holland B.V.,24284003
Kuhn-Geldrop B.V.,17003863
Kuijpers Beveiligingssystemen B.V.,17156496
Kuijpers PHF Services B.V.,72161701
"KuiperCompagnons Ruimtelijke Ordening, Stedenbouw, Architectuur, Landschap",24118236
Kuipers Food Processing Machinery B.V.,30112230
Kula Staffing & Consulting B.V.,32107752
Kulicke & Soffa Liteq B.V.,54084717
Kulicke & Soffa Netherlands B.V.,17078573
KumbaK Personnel B.V.,30182134
"Kumho P&B Chemicals, Inc",73137693
Kunstgebit Zorg B.V.,82426775
Kunstgebit Zorgcentrum B.V.,58235701
Kupan B.V.,09035138
Kupol Ventures Limited,62318365
Kureha Europe,32065765
Kuriyama Europe Coöperatief U.A.,63332531
KUSAUTO EUROPE B.V.,66364043
Kuwait Petroleum (Nederland) B.V.,24025263
Kuwait Petroleum Europe B.V.,24148084
KV Enterprises B.V.,24351012
KV-Delicatessen,23051922
KVE Composites B.V.,27239456
KVE Composites Repair B.V.,27185151
Kverneland Group Europe,34104313
Kverneland Group Mechatronics B.V.,34167591
Kverneland Group Nieuw-Vennep B.V.,34035332
Kwiik B.V.,30119730
Kwik-Fit,08017845
KWR Water B.V.,27279653
KWS VEGETABLES B.V.,74812785
KyALIBER B.V.,17214960
Kynamic Europe B.V.,86257161
Kyndryl Nederland B.V.,81589689
KYOCERA Document Solutions Europe B.V.,34070221
Kyokuyo Europe B.V.,34254987
Kyos Energy Consulting B.V.,34309913
KZA B.V.,32117799
