Organisation,KVK number
FixedToday B.V.,11047341
Fixico B.V.,58322752
Fizyr,60552735
Flagship Advisory Partners B.V.,78449499
Flagship Amsterdam B.V.,74390767
Flamco B.V.,29010189
Flame Spray Technologies B.V.,09166683
Flamingo´s Plaza B.V.,01166716
flatex DEGIRO Bank Dutch Branch,82510245
Flavourtech B.V.,86423134
FleetCor Technologieën B.V.,09094215
Fleetin B.V.,89574710
FleuraMetz B.V.,34073465
Flevo Berry Breeding B.V.,63735210
Flexbrain Detachering Publieke Sector B.V.,59640332
Flexellon B.V.,08226745
Flexhub B.V.,18072838
Flexible Human Services,53272447
Flexible Optical B.V.,27193416
Flexible Packaging Combination B.V.,33260875
FlexiiDrive B.V.,69954283
Flexn B.V.,84296828
Flexous B.V.,56220987
Flexous Mechanisms B.V.,67343295
Flexport Customs B.V.,80033970
Flexport Group B.V.,64391043
Flexport International B.V.,80033946
FlexService Solutions B.V.,28090507
Flextronics Logistics B.V.,12038111
Flexxy B.V.,73969559
Flight Centre Travel Group (Netherlands) B.V.,34320444
Flinndal B.V.,34195553
Flirt Design & Communication,66285550
Flitsmeister B.V.,55408567
FlixBus B.V.,64024989
Flo Consulting B.V.,77149491
Flo Health NL B.V.,81264682
Floating Market B.V.,52265528
FloodTags B.V.,90635450
Flora Food Global Principal B.V.,63649292
Flora Food Netherlands B.V.,63645882
Flora Food R&D B.V.,63650118
Florencius B.V.,30220826
Florentin B.V.,58171673
Floricultura B.V.,34061322
Floryn B.V.,65970276
Flow Traders B.V.,33223268
FlowBeams B.V.,84094923
Flowid Products B.V.,56555881
Flowserve B.V.,20052878
Floyd Davis Finance B.V.,24306935
Fluence Energy B.V.,85674451
Fluiconnecto Holdings,24428177
Fluidigm Europe B.V.,27264567
Fluido Oy,80799140
Fluke Europe B.V.,17077812
Fluor B.V.,34023348
Fluor Consultants B.V.,20070184
Flutterwave Netherlands B.V.,88023192
Flux Groep B.V.,51516616
Flux Landscape Architecture B.V.,75223295
Flying Fish Water Mobility B.V.,76707563
Flynth Audit B.V.,09063021
FLYR Netherlands B.V.,83708316
Flytxt B.V.,34082857
FM Group Human Resources B.V.,80057640
FM Insurance Company Ltd.The Netherlands Branch,34313287
FM Insurance Europe S.A.,68307438
FM Plastics B.V.,01064735
FMC Separation Systems B.V.,09090976
FMI HTS Eindhoven B.V.,77363604
FM's Dienstverlening B.V.,70753229
fnCyber Security Consulting Services B.V.,90184106
FNsteel B.V.,23093135
Focus B.V.,75107058
Focus Engineering B.V.,56972954
Focus Enterprise Solutions B.V.,85577448
Focus IT People B.V.,67663931
Focus Orange Technology B.V.,61307068
FocusCura B.V.,30206773
FOCUS-ON V.O.F.,74863223
Foekens Papier,34097050
FOH Europe B.V.,87508605
Fokker Elmo B.V.,84469331
Fokker Elmo Holding B.V.,52127699
Fokker Services B.V.,20083483
Foldam Staalbouw B.V.,24342031
Folding Boxboard Eerbeek B.V.,08038270
Follow this,62049933
Fonq.nl B.V.,30193631
Fontem Ventures B.V.,56714955
Fonterra (Europe) Coöperatie U.A.,50122541
Fonterra Europe Manufacturing B.V.,57438048
Fontys Hogescholen,41097718
Foodcase International B.V.,55047599
Foodmate B.V.,24402765
FoodQloud B.V.,76517993
FoodVentures B.V.,51414392
Foot Locker Europe B.V.,23067735
Forbest Image B.V.,60254378
Forbo Flooring B.V.,35000233
Forbon Technology Netherlands B.V.,63585685
Forcare Holding B.V.,30213084
Force Field Productions B.V.,34247648
ForceWeb B.V.,64335763
Forcyd Managed Review B.V.,75018551
Ford Nederland B.V.,33042480
Forehand Electronic Extensions B.V.,24182857
Forescout Technologies B.V.,08214012
Foreside B.V.,77761316
ForestEffect Management B.V.,66867142
Forever Direct E.U. B.V.,24434826
Forexx Group B.V.,66077478
Fork and Grate Payroll Services B.V.,66853826
Form International B.V.,05050630
Forma Property Advisory Services B.V.,66050111
"Formax, Inc.",34069454
Formitable B.V.,67619665
Formorrow B.V.,31047845
Fornova B.V.,65286073
forpeople B.V.,72627794
Forrester Research B.V.,33298093
Forseti,27247356
Fortaegis Technologies B.V.,91340500
Fortanix B.V.,75812517
Fortinet B.V.,32156993
Fortissimo Holding B.V.,22040924
Fortna Europe B.V.,69615101
Fortna Service B.V.,30184960
Fortrea Netherlands B.V.,88689824
Fortrum B.V.,69541000
Fortum Holding B.V.,24248582
Forus Operations B.V.,82536775
Forvis Mazars N.V.,24389296
Forward AM Technologies Netherlands B.V.,62066420
foryouandyourcustomers Amsterdam B.V.,56891008
Forza IT Group B.V.,32126735
Forza Refurbished B.V.,63330164
Foseco Nederland B.V.,09087414
Fossil Europe B.V.,33247795
Founda Health B.V.,76708829
FoundersBuddy B.V.,71796371
FOUNT B.V.,61547166
Fountainhead International B.V.,66741246
Four Seasons Hotels and Resorts B.V.,59214198
Four Seasons Quality B.V.,34206129
Four Winds K9 B.V.,68501927
Fource Holding B.V.,24378552
FourCo IT Services Benelux B.V.,72589795
Fourict B.V.,27333447
FourKites B.V.,75960729
Fourthline,58905413
FourVision HR Plus Sales B.V.,50356313
FOX Global Logistics B.V.,34274781
Foxess Netherlands B.V.,78484626
Fox-IT,27301624
FPE Advisory B.V.,58355103
FPS Investments B.V.,85711101
FPT Software Netherlands B.V.,86070401
FPX Solutions B.V.,75460335
FRABA B.V.,14106278
Fractal Analytics Netherland B.V.,69252696
Frade B.V.,34210452
Framer B.V.,59920637
Frames Energy Systems B.V.,28062277
Framo Nederland B.V.,24221503
Frank Energie B.V.,77767799
Frank Recruitment Group Netherlands B.V.,72316772
Frankort & Koning B.V.,12022596
Frank's International Coöperatief U.A.,58244115
Franx B.V.,67283101
Fratello Watches B.V.,72188162
Fraud Dynamics B.V.,58426833
Fraudio B.V.,75495538
Fredhopper B.V.,34119121
Free Engineering B.V.,20090202
FREE NOW Netherlands B.V.,88464334
Freeday B.V.,80204589
Freetime Company B.V.,08154831
Freezitt,12059706
Freightlive B.V.,53328175
Frencken Engineering B.V.,17095980
Frencken Mechatronics B.V.,17085349
Fresenius Medical Care Nederland B.V.,16054002
Fresh Dynamics B.V.,30247256
Fresh Forward Breeding,09153813
Fresh Tandartsen Holding B.V.,61786373
Fresh Trading Manufacturing B.V.,73776947
Fresh Trading Supply B.V.,73114944
Fresh Unieke Mondzorg B.V.,67343775
FreshBooks Netherlands B.V.,76252965
Freshfields Bruckhaus Deringer,34368197
Freshstream Netherlands B.V.,83775285
Freshworks Technologies B.V.,73582166
Freudenberg Performance Materials B.V.,09008666
Friendly Business Centre B.V.,24288466
"Friends of The Earth International, International Secretariat",40535338
Friesian Farm B.V.,64361594
FrieslandCampina Nederland B.V.,01070163
Friss fraudebestrijding B.V.,30217641
Frisse Blikken ondernemen met talent B.V.,52694712
Frits van Dongen Architecten en Planners B.V.,72634154
FRMWRK B.V.,24304186
Froconsur B.V.,01076844
Frontclear Management B.V.,60351489
Frontier Finance Solutions B.V.,63401959
FrontValue B.V.,85985228
Fruitone Europe,56993137
FS NL Hilton Rotterdam OpCo 19 B.V.,70615691
F-Secure B.V.,85817481
FST Technology B.V.,81557280
ftrprf B.V.,71873112
Fugro Innovation & Technology B.V.,34048179
Fugro Marine Services B.V.,28049309
Fugro N.V.,27120091
Fugro Netherlands Marine B.V.,27114149
Fugro NL Land B.V.,27114147
Fugro NL Services B.V.,09070547
Fugro Survey B.V.,34070322
Fuji Europe Africa B.V.,72062010
Fuji Logistics Europe B.V.,34089689
Fuji Seal B.V.,50450093
Fuji Seal Europe B.V.,17033461
Fuji Seal International the Netherlands Branch,60919418
Fuji Trading (Marine) B.V.,24123464
Fuji Transport Systems (Rotterdam) B.V.,68879377
FUJIFILM Europe B.V.,18084920
FUJIFILM Healthcare Nederland B.V.,29047105
FUJIFILM Manufacturing Europe B.V.,18025280
FUJIFILM SonoSite B.V.,34235932
Fujipoly Europe B.V.,91968224
FUJITRANS (EUROPE) B.V.,34142517
Fujitsu Components Europe B.V.,33281312
Fujitsu Technology Solutions B.V.,30089204
FUL Foods B.V.,77357558
Fulfilment Solutions B.V.,53521307
Full Circle Group Holding B.V.,82678499
Full4C,86677799
Fulpra Motors B.V.,77250877
Function Control Research B.V.,02044307
Functional Nutrition (EU) B.V.,82413053
Funda Real Estate B.V.,34242436
Fung Payments B.V.,85548413
FunXtion International B.V.,57141762
Furore Informatica B.V.,35026537
Furukawa Rock Drill Europe B.V.,30149889
FURUNO EUROPE B.V.,24392767
Fusion Engineering Technologies B.V.,70188289
Fusion Trade Netherlands B.V.,34270912
Fusite B.V.,06027114
Future Cleaning Technologies B.V.,17170863
Future Port B.V.,70851468
Future Sailors B.V.,89035089
futurefactor Ltd.,34392490
FutureWater,09129725
Futurewhiz B.V.,32144948
Fuze Europe B.V.,57702950
Fyffes,24079630
Fyndr B.V.,77878779
FysioHolland B.V.,30165675
Fysiotherapie De Rietlanden B.V.,01135925
Fysiotherapie Osdorp,53965019
Fysiotherapie Weerdsingel West,30275087
Fysiowereld,62806149
