Organisation,KVK number
PCS Wireless NL Coöperatief U.A.,57921180
PD personeel Alkmaar,37098058
PDM Industrial Excellence Manufacturing Solutions B.V.,14108632
PD-value B.V.,60978082
Peak Accountancy Services B.V.,51196948
Peak Payroll Services B.V.,51196689
Peaks B.V.,68262620
Pearl Abyss Europe B.V.,69433127
Pearl Music Europe,34170535
Pebble,76968634
Pectcof B.V.,54989906
Peek Traffic B.V.,80565441
PeelPioneers B.V.,68244673
PEF Technologies B.V.,70698899
Pegamento B.V.,32106184
Pegasus Netherlands B.V.,70951853
Pegasystems B.V.,34301840
Peinemann Mobilift Groep B.V.,24175469
Peloton E.U.B.V.,34182884
Pelt & Hooykaas B.V.,24035786
Penfield Digital B.V.,72803916
Penn Color International B.V.,16066788
Penske Logistics Support Services B.V.,18112825
Pentair Water Process Technology B.V.,06059584
Pentanova Conveyor Systems Nederland B.V.,34161558
PenTips B.V.,86809105
PEO B.V.,34107894
People 2.0 Backoffice Services Netherlands B.V.,59294353
People 2.0 Payrolling Netherlands B.V.,76405591
People InTouch B.V.,34211513
Pepe Jeans Europe B.V.,33272219
PepsiCo Nederland B.V.,30098485
Pera People Science B.V.,68983298
Peralex B.V.,89701666
Perceptyx B.V.,71636420
Perciv B.V.,87714019
perClass B.V.,69285543
Peregrion B.V.,87036541
Perfact Match B.V.,14085666
Perfect World Europe B.V.,24484242
PerfectCall B.V.,33287824
PerfectFlex B.V.,72485450
Perfetti Van Melle Services B.V.,24251596
Perflexi B.V.,60234806
Performance Rotors B.V.,81650949
Periplus Resources B.V.,37114422
Pernod Ricard Nederland B.V.,18047333
Perpetual Next B.V.,75197766
Perseuss B.V.,34356955
Persistent Systems Limited,24417793
Personeel Specialisten I B.V.,09155986
Personio SE & Co. KG,87101416
Personly B.V.,83516220
Persorent Infra B.V.,57316279
PESCHECK B.V.,70886393
Petersburg Consultants B.V.,11042477
PETROBRAS GLOBAL TRADING B.V.,52606171
PETROBRAS NETHERLANDS B.V.,24320769
PetroChina International (Netherlands) Company B.V.,75285290
Petrodec B.V.,73693235
Petrogas E&P Netherlands B.V.,27114238
Petrogas International E&P Coöperatief U.A.,61266620
PETRONAS Carigali International E&P B.V.,57396078
Petrotechnical Data Systems B.V.,27146868
Peute Papierrecycling B.V.,23075589
Peute Recycling B.V.,24284703
PF Concept International Coöperatief U.A.,66581303
PFC Administraties Zwanenburg,34196414
Pfizer B.V.,34087728
Pfizer Export B.V.,66254302
PFSCM NL,88429288
PG Services B.V.,66972396
PG Zorgholding B.V.,27321677
PGGM N.V.,30228472
PGI Nonwovens B.V.,16020978
Phaidon International (Netherlands) B.V.,87148285
Pharmaceutical Design B.V.,34376581
Pharmaceutical Research Associates Group B.V.,04031409
Pharmachemie B.V.,34016881
Pharmathen Global B.V.,67055400
Pharmeon B.V.,34127514
PharMerit Coöperatief U.A.,67251919
Pharmi B.V.,77981316
Pharming Group N.V.,28048592
Pharming Technologies B.V.,28078995
PharmSupport B.V.,56179146
Pharvaris Holdings B.V.,75910047
Pharvaris Netherlands B.V.,75914441
Phase to Phase B.V.,09117001
PHC Europe B.V.,20060778
PHD Industry B.V.,65961951
Phenom People Netherlands B.V.,74541714
Phenospex B.V.,54212677
Phil Ok Consulting B.V.,59896442
Philanthropy Support B.V.,84609265
Philip Morris Investments B.V.,33137330
Philips Consumer Lifestyle B.V.,17066875
Philips Electronics Nederland B.V.,17008551
Philips International B.V.,17047664
Philips Medical Systems Nederland B.V.,17060498
Philips Nederland B.V.,17039420
Philips Oral Healthcare B.V.,83042091
Phitech Bioinformatics B.V.,93859120
PhiX B.V.,68355793
Phoenix ME (Netherlands) Ltd,91066204
Photanol B.V.,34293866
Photonfirst Production & Packaging B.V.,59887605
PhotonFirst Technologies B.V.,34258514
PHOTONIS Netherlands B.V.,01152556
Photopia ICT B.V.,71682252
Photosynthetic B.V.,71575529
Phycom B.V.,09193250
PHYSEE Group B.V.,61486183
PI Benelux B.V.,17071697
Piano's Maene Nederland B.V.,37059323
Picarro B.V.,51441799
Picasse Internet & Mobile B.V.,34240044
Picnic International B.V.,61510084
Picnic Technologies B.V.,68883471
PIDC Advanced Materials B.V.,63847736
Pie Medical Imaging,14626752
Piece of Magic B.V.,69096147
Pielkenrood Management B.V.,69672326
Piet Boon Studio B.V.,35017841
Piggy Netherlands B.V.,58334904
PINCH B.V.,52457559
Pindrop B.V.,32113552
Pinkerton Holding,27105449
PinkRoccade Local Government B.V.,27322975
PinnacleART Netherlands B.V.,71572422
Pinsent Masons Netherlands LLP,82365016
Pinterest Netherlands B.V.,77659457
Pipe Survey International C.V.,24342369
Piton Capital Investments Coöperatief B.A.,56607636
Pixelzebra B.V.,55570836
Pixery B.V.,91410576
"Plaid, B.V.",74716603
Plalloy MTD B.V.,14041908
PlanB Europe B.V.,60100095
Planet Payment Netherlands B.V.,33216013
Planet X FX B.V.,54565359
PLANETROMEO B.V.,34254182
Planlogic B.V.,11033102
PLANN ingenieurs B.V.,67378536
Planning & Service Ingenieurs,60977280
Planon BV,10145547
Planpulse B.V.,74493736
Plant Solutions Zuid-Oost B.V.,17237981
Plant-E B.V.,09206037
Planys B.V.,75035456
Plastic Recycling Amsterdam B.V.,72304359
Plat4mation B.V.,58858334
Plate Websites B.V.,61848271
Platform 161 Holding,34313166
Platinion B.V.,66185599
Plauti B.V.,60006048
Plaxis B.V.,24239980
Plaxonic Europe B.V.,84545062
Playable Platform B.V.,75919524
PLAYERUNKNOWN PRODUCTIONS B.V.,81656335
Playseats B.V.,09150630
Playtika Netherlands B.V.,90507525
PlayToTV Projects B.V.,57027080
Plaza Food B.V.,09143377
Please DNA B.V.,60996358
Please Flex B.V.,17155844
Please Nederland B.V.,17182348
Pliant B.V.,20147999
Plixxent B.V.,02318097
Plukon Blokker B.V.,36014431
Plukon Dedemsvaart B.V.,24128627
Plumerai B.V.,75337770
Plumery B.V.,88518620
Plus-IT Groep B.V.,02090504
PlusOne B.V.,70196427
Pluspetrol Resources Corporation B.V.,34149259
Pluxbox B.V.,82300372
Pluxcustoms,34299275
PLYGRND.CITY,52068374
PMI-TECH (EUROPE) B.V.,68173016
PNL Fintech B.V.,74178784
PNS Networks Netherlands,92189326
Pocket Sales B.V.,56932170
Podictive B.V.,51776901
PodiuMax B.V.,63460092
Podotherapie Van der Kaa B.V.,66230004
Poki B.V.,34263673
Polaroid Film B.V.,08182413
Polaroid International B.V.,59065982
Polaroid Therapeutics B.V.,84223308
Polarsteps,61821578
Police Dogs Centre Holland B.V.,17129883
Polimeks Real Estate Management B.V.,71588523
Polpharma Biologics Group B.V.,76391825
Polpharma Biologics Utrecht B.V.,58858466
Polpharma Group B.V.,33250246
Polproduct Netherlands B.V.,20162510
Polybouw Aluminium II B.V.,08092102
Polymer,02065148
Polymetcore Holding B.V.,88534073
"PolyOne S.à r.l., Netherlands branch",72287497
Polyscope Polymers B.V.,14089640
Pon Bicycle Holding B.V.,30174093
Pon Equipment B.V.,33200496
Pon Holdings B.V.,08017970
Pon IT B.V.,24227191
Pondera Consult B.V.,08156154
Ponthus B.V.,59094591
Pontis Engineering B.V.,53992873
Poort80 B.V.,34097962
POPAY NL B.V.,20140533
PopSockets Europe,66735963
PoriZma Consultancy B.V.,90011058
Port of Amsterdam,57398879
Portavita B.V.,34165029
Portbase B.V.,24338021
Portera B.V.,60752262
Porticus Amsterdam C.V.,51372665
Portwise B.V.,88047962
PortXchange Products B.V.,72868007
Posad B.V.,60387556
PosadMaxwan,73526967
PostNL Holding B.V.,27168507
Postoffice Amsterdam,33170795
Powall Holding B.V.,62101951
POWARE Automation B.V.,32111608
POWARE Industrial Automation B.V.,57142467
Power Research Electronics B.V.,20047761
Power2X Services B.V.,80490522
PowerCubes B.V.,84079371
Powerdobs B.V.,74738097
Powerhouse Company Consultancy & Engineering B.V.,61798479
Powerhouse Company International B.V.,24482394
Power-Packer Europa B.V.,06060890
PowerView Technology B.V.,17169057
Powin Netherlands B.V.,74191217
POYNTING B.V.,93908393
PPD (Netherlands) B.V.,24346310
PPF Telecom Group B.V.,59009187
PPG Coatings Europe B.V.,34182489
PPG Coatings Nederland B.V.,33130510
PPG Europe B.V.,11070818
PQ Silicas B.V.,33214819
PQR B.V.,30106075
PQShield B.V.,81767455
pr.co B.V.,34362319
Pragma Netherlands B.V.,67261701
Pragmatist B.V.,61701645
Praktijk Chiropractie Ede,09199673
Praktijk Chiropractie Hilversum B.V.,32052257
Praktijk Chiropractie Stegeman,73927902
Pratt & Whitney Military Netherlands B.V.,72901128
Pratt & Whitney Netherlands B.V.,67436676
Praxis Automation Technology B.V.,28045940
Praxis Works EU B.V.,86308092
PRé,32099599
Pré Pain B.V.,06075288
Premium Foods B.V.,68958986
Premium Inc. B.V.,09155930
Prepr B.V.,54506034
PressPage B.V.,30246191
Pressure Control Solutions B.V.,73807435
"Prestige Japan, inc.",69350604
PricewaterhouseCoopers Accountants N.V.,34180285
PricewaterhouseCoopers Advisory N.V.,34180287
PricewaterhouseCoopers B.V.,34180289
PricewaterhouseCoopers Belastingadviseurs N.V.,34180284
Pridis B.V.,62147641
Prime Dental Alliance B.V.,72138025
Prime Oil & Gas B.V.,34224579
Prime Technology Investment Management B.V.,34280744
Prime Vision B.V.,08068458
Primo Marine,24296958
Princes Foods B.V.,32045886
Print.com B.V.,69059500
Printiki B.V.,55036414
PRIOGEN Energy B.V.,34358534
Prionics Lelystad B.V.,39074495
Prior Technical Consultants B.V.,69261245
Prisma-IT B.V.,24336953
Priva B.V.,27218816
Privacy Company B.V.,63080052
PrivacyAgent B.V.,58796576
Private Client Resources B.V.,65776682
PRO Flexservices,17221694
Pro Liquid B.V.,64689425
Pro6com B.V.,24468967
Proactis B.V.,34175496
ProActive Software Nederland B.V.,34268115
Probability B.V.,60904577
Procentec B.V.,27165526
Process Design Center B.V.,20091733
Process Laboratories Netherlands (PROLAB NL) B.V.,09200757
Processia Solutions B.V.,17194795
Processionals Detachering B.V.,61894125
ProcessMinded B.V.,57453462
Procestechniek B.V.,73334537
Procornea Nederland B.V.,08040305
Procter & Gamble Nederland B.V.,24179403
ProctorExam B.V.,60386932
Procurement Tactics B.V.,88404544
ProdaftCyber B.V.,83813330
Prodalim Holland B.V.,73558990
Prodapt Consulting B.V.,27299725
Prodapt Solutions Private Limited,57680922
Prodim International B.V.,17149471
Prodrive Technologies B.V.,17105739
Prodrive Technologies Innovation Services B.V.,17105740
Prodrive Technologies N.E. B.V.,87012650
Prodrive Technologies Services B.V.,17141529
"Produce Services of America, Incorporated",22053805
ProductImpulse B.V.,60414464
Production Resource Group B.V.,30174417
ProductIP B.V.,09188071
Productpine B.V.,74515942
Prodware Nederland B.V.,17115658
Pro-face Europe B.V.,33275434
Profielnorm B.V.,52789578
Profinergy B.V.,54807018
Profit Point B.V.,87149915
Profitap HQ B.V.,62775197
Profity B.V.,08114303
Profoto B.V.,54398800
Profs4U B.V.,34329305
Profundo B.V.,55290833
Progress Projectmanagement and Engineering B.V.,34115110
Progressare B.V.,34227376
Project Services Netherlands B.V.,67511562
Project Support by UBecom B.V.,37139906
Project44 B.V.,81471068
Projectkwadraat B.V.,51593920
Prokino Kinderopvang,34162208
Proleit B.V.,08118295
Prolira B.V.,62355155
Prologis Management B.V.,34177191
PROLYTE B.V.,76200493
Promaton B.V.,68639902
Promedico Groep B.V.,30208051
Promise Technology Europe B.V.,16073469
Promo Bears,56843232
PromOcean The Netherlands B.V.,33230865
Promodomo B.V.,71992375
Pronova Laboratories B.V.,17126800
Proof of Condition Solutions B.V.,68650779
Proofpoint Netherlands B.V.,73735949
Properfect Restyling VOF,70884048
Propharma Group The Netherlands B.V.,28108787
Prophylaxis Participations B.V.,52614778
Proponent Netherlands B.V.,65975812
ProQR Therapeutics I B.V.,63634511
ProQR Therapeutics N.V.,54600790
Prosan International B.V.,09064218
ProSim Training Solutions B.V.,86848046
Prosus N.V.,34099856
Prosus Services B.V.,34122136
Protechnicon B.V.,17185942
PROTECT Services B.V.,29029628
Proteon Communication Builders B.V.,27238455
ProteoNic B.V.,27264246
Protestantse Theologische Universiteit (PThU),08205747
Prothya Biosolutions Netherlands B.V.,62999338
Protinhi B.V.,58544321
Protium Green Solutions B.V.,92079172
Protium.digital,62034049
Protiviti B.V.,34230558
Protix B.V.,34354937
Protobrand Netherlands,78175313
Proton Ventures B.V.,24321630
Proton Ventures Engineering B.V.,59080639
Prove Engineering B.V.,63478854
Provenance Exploration Consultancy B.V.,66499801
Prowareness WeOn Groep B.V.,50563440
Prowise R&D B.V.,52894061
Proxima B.V.,89830601
Proxima Beta Europe B.V.,78651980
Prust Holding B.V.,17057679
Prysmian Netherlands B.V.,58087850
PSP Projecten B.V.,81354762
PSV N.V.,17104199
Psybizz B.V.,62713787
PSY-ray International B.V.,59085010
PT Bank Negara Indonesia (Persero) Tbk,84983434
PT Theragnostic B.V.,59942568
PTTGC International (Netherlands) B.V.,54137381
PTTRNS Intelligence B.V.,65791703
PTW Benelux B.V.,24395334
Publitas.com B.V.,39096214
Pulitzer Amsterdam,33122074
PulseCath B.V.,34301198
Puma Energy International B.V.,33228534
Punch Powertrain PSA e-transmissions Nederland B.V.,17133684
Purac Biochem B.V.,23036930
Puragen B.V.,71183787
Pure Fishing Netherlands B.V.,20109958
Pure Services Lifting Solutions B.V.,66929482
Pure Storage Netherlands B.V.,57378169
PureAir Filtration B.V.,77505891
PureBlue Water B.V.,24435858
PureTerra Management Coöperatief U.A.,76379329
Purosil B.V.,74317911
Purple Cow Concepts B.V.,55546412
PUUR Klimaat Comfort B.V.,67333389
PUUR Mondzorg Emmen.,71310304
PVA Europe,63114909
PVH B.V.,27278835
PVH Brands Europe B.V.,34244870
PVH Europe B.V.,57563535
PVH International B.V.,34385004
PWNT Holding B.V.,62905910
PWR Pack International B.V.,18088914
PWT Bierens B.V.,18052467
PXL Chemicals B.V.,69302510
PYCOM LTD,64872998
Pylades,33187418
PYRAMID ANALYTICS B.V.,54054079
Pyrus B.V.,72979445
PYTES B.V.,77038568
Pyton Communication Services B.V.,24279396
PZEM Energy Company B.V.,30166277
PZEM N.V.,22031457
