Organisation,KVK number
VE Staal B.V.,54609208
VeBe Floorcoverings B.V.,05022291
Vecima Technology B.V.,71538887
Veco B.V.,08007802
Vecon Consultancy B.V.,90420578
Vecos Europe B.V.,17084983
Vectioneer B.V.,60374578
VectorY B.V.,78702593
Veeam Software B.V.,67514162
Veegeo B.V.,70305714
Veerkracht Sloop B.V.,67639542
Vegger B.V.,78071534
Vehant Technologies B.V.,77001931
Vekamaf Services B.V.,24186955
Vekoma Rides Engineering B.V.,12045769
Velocity Capital B.V.,32071954
Velocity Electronics,59685131
Velocity Fund Management B.V.,72751894
Velocity Global B.V.,72814209
Veluwe Mondzorg B.V.,08209891
Venco Nederland B.V.,51132710
Veneficus B.V.,51913615
Vente-Privee.com IT B.V.,66047331
Venti Capital B.V.,62648586
Ventilex B.V.,08043003
Ventolines B.V.,32128663
Ventura Systems C.V.,71056386
Venture Group B.V.,08167024
Venture IQ B.V.,63459043
VentureBuilders B.V.,54597862
VenturesOne B.V.,27142237
Venza Group B.V.,69125619
Veolia Water Technologies Techno Center Netherlands B.V.,14624792
VEON Amsterdam B.V.,34378904
VEON Central Procurement B.V.,68691467
VEON Holdings B.V.,34345993
VEON Ltd.,34374835
VEON Wholesale Services B.V.,54167000
Verasonics B.V.,74778633
Verathon Medical Europe B.V.,30127415
Verbruggen Palletizing Solutions B.V.,57373884
Verder Accountants B.V.,60967803
Verder International B.V.,30204158
Verder Liquids B.V.,30024315
Verenigde Pinkster- en Evangeliegemeenten,32146736
Vereniging Christelijk Voortgezet Onderwijs Rotterdam en omstreken,40342087
Vereniging Deltametropool,27187127
Vereniging Het 's-Gravenhaags Christelijk Gymnasium Sorghvliet,40408702
"Vereniging voor Energie, Milieu en Water",30147022
Verheijen-Smeets Architecten B.V.,12035194
Verhoeven Grondverzetmachines B.V.,17078717
Verifone Payments B.V.,34246766
Verimatrix Amsterdam B.V.,34392050
Veris Holding B.V.,57116083
Veritas Marine Inspections,76049493
Veritas Petroleum Services B.V.,58848754
Veriteer B.V.,75284677
Verizon Nederland B.V.,34199467
Verkada Netherlands B.V.,82522863
Verkerk Groep B.V.,68740883
Verloning.nl B.V.,51683245
Vermaat Servicekantoor B.V.,30131700
Vermeer International B.V.,22022618
Vermeer Manufacturing International Goes B.V.,71935347
Vermilion Energy Netherlands B.V.,34201179
Verra Mobility B.V,74026240
Versatec Energy B.V.,30125398
Versum Materials Netherlands B.V.,65849620
Versuni Group B.V.,81949154
Versuni Holding B.V.,77810716
Versuni Netherlands B.V.,78095549
Vertico B.V.,82332010
VertiDrive B.V.,24448205
Vertigo Studios B.V.,24446448
Vertigo Technologies,68666640
Verus Pharma B.V.,61325813
Verwater Group B.V.,24254446
Vesconite Bearings B.V.,69952795
Vesper B.V.,72497254
Vesta Terminals B.V.,53728726
Vestas Benelux B.V.,30151792
Veth Propulsion B.V.,23071521
Veylinx B.V.,64818322
VGI-Willems RVS Machinebouw B.V.,17070337
VHI Koudetechniek B.V.,16054913
VHP Security Paper B.V.,08042063
VI Technologies B.V.,63846683
VIA Outlets B.V.,76586537
ViaEurope B.V.,64860817
Vialis B.V.,34117661
Viaplay Group Netherlands B.V.,84541067
ViaSat Netherlands B.V.,66419956
Viaservice B.V.,27168771
ViaVac Vacuum Lifting,30130509
ViaVan Technologies B.V.,69169969
Viaware B.V.,57830037
Vibe Group Contracts B.V.,64057569
Vibes Technology B.V.,65463838
Vibrantz Color Solutions Europe B.V.,14055742
Vicarious Perception Technologies BV,34151114
Vice Benelux B.V.,34244797
ViCentra B.V.,57237662
ViCentra Manufacturing B.V.,68604084
Vici B.V.,20094288
VICO Therapeutics B.V.,75857448
Vicoma Rotterdam B.V.,24146781
Victor Holland B.V.,61525502
Victoria Amsterdam Hotel Operator B.V.,33245263
Victory Equestrian Sport B.V.,20053865
Victron Energy B.V.,39059013
Victron Solutions B.V.,39074846
Videojet Technologies B.V.,23081171
VieCuri Medisch Centrum voor Noord-Limburg,41063674
Vierkant Business B.V.,20104334
Viet Yam B.V.,66873231
ViewSonic Europe Limited,68037228
ViiV Healthcare B.V.,30269460
Vijverberg Management Consultants B.V.,24199609
ViKi Serv B.V.,65535103
Viking Life-Saving Equipment B.V.,23043879
Viking Office Europe B.V.,12066592
Viking Office International B.V.,12066591
Viktor & Rolf B.V.,34128921
Villa Parmentier B.V.,27367657
Villares Metals International B.V.,23034749
VIM B.V.,56279027
VIM Group Brand Implementation B.V.,59111941
VIMEC,17075873
VIMN Netherlands B.V.,33255367
Vinmar International B.V.,24281570
VINNO Technology NL B.V.,80804810
Vinted B.V.,64193632
Vintura B.V.,30142240
Vinturas B.V.,74313460
VION Food Nederland B.V.,16078870
VIRO Arnhem B.V.,06090013
VIRO Echt B.V.,06089929
VIRO Hengelo B.V.,06065592
VIRO Oss B.V.,17107905
VIRO Vlaardingen B.V.,08167810
ViroClinics Biosciences B.V.,24462693
Virology Education B.V.,30171841
VIRTU SECURE WEBSERVICES B.V.,06092246
Virtuagym B.V.,34296133
Virtual Forge Benelux B.V.,71746749
Virtual Sciences Solutions B.V.,30156697
Virtual Vaults Nederland B.V.,61213985
"Virtusa International, B.V.",34295390
Visa Europe (Netherlands) B.V.,34304949
Visa Service Desk Beheer B.V.,74421174
Viscon Plant Technology B.V.,23054213
Vish Psychiatrische Praktijk,59020776
ViSight B.V.,74924567
VisionBI B.V.,60893125
VisionLabs B.V.,69469830
Visionnav Robotics Europe B.V.,87261928
Visionplanner B.V.,30136344
Visionplatform.ai B.V.,90571797
VisionWillow B.V.,82025096
Visiopharm NL B.V.,82176779
Visma Connect,30217488
Visma Idella B.V.,39048695
Visma Raet B.V.,32097068
Visma Verzuim B.V.,74711016
Visma Youserve B.V.,75348799
Visscher Caravelle B.V.,05050626
Visser & Smit Hanab Installatie B.V.,23079181
Visser & Visser Audit en Assurance B.V.,24399626
Visser Projectservice B.V.,04058684
Vistaprint B.V.,12051083
Vistra Corporate Services B.V.,20061881
Vistra Employment (Netherlands) B.V.,67109365
VisualFabriq Revenue Management B.V.,57087156
VISUfarma B.V.,66220912
VitalFluid B.V.,61141208
VitalHealth Software B.V.,62296175
VitalHealth Software Holding B.V.,09156850
VitalProjects B.V.,62553429
VitalScientific B.V.,84455853
Vitens N.V.,05069581
Viterra B.V.,24138640
Vitestro B.V.,69461708
Vitestro Production B.V.,92397492
Vitol Netherlands Coöperatief U.A.,71845178
Vitol SA Rotterdam Branch,24170687
Vitreq B.V.,60972084
VitroScan B.V.,66882907
Vitrotem B.V.,76715221
Vivaltes B.V.,67342434
Vivar Ship Services B.V.,71929207
Vivera B.V.,61063827
Vivici B.V.,88737837
Vivid Money B.V.,78219159
Vivienne Court Trading Pty Ltd,74128256
Vivo Energy Investments B.V.,52500543
Vivo Energy Morocco Holdings B.V.,52987965
Vivo Energy Supply B.V.,73836257
Vivo Energy Uganda Holdings B.V.,53690923
Vivotek Netherlands B.V.,56064055
VL Flex B.V.,59262036
Vlastuin CDI B.V.,32171669
VleugelAutomation B.V.,74535137
Vlisco Netherlands B.V.,50751492
VLIT SERVICES B.V.,55854877
Vloto B.V.,67630367
VLUGP,34348954
VMI Holland B.V.,08013145
VML Netherlands B.V.,32092788
VMR Promotion B.V.,64766659
VMware Netherlands B.V.,30241275
VMX Architects B.V.,34330745
VNG International B.V.,27195046
VOC-Consultancy B.V.,30237444
Vodafone Libertel B.V.,14052264
VodafoneZiggo Employment B.V.,52444511
Voeg Snel B.V.,66281067
voestalpine Automotive Components Bunschoten B.V.,31010568
Voetbalzone B.V.,09169860
Vogelaar-Vredehof B.V.,22018955
Vogel's Products B.V.,17055312
VoipZeker B.V.,54462444
Volker Energy Solutions B.V.,62280716
Volker Wessels Telecom B.V.,24321042
Volksbank N.V.,16062338
Volkswagen International Finance N.V.,33148825
Volkswagen Pon Financial Services B.V.,20073305
Voltea B.V.,24332338
Voltiq B.V.,57500843
Volvo Car Nederland B.V.,14051974
Volvo Construction Equipment B.V.,29046290
Volvo Group The Netherlands B.V.,29034670
Vonk EUA B.V.,66831180
VONQ B.V.,24402216
Voodoo Netherlands B.V.,74174428
Voorhealth B.V.,59886110
Voormedia B.V.,27251772
Voort B.V.,30145906
Voortman Sales & Engineering B.V.,61589993
Vopak Global IT B.V.,24146892
Vopak LNG Holding B.V.,24393004
Vormats B.V.,71626913
Vos Investments Beheer B.V.,53297318
Vos Prodect Innovations B.V.,67684831
Voskamp Aluminium B.V.,06063865
Vosta LMG B.V.,33274940
VOVB en Partners B.V.,30190706
Voxius Lease a Lawyer B.V.,24305266
Voyex B.V.,78738083
VPK Packaging B.V.,18132296
VR European Holdings B.V.,33260952
VRAIFUTURE B.V.,71971114
VREMAC Cylinders,08044397
Vriesoord B.V.,16051576
Vripack Design B.V.,01035286
VROEGH Design B.V.,75150816
Vroom Consultancy B.V.,33271613
Vroon B.V.,21001755
VRP Consulting B.V.,73366188
Vruchtvlees B.V.,68437978
Vrumona B.V.,30024744
VS&T Valves B.V.,71943668
V-Silicon Netherlands B.V.,71667903
VSL B.V.,27228703
vSmart B.V.,57957851
VSParticle B.V.,65630688
VST Europe B.V.,56337124
VSTEP B.V.,24390114
VTC Europe B.V.,68114710
VTEC Lasers & Sensors Ltd.,53020057
V-Tron B.V.,08159110
VTTI B.V.,24404761
VTTI Terminal Support Services B.V.,58165533
Vuicon Engineering B.V.,24382216
Vuyk Engineering Rotterdam B.V.,24137027
VW Consultancy B.V.,82609217
VWR International B.V.,04038098
VX Company IT Services B.V.,32059693
Vye Consulting B.V.,52451038
Vynova Beek B.V.,20058947
Vysus Netherlands B.V.,80687725
