Organisation,KVK number
LV Trading B.V.,56266480
LX Pantos Netherlands B.V.,39085937
LX3 B.V.,91146836
Lycens B.V.,08177178
Lyfo B.V.,70635269
Lynthera B.V.,81759215
Lynx B.V.,34253246
Lyondell Chemie Nederland B.V.,24314683
LyondellBasell Industries Holdings B.V.,24344658
Lytho B.V.,28052701
Lyv B.V.,64601862
