Organisation,KVK number
ABN AMRO Asset Based Finance N.V.,30099465
ABN AMRO Bank N.V.,34334259
About Backoffice Services B.V.,30181489
About Backoffice Services II B.V.,76228398
ABQuant B.V.,86719173
ABS Europe Ltd.,24193191
Abstraction Games B.V.,52564401
ABT B.V.,09110804
ABT EUROPE B.V.,68692269
ABZ Rotterdam Beheer B.V.,24323015
AC Analytical Controls B.V.,24197331
Academisch Ziekenhuis Maastricht,14124959
Acaia B.V.,70322201
Acal BFI Netherlands B.V.,17204312
Accel Club B.V.,84248750
A-ccelerator B.V.,54377447
Accell Global B.V.,69722536
Accent Pointe B.V.,33298018
Accentia B.V.,71160906
Accenture B.V.,34156015
Accerio B.V.,34279408
Access Business Group International B.V.,12049514
Access Financial Services Sàrl,30198546
Access Innovations B.V.,20107818
Account 4 B.V.,32093604
Accountantskantoor Van Stee B.V.,65626826
Accres Select B.V.,17257625
Accrès Tandartsenpraktijk Purmerend B.V.,37161647
Accucoms International B.V.,61824607
Accuracy Corporate Financial Advisory,16075440
Acda RPA Consultancy B.V.,56518617
Ace and Tate Holding B.V.,56577710
ACE Company B.V.,64954188
ACE Incubator B.V.,71903488
ACE Management Consulting B.V.,84086580
Ace Solutions B.V.,65179935
Ace Tankers C.V.,30240841
Acer Computer B.V.,16081669
Acer Europe B.V.,16084594
Acerta Pharma B.V.,52977501
Acetate Europe Coöperatief U.A.,69534306
Achmea Interne Diensten N.V.,30124927
Achtung B.V.,34220472
ACI Worldwide B.V.,29041088
Acibadem International Medical Center B.V.,62665618
Acist Europe B.V.,30159397
ACMetric B.V.,74798804
ACNielsen (Nederland) B.V.,33078613
ACOMO N.V.,24191858
Acorel Technology B.V.,63532697
ACP Technology B.V.,39072086
Acquaint B.V.,61556173
Acre Resources B.V.,77904109
Across Health B.V.,20139878
ACT Commodities B.V.,27336523
ACT Commodities Group B.V.,53845900
ACT Financial Solutions B.V.,68344864
ACT Fuels B.V.,67412971
Act-3D B.V.,27343208
Acta Marine Management Services B.V.,91548071
ACTA* Holding B.V.,53105206
Actief Techniek B.V.,02058479
Action Service & Distributie,50969838
Active Cues B.V.,62573764
Active Theory B.V.,70263957
ActiveVideo Networks B.V.,30202881
Activision Blizzard International B.V.,34324431
Actronics B.V.,08173851
Actually Design,28100709
Actually Design B.V.,86649159
Acuiti Labs B.V.,89987004
Acunmedya Holding B.V.,67477801
Acunmedya Netherlands TV & Production B.V.,73749079
Acupunctuur Centrum Kockengen,30115542
Ad van Geloven B.V.,18012279
Adabt,75087413
Adalat Distelplein B.V.,67242103
ADAMA Northern Europe B.V.,33282727
Adams Multilingual Recruitment B.V.,37107061
Adams Paukenfabriek B.V.,13023690
adapa the Netherlands Amersfoort B.V.,31007030
ADAPTFY B.V.,78341493
ADASTEC B.V.,86886010
ADATA Technology B.V.,34259092
A-dato B.V.,64967492
ADC Tech Netherlands B.V.,51515539
Adchieve B.V.,60421533
AddendoValue B.V.,81422466
Addition Knowledge House B.V.,34276249
ADDITIVE INDUSTRIES B.V.,56692579
Addverb Technologies B.V.,82068364
Adecco Payroll B.V.,30190875
Adecco Personeelsdiensten B.V.,16031601
Adecco Support B.V.,30190859
Adeco Project Engineering B.V.,17107828
Adept Technologies B.V.,78766915
AdeptView B.V.,69366764
Aderans Europe B.V.,33234902
AdFin Solutions B.V.,92307906
Adform B.V.,64055302
adidas Benelux B.V.,20034099
adidas International B.V.,33276292
adidas International Marketing B.V.,34122362
Aditech B.V.,34258589
ADM Europoort,24160592
ADM WILD Netherlands,24257652
Admatec Europe B.V.,59366524
Admind Polska Spólka Z Ograniczona Odpowiedzialnoscia,66965624
Adobe Systems Benelux B.V.,33266509
Adora B.V.,78514525
Adryan B.V.,56507151
Adsolutions B.V.,34215077
AdSysCo B.V.,34194247
ADT Nederland B.V.,76553426
Adtraction Nederland B.V.,74284460
Advalley B.V.,34355881
ADValue PMC B.V.,85965553
Advanced Chiropractic Studio B.V.,27197227
Advanced Electromagnetics B.V.,17235479
Advanced Encryption Technology Europe B.V.,09114089
Advanced Industrial Computer Europe B.V.,30194704
Advantech Europe B.V.,24284472
Advario B.V.,84312610
Advario Europe B.V.,34392448
Adver-Online B.V.,37081975
Adversitement B.V.,17124430
Advise Technologies Netherlands B.V.,63318245
Advisie Automatisering B.V.,31033154
Advision Finance B.V.,58981314
Advocate Benelux Field Marketing B.V.,30132353
Adyen N.V.,34259528
AEB Exploitatie B.V.,58867937
AECOM Netherlands B.V.,27119183
Aectual B.V.,58864598
AEG Power Solutions B.V.,27270545
AEGIR-Marine Employment Services B.V.,84298685
AEGIR-Marine Production B.V.,54357691
AEGON Employees Netherlands B.V.,89261437
AEGON N.V.,27076669
AEO Europe Retail Co. B.V.,86530763
Aeon Astron Europe B.V.,27313329
Aeon Plaza Hotels Management B.V,34219929
AerCap Holdings N.V.,34251954
AerData B.V.,34277357
AERKOEL Service B.V.,73562734
Aero Express B.V.,69140901
Aerohive Networks Netherlands B.V.,61174017
Aeronamic,08127192
Aerox B.V.,31020309
AES Global Power Holdings B.V.,24276196
AES International B.V.,67811477
Aesis B.V.,81467958
Aetina Europe B.V.,85284688
Aevitas Property Partners Coöperatief U.A.,55653804
Afa Dispensing Group B.V.,17192702
AFC Ajax N.V.,33302453
AFCONA Additives B.V.,34374635
Affidea B.V.,27289621
Affinius Capital Europe B.V.,67464300
AFHCo Stores Netherlands B.V.,51420074
African Asset Finance Company Holdings B.V.,71321446
African Clean Energy B.V.,61155748
African Health Systems Management Company B.V.,34266755
AFRY Netherlands B.V.,88584917
AFS Energy B.V.,37086118
AFS Interest B.V.,33226084
AfterShokz Euro B.V.,74715739
AG Neovo Technology B.V.,24308102
AG5 B.V.,34233942
A-Gas Nederland B.V.,14079856
AGC Chemicals Europe Commercial Centre,34259986
AGCO Netherlands B.V.,12032836
Agendia N.V.,34185452
Agenor Technology B.V.,61953555
agentschap College ter Beoordeling van Geneesmiddelen,50658131
Agerion IT B.V.,24355449
Agga Technologies B.V.,71083073
Agglomix B.V.,18080454
Aggreko Nederland B.V.,23046086
Agiboo B.V.,32157662
Agidens Life Sciences B.V.,53704746
Agile Cockpit B.V.,62062719
agile42 Consulting B.V.,59402342
Agilent Technologies Netherlands B.V.,34115690
AgiLight B.V.,70711879
Agiliz B.V.,69295611
Agium Financiële Detachering B.V.,27250371
Agora Zaanstreek,34149420
Agracom B.V.,65467469
Agri Information Partners,09133823
Agrico B.V.,32143948
Agricultural Production & Handling B.V.,01076622
Agrifac Machinery B.V.,01139456
Agrifirm Group B.V.,50003631
Agrifirm NWE B.V.,16050353
Agrioil B.V.,24137513
AgriPlace B.V.,72188561
AgroCare Ontwikkeling B.V.,27274144
Agrovision B.V.,38018161
AgroWizard B.V.,80210201
AGT Group (Netherlands) BV,34376201
AguroTech B.V.,81016816
AGV International B.V.,64215318
Ahold Delhaize European Business Services B.V.,61640220
Ahold Delhaize GSO B.V.,61639699
AHS Services B.V.,71845585
AHV International B.V.,59567821
Aicotek B.V.,66823803
Aidan Strain Electrical Engineering Limited,63825872
AIDE Energy Europe B.V.,54452872
Aiden Netherlands B.V.,69505160
Aidence B.V.,64531694
AIG Europe S.A.,71305491
Aigostar B.V.,60512091
Aiko Energy Netherlands B.V.,89030451
AIMMS B.V.,34068128
AimValley B.V.,32096051
Aina Zorg,77109759
Aiqos CPM B.V.,71140123
Air Agencies Benelux B.V.,24355288
Air China Limited,28111701
Air Energi Netherlands,53908775
Air Liquide B.V.,17063904
Air Liquide Industrie B.V.,24266306
Air Products Nederland B.V.,29048443
AirBeamTV B.V.,61079634
Airblast B.V.,37046071
AirBliss+ B.V.,72121203
Airbnb Netherlands B.V.,72077166
Airborne Development B.V.,27238301
Airbus Netherlands B.V.,28086907
Aircargo.nl B.V.,34251536
Aircrete Systems B.V.,08166036
Airios,34090225
Airofiller Equipment Solutions B.V.,30108663
Airpack Nederland B.V.,22030896
Air-Paq B.V.,72334789
Airspace B.V.,78301084
Airtel Mobile Commerce B.V.,34375413
Airtrade Holland B.V.,33248489
Airwallex (Netherlands) B.V.,77519256
AISWEI B.V.,75780291
AJC International B.V.,73703206
Ajisen Europe B.V.,27307418
Akamai Technologies Netherlands B.V.,34153909
AKD N.V.,24366820
Akkodis Netherlands B.V.,17102525
Akkodis Netherlands International B.V.,34277257
AKOS B.V.,08037027
AKQA B.V.,34275347
Akros Pharma Inc. Netherlands Branch,76925439
AKSA Power Generation Europe B.V.,78194628
Akshayapatram B.V.,83444033
Aktief Team B.V.,56611560
Akzend/SMS Uitzendburo B.V.,17060244
AKZO Nobel Car Refinishes,28080293
AKZO Nobel Decorative Coatings,28080295
Akzo Nobel N.V.,09007809
AKZO Nobel Nederland B.V.,09011382
AL International Transport & Logistics B.V.,57661383
A-Label IT B.V.,30284115
AlAlim Legal B.V.,27348139
Albelli B.V.,69103437
Albert Heijn B.V.,35012085
Albert Heijn Support B.V.,34305784
Alblasserdam Yachtbuilding B.V.,24337487
AlbumPrinter Productions B.V.,27285301
Alcan Holdings Nederland B.V.,20069216
Alcatraz Interlocks B.V.,20081525
Alcedo B.V.,08108022
Alco Energy Rotterdam B.V.,66377021
Alcoa Nederland Holding B.V.,66023068
Aldowa Projects B.V.,76600416
Aleph The Netherlands Corporation B.V.,52636003
Alewijnse Netherlands B.V.,55752713
Alexander Mann Solutions B.V.,34238256
Alfa Laval Benelux B.V.,30077778
Alfa Laval Nijmegen B.V.,10143387
Alfaro Tandheelkunde B.V.,87409259
Alfen B.V.,39037364
Alfen N.V.,64462846
Algeco B.V.,16063640
Algorithmic Trading Group Netherlands Management B.V.,51315521
Alibaba (Netherlands) B.V.,65271505
Alicat Scientific B.V.,74014358
Alicia Insurance B.V.,75354608
Align B.V.,33168549
Align Matters B.V.,87542978
Align Netherlands B.V.,89386434
Align Technology B.V.,34207531
Alimentiv B.V.,58050043
Aliter Networks B.V.,09107788
Al-Khier Food B.V.,69303363
All Capital Holding B.V.,24236419
All Trading B.V.,34251664
ALL2MD B.V.,66293634
All4Trade B.V.,63961350
Allard Architecture B.V.,34280497
Allchiefs B.V.,71883800
Alleari B.V.,59554851
Allegis Contracting Services B.V.,34193804
Allegis Group B.V.,14109133
Allego B.V.,54100038
Allego Employment B.V.,71531769
Allen Overy Shearman Sterling LLP,34368587
Alliance Healthcare Management Services (Nederland) B.V.,53833295
Alliance Laundry (Netherlands) B.V.,71041389
Alliance Tire Europe B.V.,34145205
Alliander N.V.,34108286
Allianz Benelux,59395435
"Allianz Direct Versicherungs-AG, Dutch branch",82940533
Allianz Global Assistance,33094603
Allianz Global Corporate & Specialty SE,59935618
Allianz Nederland Groep N.V.,24155648
Allianz Technology SE,72029854
Allinq Group B.V.,08085412
Allinq Insite B.V.,39087077
Allison Transmission Europe B.V.,23077575
Allnex Netherlands B.V.,20025410
Allocacoc B.V.,50859110
Allseas Engineering B.V.,27233498
Allseas Welding Services B.V.,83351574
Allshare Finance B.V.,30096365
AllSolutions B.V.,30180615
Allucent (NL) B.V.,30225482
AllYourBI B.V.,62936808
Alma Resources B.V.,60974796
Alma Trading B.V.,60156244
Almatis B.V.,24253371
Almende BV,24307997
Alnylam Netherlands B.V.,69382115
Alpha Assembly Solutions Netherlands B.V.,32028941
Alpha Financial Markets Consulting Netherlands B.V.,61668451
"Alpha FX Netherlands Limited, Dutch Branch",78318858
Alphacomm Solutions B.V.,24243279
AlphaGrep Amsterdam B.V.,88509079
Alphatron Marine B.V.,24182635
Alphatron Medical Innovations B.V.,52371433
Alpine Grove (Netherlands) B.V.,62698788
Alpine Nederland B.V.,32094029
AlpInvest Partners B.V.,27186537
Alpla Nederland B.V.,30120159
ALSTOM Netherlands B.V.,34308168
AltaDent,72513039
Altcon Equipment B.V.,51736349
Alten Nederland B.V.,24382391
Alter Domus Nederland B.V.,34270994
Altimedia B.V.,60449497
Altrad Services B.V.,33057851
Altran Netherlands B.V.,34106539
Altrex B.V.,08012289
Altum Consulting B.V.,66590671
Altum RF International B.V.,71400192
Altura B.V.,82677530
Alucha Works B.V.,85844411
Alumet B.V.,20026381
Aluminium & Chemie Rotterdam B.V.,24120312
ALVA B.V.,81630190
Alvarez & Marsal Benelux B.V.,34283629
Alver B.V.,85539570
AM Flex Solutions.B.V.,76707644
AMADA WELD TECH B.V.,17040286
Amadeus Benelux,33273584
Amadeus Hospitality Netherlands B.V.,35027356
Amanos Projektbureau B.V.,24280094
Amaris Netherlands B.V.,57638527
Amarna Therapeutics B.V.,52831825
Amarula Solutions B.V.,53730941
Amazon CS Netherlands B.V.,77956311
Amazon Data Services Netherlands N.V.,61925926
Amazon Development Center (Netherlands) B.V.,56869649
"Amazon EU SARL, Dutch Branch",74430661
Amazon Online Netherlands B.V.,76926605
Amazon Transport Netherlands B.V.,34227844
"Amazon Web Services EMEA SARL, Dutch Branch",68579780
AmbAgon Therapeutics B.V.,78067197
Ambassadors B.V.,54069475
Ambassadors Lab B.V.,52965139
Ambassadors Visual Effects B.V.,34271010
Amber Garden B.V.,68697864
Amber Implants B.V.,65089545
Amberscript B.V.,70427585
Amberscript Global B.V.,81461887
Ambrell B.V.,57312281
Ambroise Holland B.V.,06073110
AMC Studios International B.V.,63881713
AMCA Hydraulic Fluid Power B.V.,02056534
AMCO Solutions B.V.,61663395
Amcor Specialty Cartons Brabant B.V.,20073363
Amdocs B.V.,34109782
Amelia NL B.V.,76963632
America II Europe B.V.,80988830
American Eagle Outfitters Dutch Op Co B.V.,59936797
American Express Europe S.A. (Netherlands branch),71660275
"American Express Payments Europe, S.L. (Netherlands branch)",71767126
American Orthodontics B.V.,11047739
Americold Netherlands II B.V.,59299312
AM-Flow Holding B.V.,63558963
Amgen B.V.,20060763
Amgen Europe B.V.,20080576
Amicorp Netherlands B.V.,32015492
Amiri Collections B.V.,57649693
Amis Services B.V.,30114159
AMISYS Co. Ltd.,68731124
Amity Global Education,68862555
Ammega Group B.V.,71725385
AMMP Technologies B.V.,73076872
"Amnesty International, Afdeling Nederland",40530953
AMO Groningen B.V.,02032828
Ampelmann Operations B.V.,27340502
Amperapark B.V.,71376518
Ampersand Management B.V.,68755066
AM-Pharma B.V.,28087313
Amphenol Benelux B.V.,30073649
Amphia Ziekenhuis,20100257
Ampire Vastgoed B.V.,58043713
Ampleon Coöperatief U.A.,64552926
Ampleon Netherlands B.V.,63399113
Amplitude Analytics B.V.,68002459
Ampowr B.V.,82591326
AMS Green Markets B.V.,83905308
ams Sensors Netherlands B.V.,76711188
AMS Sourcing B.V.,34140623
AMSE,24312508
Amsino HR B.V.,59003251
AMSMA Group B.V.,55412688
AMST-Aviation B.V.,71778705
Amsterdam,34366966
Amsterdam Capital Partners B.V.,61570982
Amsterdam Data Collective B.V.,68312148
Amsterdam Downtown Hotel B.V.,62236970
Amsterdam Institute of Technology B.V.,64758958
Amsterdam Internet Exchange B.V.,34128666
Amsterdam Platform Creation B.V.,77884124
Amsterdam Scientific Instruments B.V.,52038408
Amsterdam Scrap Terminal B.V.,67207405
Amsterdam Software B.V.,34143911
Amsterdam UMC Research B.V.,33284074
Amsterdam VentureLab B.V.,61738840
Amsterdamse Hogeschool voor de Kunsten,41210838
AMSYSTEMS B.V.,75875969
An Info Systems B.V.,75094541
ANA Architecten B.V.,84068779
Anaar B.V.,54402506
Anachron B.V.,34124936
Anachron Technology B.V.,51497190
Anadolubank Nederland N.V.,34239060
Anago B.V.,30174530
AnalitiQs B.V.,63430371
Analog Folk B.V.,74187376
Analytical Solutions and Products B.V.,34128662
Analytics in HR B.V.,66776163
Analytix Power B.V.,83422781
Ananda B.V.,57805199
Ananda Digital Technologies B.V.,71017216
Anaplan Nederland B.V.,59187352
Anatolia B.V.,34259163
AND Digital Nederland B.V.,82470960
Anderis Technology B.V.,57626987
Andile B.V.,77666194
Andre Rieu Productions B.V.,14625884
anDREa B.V.,83360263
Andries Geerse Stedenbouwkundige B.V.,24338706
ANDRITZ FEED & BIOFUEL B.V.,17045790
ANDRITZ Gouda B.V.,29019468
Andritz Metals France SAS,66537754
aNewSpring,24308587
Angara DX B.V.,84560509
"Angelo, Gordon Netherlands B.V.",34332986
Angelscompany B.V.,09163440
AngioDynamics Netherlands B.V.,34164980
Angiogenesis Analytics B.V.,72117583
Anglia NL. B.V.,83774505
Anglo-Eastern Ship Management (NL) B.V.,70959250
AniCura Netherlands B.V.,64331326
AniForm Engineering B.V.,51841894
Animal Health Concepts B.V.,53350472
Anixter Nederland B.V.,24259899
Anji Logistics Europe B.V.,92049230
Anker Recruitment B.V.,81850891
Ankerbeer B.V.,02077646
Ankerpoort N.V.,14626792
ANKO Food Tech B.V.,93727593
Anna Agency B.V.,34365521
ANNA Dutch B.V.,17232319
Anna Technology B.V.,81123272
Annogen B.V.,76696073
Annual Insight B.V.,60965401
Anomaly B.V.,53239148
Anopanel B.V.,17228082
Anotech Energy Netherlands B.V.,75873095
AnQore B.V.,14052072
Anritsu Infivis B.V.,74789163
Ans Exam B.V.,63652374
ANSINGER B.V.,65738470
ANSYS Netherlands,66972264
Antaris Solutions B.V.,50302108
Antec Europe,24296662
Antec Leyden B.V.,28051415
Antek Europe B.V.,32107722
AntenneX B.V.,90378431
Anterra Capital B.V.,58012281
Anteryon B.V.,17137217
Anteverta-mw B.V.,27378405
ANTFIN (NETHERLANDS) HOLDING B.V.,76219801
Anthesis B.V.,30180751
Anthony Veder Rederijzaken B.V.,24167719
Anthos Fund & Asset Management B.V.,34258108
Anthos Private Wealth Management B.V.,34201104
Antlia Advies en Consultancy B.V.,77439465
Anton Paar Netherlands B.V.,87790408
Anvil Ventures The Netherlands B.V.,74628267
ANWB B.V.,27157000
ANWB Reizen B.V.,27153706
ANWB Retail B.V.,75467186
Anyone.com B.V.,87900769
AOC International (Europe) B.V.,52168204
AOC Nederland B.V.,04063810
"Aoki Co.,LTD Rotterdam Branch",24472319
Aon 5 B.V.,91898374
Aon 6 B.V.,91898080
Aon Groep Nederland B.V.,24001497
Aopen Computer B.V.,16084198
Apacer Technology B.V.,17102989
Apandam Europe B.V.,66488567
Apara B.V.,82444463
Apeel Netherlands B.V.,74822683
Apeldoorn Orthodontie,01167738
Apex Financial Services B.V.,28065255
Apex Global Logistics (NL) B.V.,62432818
Apexmed International B.V.,34159173
APG Asset Management N.V.,58476369
APG Fondsenbedrijf,14099617
APG Groep N.V.,14099616
APL Logistics Europe B.V.,24315271
APM Terminals Maasvlakte II B.V.,24399863
APM Terminals Management B.V.,24354277
Apo SHS B.V.,24333211
Apolix B.V.,75820706
Apollo Capital Solutions Europe B.V.,85881678
Apollo Seiko Europe B.V.,63160498
Apollo Tyres (Europe) B.V.,54806941
Apollo Tyres (NL) B.V.,34223268
Apollo Tyres Global R&D B.V.,55648118
Apotheek Jager Bruining B.V.,27280941
Appical B.V.,54038502
Apple Benelux B.V.,30063224
Apple Inn Hotel B.V.,34170567
Apple Retail Netherlands B.V.,34236124
Applied Drone Innovations B.V.,72238542
Applied Materials Europe B.V.,34062769
Applied Medical Europe B.V.,32115550
"Applied Micro Electronics ""AME"" B.V.",17092884
Applied Nanolayers B.V.,55596630
Applied Principles B.V.,80005047
Applied Risk B.V.,55381456
Applied Value Technologies B.V.,87625784
Applikon Biotechnology B.V.,24233266
Approba Executives Flecs B.V.,14067432
AppSignal B.V.,62960407
Apptitude B.V.,32168888
AppyThings B.V.,61889733
APS Group B.V.,51336634
APS Uitzendburo B.V.,17060180
Aptiv Mexican Holdings (US) LLC,64062953
Aqana B.V.,52658953
AQS European Real Estate Coöperatief U.A.,66996236
AQTIS Medical B.V.,30220215
Aqua Vision B.V.,30215805
AquaBattery,60486015
Aquacare Europe B.V.,17107938
Aqua-Spark Operating B.V.,60039809
Aquatic Drones B.V.,66266149
Aquent LLC,54234395
Araco International B.V.,08160200
ARAG SE Nederland,55794173
Aragen Life Sciences B.V.,58267026
Arai Helmet (Europe) B.V.,08018253
Araido B.V.,70206821
ARAM Technology Services,24328120
Aramco Overseas Company B.V.,28040948
Aramex Nederland B.V.,34196827
Aratis B.V.,27303614
Aratis System Experts B.V.,73305367
Arauco Europe Coöperatief U.A.,50951998
ArboNed B.V.,30120994
ARC Phone Accessories B.V.,77650913
Arcadia Maritime Group B.V.,74149806
Arcadis Global B.V.,57602255
ARCADIS N.V.,09051284
ARCADIS Nederland B.V.,09036504
ArcelorMittal Netherlands B.V.,33297298
ArcelorMittal Projects Europe B.V.,20081827
Archer Daniels Midland Europe B.V.,24149451
Archer Hotel Capital B.V.,50342762
Architechts N.V.,69903042
Architectenbureau Cepezed B.V.,27223130
Architectenbureau Popma en ter Steege,50104853
ArchLynk Netherlands B.V.,73331163
Arcus European Investment Manager Netherlands B.V.,81729383
Arcwide B.V.,84717173
Ardagh Glass Benelux,18110358
Ardagh Metal Beverage Netherlands B.V.,16088794
Ardena Amsterdam B.V.,34336591
Ardena Oss B.V.,55049079
AR-Development B.V.,65122011
Ardos B.V.,14091850
Area of People B.V.,72862106
Arec Crop Protection B.V.,57817146
Arena Aviation Capital B.V.,60274050
Arena Aviation Partners B.V.,67644694
Arep Accountants & Belastingadviseurs B.V.,30145890
Argent Energy Netherlands Holding B.V.,71874534
Argentex B.V.,81662076
Argentrade International B.V.,24237237
Argo Coral Maritime Ltd,55685897
Argo Design Europe B.V.,74040723
ARGO MOTOR SPARES B.V.,80257429
Ariana Garden B.V.,85925160
Arisphone B.V.,82238707
Aristos B.V.,68108001
Arjo Nederland B.V.,69089396
ARKEMA B.V.,24270059
Arkoil Technologies Nederland B.V.,55123465
Arkray Europe B.V.,34214240
Arktura B.V.,73723754
Arla Foods B.V.,32151766
ARLANXEO Holding B.V.,64658066
ARLANXEO Netherlands B.V.,14032465
Armada Consultants B.V.,27269718
Armflow Pump Technologies B.V.,64125920
Arnold & Siedsma B.V.,20060991
Aroundtown Management NL B.V.,66881307
ARQ Nationaal Psychotrauma Centrum,27310568
Array Industries Engineering B.V.,29035351
ARRIS Group B.V.,39080338
ARS Traffic & Transport Technology B.V.,27168565
Artefact Benelux,51364247
Artemis Bioservices B.V.,86350404
ArtEZ Hogeschool voor de Kunsten,09109756
Arthe Civil & Structure B.V.,30236509
Arthrex Distribution Hub EMEA B.V,64031454
Arthrex Nederland B.V.,17213459
Arthur D. Little Benelux N.V.,24336922
Arthur's Legal B.V.,34226401
Artificial Design,61953679
Artinis Medical Systems B.V.,09127900
Artipoppe B.V.,57904758
Arts en Zorg B.V.,32104230
"Artsen zonder Grenzen (Médecins Sans Frontières, Nederland)",41215974
Arup B.V.,34143988
Arval B.V.,30139084
Arval Benelux B.V.,30092677
Arvato Netherlands B.V.,33238888
Aryza B.V.,30116651
ASA International N.V.,30251052
ASAHI INTECC EUROPE B.V.,77482530
"Asahi Tanker Co. , Ltd. Europe Office",78465192
ASAMCO,20071395
Asbuilt Solutions B.V.,63331071
Asc Academics B.V.,63249863
ASCI Netherlands B.V.,74368249
Ascom (Nederland) B.V.,30041716
ASE NL Service Center B.V.,59083573
Asfalt Productie Tiel (APT) B.V.,66151295
Ashland Industries Nederland B.V.,27022150
Ashland Services,24267865
Asian Bistro Nijmegen,69874638
Asica Group B.V.,70311765
ASICS Europe B.V.,34092761
ASICS Technology B.V.,87169347
Asimo Networks B.V.,69725284
Ask Community Systems B.V.,24339751
Ask Nicely B.V.,76941175
Ask Phill B.V.,66271266
ASL Dutch B.V.,71886354
ASL Global B.V.,70818533
ASM Europe BV,54004004
ASM International N.V.,30037466
ASM IP Holding B.V.,51509644
ASM Maritime B.V.,34313871
ASML Holding N.V.,17085815
ASML Netherlands B.V.,17052456
ASML Trading B.V.,69631557
ASMPT ALSI B.V.,59991909
ASP The Netherlands B.V.,72492449
Aspen Oss B.V.,57822883
Aspentech Europe B.V.,17096166
Asperion Hosting B.V.,34209714
Aspire Systems B.V.,67347894
ASR Nederland N.V.,30070695
ASRock Europe B.V.,12048643
Assai Software Services B.V.,11025854
Assemble 33 B.V.,74344684
Assembling Manufacturing & Sourcing Group B.V.,34186302
Assent Compliance Netherlands B.V.,75451565
Assertive Yield B.V.,74301268
Asset Control International B.V.,01060543
Asset Insight B.V.,70034915
Asset People B.V.,67635180
ASSET Rail B.V.,32107173
AssistiveWare B.V.,34323889
AssistYou Group B.V.,70786828
Astellas B.V.,33193274
Astellas Pharma Europe B.V.,28053775
Aster Technology Holland B.V.,52726509
Asteria Food B.V.,76154165
Astrata Europe B.V.,76632334
AstraZeneca B.V.,24234576
Astrolkwx B.V.,27246267
Astronergy Solar Netherlands B.V.,53764498
ASUS Holland B.V.,24302961
Asus Technology Holland,30224127
AT&T Global Network Services Nederland B.V.,34112329
Atabix Solutions B.V.,54687195
ATAG Nederland B.V.,24279246
ATC Europe Coöperatief U.A.,67401694
ATC International Coöperatief U.A.,53390393
ATC International Financing B.V.,70127298
Atelier Eindhoven B.V.,60716797
ATENSUS Detachering B.V.,77630882
ATG Engineering B.V.,86887831
ATG Netherlands B.V.,28103377
AthenaStudies B.V.,62750151
Athlon Car Lease International B.V.,34066011
Athlon Car Lease Nederland B.V.,33136871
Athom B.V.,61036498
Athora Netherlands N.V.,30099450
Atlanship S.A.,24417682
Atlanta Field B.V.,56395205
Atlantic Integrated Freight B.V.,85066494
Atlantic Logistics B.V.,81902689
