Organisation,KVK number
Scatec Solar Netherlands B.V.,63976404
Scenic Biotech B.V.,68003811
Scenius Software Engineering B.V.,70528500
ScenTronix B.V.,72048662
Scenwise B.V.,67399258
Schaaf- en Boorwerk Rotterdam B.V.,24099959
Schaeffler Nederland B.V.,09036105
Schaffelaarbos B.V.,09035332
Scheepswerf Slob B.V.,23034745
Scheer Nederland B.V.,55679285
Scheidt & Bachmann Nederland B.V.,18090524
Scheldebouw B.V.,22035330
Schelstraete Delacourt Associates B.V.,24253488
Schenker Global Management & Services GmbH,71585559
Schenker Logistics Nederland B.V.,24015922
Scherpthe B.V.,63412462
Schiedam,50991663
Schilt Engineering B.V.,30123220
Schindler Liften B.V.,27002562
Schiphol Area Development Company N.V.,34063671
Schiphol Nederland B.V.,34166584
Schlumberger B.V.,27093931
Schlumberger Finance B.V.,27243825
Schlumberger Limited Dutch Branch,27141012
Schlumberger Offshore Services Limited,27182014
Schlumberger Oil and Gas Technologies B.V.,34073441
Schlumberger Petroleum Services C.V.,27145133
Schneider Electric Logistic Centre B.V.,34126413
Schneider Electric Systems Netherlands N.V.,31014519
Schneider Electric The Netherlands B.V.,34034429
Schoeller Allibert Services B.V.,57193118
Scholt Energy Trading B.V.,50103962
Schothorst Feed Research B.V.,39084732
Schouw Informatisering B.V.,20088172
Schrijven AI B.V.,88405109
Schrijvershof B.V.,23064074
Schuberg Philis B.V.,34116400
Schüco Nederland B.V.,33156339
Schuiteman Audit & Assurance B.V.,08081961
Schuiteman Corporate Finance B.V.,69363951
Schunk Xycarb Technology B.V.,17046001
Schutter Rotterdam B.V.,24134746
Schweppes International Limited,34112755
Sci-Buy Netherlands B.V.,74367099
Science and Technology B.V.,27289872
Science and Technology Experts Pool B.V.,27323421
Sciosense B.V.,63386283
SciSports Datascouting B.V.,58187863
Scitodate B.V.,68865880
SCM Management B.V.,63656329
SCMworx Business Solutions B.V.,84314087
Scodix B.V.,68790465
SCOPEinsight B.V.,32160247
Scotch Whisky International B.V.,51096072
Screen INFOmatch B.V.,17167169
Screen6 B.V.,57226504
Screenpoint Medical B.V.,60633832
Scribbr B.V.,67863019
Scribd Netherlands B.V.,73946958
SCS Europe B.V.,65889266
SCS Training & Consultancy B.V.,34203187
SCW Systems B.V.,58763368
SD Worx HCM B.V.,24396261
SD Worx Payrolling B.V.,14069215
SDC Engineering B.V.,58198393
SD-Insights B.V.,64128601
SDL Netherlands B.V.,34167559
SDR Beheer B.V.,24338708
Sdu B.V.,27193898
SE Blades Technology B.V.,08097855
Sea Level B.V.,34115797
Sea Sonic Europe B.V.,17226278
Seaborough Research B.V.,62110217
Seafood Connection B.V.,39090057
Seafood TIP B.V.,69451249
Seagate Technology (Netherlands) B.V.,34145184
Sealed Air B.V.,09114711
SeaQurrent Holding B.V.,59416319
Seara Meats B.V.,33274884
Seatec UK Limited,54701988
Seatrade Holding B.V.,02046436
Seaway 7 Engineering B.V.,27141777
SEB PROFESSIONAL Nederland B.V.,33235204
SecFi Technologies B.V.,68996179
Seco Tools B.V.,12016218
Second Company International B.V.,72824522
Sectra ImaXperts B.V.,39069257
Secumail B.V.,69887594
Secura B.V.,17126968
Securelogin B.V.,60076712
SecureOne International B.V.,17284956
Securify B.V.,58043624
Securify Inline B.V.,76849236
Securitas B.V.,33224882
Securitas Direct B.V.,17158925
Security Tools International B.V.,70211477
Sedef Impex Groenten & Fruit B.V.,24308923
See the Good B.V.,83455841
See Tickets B.V.,01140404
SEEBURGER Benelux,34237068
SeeCubic B.V.,52962911
Seed Processing Holland B.V.,36009535
Seed2Lead B.V.,53991389
SEEF B.V.,74064940
Seenons B.V.,76467244
Segway Discovery Europe B.V.,77884760
Segway-Ninebot EMEA,65533305
Seine (Holland) B.V.,51537435
SEKISUI ALVEO B.V.,13015670
Sekisui Europe B.V.,34067480
Sekisui S-Lec,13037554
Selcom B.V.,05082463
Select Engineering B.V.,56224516
Selecta Infrastructuur B.V.,24362627
Selectum B.V.,27257999
SELEGGT NL B.V.,73393657
Self-screen B.V.,34292236
Selmers Industrial B.V.,34093616
Selo Holding B.V.,06083480
Semansys Technologies B.V.,27260962
Semiconductor Ideas To The Market (Itom) B.V.,20089913
Semmie Group B.V.,30226925
Semmtech B.V.,27313170
Sempre Technology B.V.,70947481
Semrush B.V.,85307858
Senbis Polymer Innovations B.V.,82396930
Send AI B.V.,78530989
SendCloud B.V.,66572959
SendCloud Global B.V.,60316721
Sendmarc Europe B.V.,87209322
Sendsteps B.V.,34307436
Senergetics B.V.,87859041
Senkron Energy Digital Services B.V.,89494180
sennder Benelux B.V.,72928069
Sennheiser Nederland B.V.,39058009
SENOR Tech B.V.,34304912
Sensara B.V.,60863463
Sensata Technologies Holland B.V.,34243027
Sense Health B.V.,59317132
SenseGlove B.V.,63119986
Sensia Netherlands B.V.,74224921
Sensitech EMEA B.V.,28067704
Sensity B.V.,73175501
Sensixs Design B.V.,56543875
Sensor Netherlands B.V.,59743581
Sensor West B.V.,67529763
Sensorfact B.V.,72284404
Sensorfy B.V.,62584715
Sensoterra International B.V.,81100981
Sensys Gatso International B.V.,34064750
Sensys Gatso Netherlands B.V.,34065996
Sensys Gatso Software B.V.,34077170
Senta The Netherlands B.V.,17146073
Sentia MPC B.V.,52121097
Sentillia B.V.,69402132
Sentillia Tech B.V.,90356691
SentinelOne B.V.,78312949
Sentry Software Netherlands B.V.,87173301
SentryX B.V.,70207410
Seoil Holding Coöperatief U.A.,67452329
Seqirus Netherlands B.V.,63704005
Sequal Projects B.V.,67100740
SeQuenX B.V.,66600510
Seres Biotech B.V.,90858484
SERES EUROPE B.V.,89632680
Serket B.V.,69822549
Serromah Shipping B.V.,24195751
Serverius B.V.,34367179
ServiceHouse B.V.,62009761
ServiceNow Nederland B.V.,53045998
ServiceShift B.V.,72535180
"Servizurich S.A. , Netherlands Branch",86378880
Servorg Uitzendbureau B.V.,27144722
SET Management B.V.,53866142
Sete Netherlands II B.V.,61414891
Settels Savenije van Amelsvoort B.V.,18036943
Settly B.V.,73688355
Seuss Consulting B.V.,60793961
Seven Homes Ambassador,27171525
Sevenhills Logistics B.V.,77272749
Seven-Up Nederland B.V.,32018829
Severfield Europe B.V.,68600666
SFDC Netherlands B.V.,30211409
SFG B.V.,60209526
SFI Markets B.V.,56475160
SFL Canusa International B.V.,66965640
SG Equipment Finance Benelux B.V.,33231337
SGI-Aviation Services B.V.,34270649
SGS Nederland B.V.,24226722
SGS Packaging Netherlands B.V.,32117469
SH International B.V.,73064580
Shackle B.V.,83289623
Shada B.V.,08100006
Shaerp Solutions B.V.,72875186
ShaleProfile B.V.,69690480
Shamrock Ventures III B.V.,65530667
Shandong Xinhua Pharmaceutical (Europe) B.V.,52090353
Shanghai Freemen Europe B.V.,61640212
ShanX Medtech B.V.,74534084
Shaoke Logistics B.V.,87579979
Share Impact Accountants B.V.,66398932
Shared Services Europe B.V.,60744510
Shareforce B.V.,75158221
Shareholder.com B.V.,34183120
ShareValue B.V.,53517334
Sharewire B.V.,27262758
Sharp Jusda Logistics (Netherlands) B.V.,74581686
ShawCor International Coöperatie U.A.,58209727
Shekoy Chemicals Europe B.V.,28117965
Shell Asset Management Company B.V.,27075766
Shell Chemicals Europe B.V.,24332907
Shell Downstream Services International B.V.,27265874
Shell EV Charging Solutions B.V.,32158064
Shell Global Solutions International B.V.,27155370
SHELL Information Technology International B.V.,27146204
SHELL International B.V.,27155369
SHELL International Exploration and Production B.V.,27002688
Shell Lubricants Supply Company B.V.,27269007
Shell Nederland B.V.,24098177
SHELL Nederland Chemie B.V.,24082750
SHELL Nederland Raffinaderij B.V.,24094988
SHELL Petroleum N.V.,27002687
Shen Shi B.V.,09151321
Shervin B.V.,59771526
Shields Environmental B.V.,53527550
Shiftbase B.V.,59514701
Shifter Verloning Nederland B.V.,34357469
Shifter Zakelijke dienstverlening B.V.,59617667
Shimano Europe B.V.,08076068
SHINE Europe B.V.,83919481
Shin-Etsu International Europe B.V.,33218894
Shin-Etsu Polymer Europe B.V.,12028985
Shin-Etsu PVC,34123402
Shin-Etsu Silicones Europe B.V.,39049276
Shinko Machineries Europe B.V.,33163750
Shinn Fu Europe B.V,20070856
SHINWATEC LIMITED EUROPE Representative Office,86720600
Shionogi B.V.,73229180
Shipitsmarter.Com B.V.,34131907
Shipsy B.V.,91552346
Shirley Parsons B.V.,76628663
Shiva Soft Solutions B.V.,66084628
SHL Nederland B.V.,30073998
Shop-Apotheke Service B.V.,63955938
Shopify Commerce Netherlands B.V.,82284059
Shopping Minds Nederland B.V.,57701687
ShoreTension B.V.,50596721
Short Stay Group Operations B.V.,34300122
Shosho B.V.,68993218
Shouguang Vegetable Industry Holding Group Netherlands B.V.,55658431
Showa International (Netherlands) B.V.,34151373
SHPP B.V.,74096435
SHPP Sales B.V.,74074458
Shuguang Europe B.V.,17219625
SHV Energy N.V.,30098428
SHV Holdings N.V.,30065974
Shypple B.V.,66593972
Sia Partners,34362284
Sidhu Food B.V.,33306070
Siebel Jewelry B.V.,60134577
Siemens Electronic Design Automation B.V.,34063001
Siemens Energy B.V.,53745175
Siemens Energy Finance B.V.,77784073
Siemens Energy Holding B.V.,75347679
Siemens Finance B.V.,27196108
Siemens Gamesa Renewable Energy,67034276
Siemens Healthineers Holding I B.V.,08050305
Siemens Healthineers Holding III B.V.,69414335
Siemens Healthineers Nederland I B.V.,92289657
Siemens Industry Software Netherlands B.V.,71436391
Siemens International Holding B.V.,27044420
Siemens Mobility B.V.,71002693
Siemens Nederland N.V.,27015771
Siere Handel B.V.,39099457
Sierra Instruments B.V.,33237377
Sif Netherlands B.V.,13027369
Siflower Communication Holland B.V.,83060669
Sig Combibloc B.V.,06058479
Sigmax Government Products B.V.,08176866
Signify Holding B.V.,17054234
Signify N.V.,65220692
Signify Netherlands B.V.,17061150
Signkick R&D,66445671
Signpost Six B.V.,66139414
SignRequest B.V.,61138088
Siilo Holding B.V.,63858975
Silgan Dispensing Systems Netherlands B.V.,18050688
Silhouette Europe B.V.,89847180
Silhouette Europe Representative office,68920350
Silicon Integrated B.V.,74814982
Silicon Power Computer and Communications Netherlands B.V.,39090688
Silicon Refractory Anchoring Systems B.V.,27192515
Silk Way Airlines GmbH,66626579
Silver Ocean B.V.,34201965
Silverflow B.V.,75705680
SIM International B.V.,58371869
Simacan B.V.,57084173
SimCorp Benelux SA/NV,24401945
Sime Darby Oils Zwijndrecht Refinery B.V.,24328835
Simex Transport and Forwarding B.V.,35026479
Simmons & Simmons LLP,51088282
Simon-Kucher & Partners B.V.,34365127
Simpl.Energy B.V.,89660986
Simply Green B.V.,66885965
Simptel B.V.,75987252
SimStudio International Consultants B.V.,76076326
Simtech Cloud Consulting B.V.,62586432
SIMtoCARE B.V.,70934126
Simwave B.V.,66427576
Simytech Uitzend- en Detacheringsbureau Hengelo B.V.,08127318
Sineria Holland B.V.,61343862
Singapore Airlines Ltd,33134631
Single Cell Discoveries B.V.,71626336
Single Quantum B.V.,54424089
Sinner B.V.,32060153
Sinnovision Management B.V.,58921923
Sinoboom B.V.,77223837
Sinochem Atlantic Resources B.V.,34289325
Sinomedik B.V.,52753220
Sino-Ned Business Consultancy B.V.,34317317
Sinotrans Air Transportation GmbH Netherlands Branch,75559838
Sintecs B.V.,08185577
Sioux Expats B.V.,73761966
Sioux Technologies Assembly B.V.,76235831
Siqura B.V.,34209061
Sir Albert Hotel B.V.,34259391
Sircle Collection B.V.,34369785
SIRE ManCo B.V.,80193188
SIRE Staffing Solutions B.V.,73348228
Sirius Medical Systems B.V.,68134673
Siron B.V.,08147849
SIRVA B.V.,27018231
SIS Global Netherlands B.V.,82215332
Sisar B.V.,61824305
SITA B.V.,34123443
Sitech Services B.V.,14105702
Sitecom Europe B.V.,24313551
Sitecore Nederland B.V.,30245580
SiTime Netherlands B.V.,68414889
Siveele B.V.i.o.,20169798
Six Dogs B.V.,81479220
Sizzer B.V.,34214442
Sjaak van der Vijver B.V.,27345463
Sjaak van Schie B.V.,27260928
Sjartec Technische Groothandel B.V.,28019528
SJJ Solutions B.V.,71377352
SK Enmove Europe B.V.,34354653
SKAAL B.V.,68059043
Skalar Analytical B.V.,20042879
Skeye B.V.,57161283
SKF B.V.,30047921
Skill Nation B.V.,64493318
Skilllab B.V.,70768668
SkillShift B.V.,88540588
SKIM Analytical,24135624
SkinVision B.V.,55195520
Skopei Digital B.V.,70587310
Skydreams B.V.,24330161
SkyGeo Netherlands B.V.,61630896
Skyhaus B.V.,73729574
Skykick B.V.,65800656
SkylineDx B.V.,58599797
SkyNRG B.V.,50242423
SkyShowtime Limited,86308688
SkySpecs B.V.,72077336
SkyTeam Airline Alliance Management Coöperatie U.A.,34345101
Skytree B.V.,61020796
Skyworkz B.V.,71738185
Slalom Netherlands B.V.,76125386
Sledge Hammer Engineering International B.V.,24270960
Sleepdienst Adriaan Kooren B.V.,24066028
Sleepy P Ranch B.V.,66408520
Sleeve Technology B.V.,17246503
Slim Development B.V.,55004342
Slim met Energie B.V.,55033490
Slimmer AI,01145626
Slimmer AI Labs B.V.,82155283
Slimmer AI Science B.V.,82155275
Slimstock Holding B.V.,38024648
SLJ Investment Partners B.V.,62856642
SLK Software Netherlands B.V.,34258286
Sluis Cigar Machinery B.V.,05029396
SMAL GmbH,73994367
SmallRig Europe B.V.,90715365
Smallsteps B.V.,60901934
Smarlet RPM B.V.,27327203
Smart Asset Integrity Solutions B.V.,24314380
Smart Compliance Solution B.V.,82951632
Smart Grid B.V.,74915835
Smart Medical and Trade B.V.,72705558
SMART Photonics B.V.,54843219
Smart Robotics B.V.,75859602
Smart.pr B.V.,57083126
Smart2IT B.V.,75030829
Smart4Aviation Technologies B.V.,50372580
Smartech Nederland B.V.,77044681
SmartFarming B.V.,68229194
Smartfeedz,17209844
Smartlab Holding B.V.,24349518
Smartland,66234271
SmartLockr,61781614
Smartmatic International Holding B.V.,04032259
SmartMed B.V.,64797538
SmartNow B.V.,63620162
SmartSD Holding B.V.,24430055
Smartshore B.V.,56609485
SmartTip B.V.,08119525
SMB Capital B.V.,24345275
SMBC Aero Engine Lease B.V.,58968504
SMBC Bank EU AG,74151851
SMC Nederland B.V.,33165882
Smets Food Trading B.V.,57754632
Smiler B.V.,80689078
Smit Lamnalco Netherlands B.V.,54802202
Smit Thermal Solutions B.V.,62918621
Smith & Associates Europe B.V.,34112048
Smith & Nephew Operations B.V.,73958476
Smiths Detection Benelux B.V.,69323593
Smits van Burgst Raadgevend Ingenieursbureau,27092121
SMRC Automotive Holdings Netherlands B.V.,60670274
SMS Cycling B.V.,08119294
SMS Global Logistics B.V.,69452954
SMST Designers & Constructors B.V.,01059469
SMT Services B.V.,65860667
SMT Shipping (Netherlands) B.V.,50582550
SMT Zorg & Zorgadvies B.V.,70366640
Smurfit Kappa Nederland B.V.,14628280
Smurfit Kappa Paper Services B.V.,32065886
Smurfit Kappa Parenco B.V.,09042723
Smurfit Kappa Recycling B.V.,16084803
SN Power Invest Netherlands B.V.,60009586
Snap B.V.,67777538
Snappet B.V.,55161510
SNBC Europe B.V.,17062599
SnelStart Software B.V.,37054131
Snijders Intelligent Automation,23051631
Snippet Technologies IT B.V.,84247800
SNOT B.V.,58899634
Snowflake Computing Netherlands B.V.,73059277
SNR Schouten & Nelissen Recovery B.V.,11014569
SNV Shell Nederland Verkoopmaatschappij B.V.,24112907
SO Connect B.V.,56838182
SOA People Nederland N.V.,17104742
Sobolt B.V.,67363571
Sociaal-Economische Raad - SER,27363950
Social Audience B.V.,62917161
Social Circle B.V.,52911217
Social Finance NL B.V.,71759735
Social Traffic B.V.,34210533
Socios Sports B.V.,34242182
Sockeye Creative Inc.,64795373
SodaStream International B.V.,20083292
Soderberg Transport,77080793
Sodexo Altys B.V.,24403427
Sofico Services,20103780
Sofis B.V.,28060405
Sofra Dairy Products B.V.,62128051
Softlayer Dutch Holdings B.V.,52461041
Softline Solutions Netherlands B.V.,50774840
Software AG Nederland B.V.,11032512
Software for Chemistry & Materials B.V.,33301537
Software Foundry B.V.,50383426
Software Improvement Group B.V.,34133013
Software Quality Measurement and Improvement B.V.,24258907
SoftwareONE Netherlands B.V.,33226399
Sogeti Nederland B.V.,30200252
Soho House Amsterdam B.V.,63310406
S-OIL Corporation,54165261
Sojitz Aviation and Marine B.V.,34159452
Sojitz Corporation of Europe B.V.,83595384
Sojitz Global Investment B.V.,55868673
SolaaS Lab B.V.,85837091
Solar Chiropractic,63792877
Solar Monkey B.V.,64301400
SolarClarity B.V.,32123093
Solarclarity Shared Services B.V.,58829237
SolarComfort B.V,11055205
SolarDuck B.V.,80923879
Solarge International B.V.,78002613
Solarix Concepts B.V.,73282944
SolarOplossing B.V.,75473127
SolarPlaza International B.V.,52919129
SolarTurn B.V.,53545702
Solarus Smart Energy Solutions B.V.,77904419
Solenis Netherlands B.V.,60529075
Solera Nederland B.V.,30173899
Solico Engineering B.V.,66511291
Solid Professionals Interim B.V.,30242744
Solid Sands B.V.,61176249
Solid Trading B.V.,37152948
Solid Young Professionals B.V.,72377437
SolidNature Projects B.V.,55056091
Solina Netherlands B.V.,24314442
Solis Naturals B.V.,75863189
Solis Tractors & Agricultural Machinery B.V.,73516228
Solit Network Solutions B.V.,35028509
SolMateS B.V.,08152703
Solnet Group B.V.,68473370
Solora B.V.,74894595
Solstice Pharmaceuticals B.V.,78428491
Soltegro B.V.,20164895
SoluForce B.V.,84775203
Solulever B.V.,72312491
Solutional Consulting B.V.,85213675
Solutional Netherlands B.V.,27287306
Solvès Employee B.V.,76489973
Solvinity,59597291
Solvy B.V.,77235053
Somar Europe B.V.,72631899
Somatics Incubator B.V.,72189185
"Somi Shokuhin Co., Ltd.",76439941
Somnox B.V.,67150179
Sonac Vuren B.V.,59079266
Sonata Software Limited,50031473
Sonder Technology B.V.,76715949
Songbook B.V.,82785767
Sonion Nederland B.V.,14098797
Sonneborn Refined Products B.V.,54991439
Sono Hospitality B.V.,86411470
Sonos Europe B.V.,32107881
SonoScape Medical Netherlands B.V.,70727295
Sonova Nederland B.V.,30153332
Sonova Retail Support Centre B.V.,69114544
Sonum B.V.,50740067
Sony Europe B.V.,71682147
Sony Music Entertainment Netherlands B.V.,32037174
Soolutions E-commerce B.V.,60162589
Sooqr B.V.,32077937
"Soosan Heavy Industries Co., Ltd. Europe Office",24287006
Sopheon N.V.,34083605
Sophia Com B.V.,27172772
Sopra Banking Software Netherlands B.V.,61567078
Sopra Steria Benelux,62465554
Sopra Steria Nederland B.V.,30086514
Sorama B.V.,50232053
Sorba Projects B.V.,08032950
SOS International Amsterdam,33171493
Soterion Benelux B.V.,77632206
Soulpicks B.V.,70628475
Soundclaims B.V.,68416636
SoundEnergy B.V.,69445389
Source Engineering Services B.V.,62469576
Source Flex Solutions B.V.,53104501
Source Payroll Services B.V.,30249784
Source.ag B.V.,80938582
Source.ag International B.V.,80936385
Sourcenext B.V.,73821950
Soursop B.V.,74917021
South Pole Netherlands B.V.,69954844
South Stream Transport B.V.,56465254
Sovereign Speed Netherlands B.V.,64754073
Sowiso B.V.,50647482
SPA WNP ingenieurs B.V.,09092661
Spaak Circular Solutions B.V.,68426690
Space Encounters B.V.,66392683
space&matter B.V.,66153344
Space4Good B.V.,68961774
Spacewell Netherlands B.V.,09146652
SPAR International B.V.,33092182
Sparck Technologies Services B.V.,85910740
Spares in Motion B.V.,54956242
Spark Design & Innovation B.V.,23073956
Spark Universe B.V.,82936900
Sparkelon B.V.,65393449
SparkNano B.V.,69720908
Sparkoo Technologies B.V.,84023082
SparkOptimus B.V.,34254566
Sparque B.V.,67538819
Spatial Eye B.V.,11062368
SPDF Business Advisory Coöperatie U.A.,55475892
Speakap 2 B.V.,63585723
Speakap 5 B.V.,72282673
Speakap 6 B.V.,72282738
SPEAKAP B.V.,51753847
Speakap Holding B.V.,58332375
Speakeasy Netherlands B.V.,61444480
Speaksee B.V.,70051224
Spec Ops Technology B.V.,54034124
Specialized Europe B.V.,09089900
Specialty Electronic Materials Netherlands B.V.,66460298
Specno B.V.,83440445
Specsavers International B.V.,02334162
Spectral Enterprise B.V.,65812573
Spectral Industries B.V.,60235772
Spectrometry Vision B.V.,39092487
Spencer Stuart International B.V.,30118706
SpendLab Recovery B.V.,37127571
SPF Europe B.V.,14043867
SPGPrints B.V.,16032034
Sphera Solutions,66233089
SphereMall B.V.,65892208
Spherical Systems B.V.,86813056
Spidron Weco B.V.,68000545
SPIE Nederland B.V.,14635629
Spiers New Technologies B.V.,70728550
Spin Master International B.V.,52118339
Spinn Holding B.V.,61809845
Spinnin Records B.V.,32075851
SPK Europe B.V.,24274318
Splash Europe B.V.,85547514
Splash Palace B.V.,33273995
Splashtop B.V.,77876342
Splendo Consulting B.V.,17128970
Splunk Services Netherlands B.V.,56965761
SPM Instrument B.V.,18113234
Sport Medisch Centrum Amsterdam,54792479
Sport Services B.V.,18044416
SPOSEA B.V.,65075471
Spotify Netherlands B.V.,34388788
spotONvision B.V.,57229791
Spotzer Digital B.V.,34254009
Sprank B.V.,24366430
Spring Today B.V.,67807712
Springer Nature B.V.,23051097
Springest B.V.,30239037
SpriteCloud B.V.,27351758
Spro N.V.,23075813
SpronQ B.V.,64040321
Sproule B.V.,75636026
SPS Commerce Netherlands B.V.,76027589
SPS InnoQon B.V.,72793147
SPS-Europe B.V.,52894223
SPT Offshore B.V.,22041298
SPX Flow Technology Assen B.V.,04029567
Sqills Products B.V.,08172403
SQLI Nederland B.V.,34128263
Squadra MDM Factory B.V.,78551048
Squarespace Netherlands B.V.,84406720
Squeezely B.V.,66994292
SR CON NH B.V.,59291850
SRA (Europe) B.V.,33218505
Sram Europe Sales and Services B.V.,38020300
S-RM B.V.,85918768
St. Anny Food B.V.,11031788
St. Jans Gasthuis,41068375
Staal Technologies B.V.,17245477
Staan Finance & Consultancy,34267301
Staatstoezicht op de Mijnen,
Stable & Rent,18126586
Stackers B.V.,80750281
StackState B.V.,62985035
Stadium Grow Lighting,34157947
Stadler Service Nederland B.V.,08120417
STAEDEAN B.V.,30202447
STAEL Process Recruitment B.V.,69641374
Staffbase B.V.,75849895
Staffing Force Nederland B.V.,34276840
Staffyou Service & Software B.V.,77118537
STAG Hotels Netherlands B.V.,55130313
Stage Entertainment B.V.,34110182
Stage Entertainment Nederland Producties B.V.,34072678
Stage Global B.V.,63551535
Stagetruck B.V.,76073033
Stago B.V.,36002890
Stahl Europe B.V.,18107581
Stahl Holdings B.V.,34249320
Stahl International B.V.,18132671
Stakelogic B.V.,58566473
Stamicarbon B.V.,14009371
Stanley Engineered Fastening Benelux B.V.,14627337
Stanley International B.V.,75557126
Stantec B.V.,27184323
Star Apple Interim B.V.,61212792
Star Container Services B.V.,24117944
Star fysiotherapie,70673748
STAR Group Nederland B.V.,22047014
STAR Resources B.V.,56266693
Star South International B.V.,67453074
Starbucks Coffee EMEA B.V.,34160291
Starbucks Manufacturing EMEA B.V.,34161132
Starck International B.V.,83316132
