Organisation,KVK number
Goldman Sachs Personeel B.V.,84669411
GoldRepublic B.V.,50172247
Goliath B.V.,08052676
Gomocha B.V.,61927201
Good Will Instrument Euro B.V.,60878401
GoodFuels B.V.,64135802
GoodHabitz B.V.,17217883
Goodix Technology (Netherlands) B.V.,76153029
Goodmesh B.V.,72830220
Goodpack Europe B.V.,30217273
GoodUp,34295254
Goodwell Investments B.V.,32102790
Google Netherlands B.V.,34198589
Gooiland Elektro B.V.,32033463
GoPro B.V.,70263949
Gordian Logistic Experts B.V.,11063540
GoReefers South Africa B.V.,24344939
Gorka HBP B.V.,72016930
Gorman-Rupp Europe B.V.,01054500
Gormley Chiropractie,27271827
Gortemaker Algra Feenstra architects B.V.,29033487
GoSpooky B.V.,66046343
GOT Technologies B.V.,58183973
GOTO EUROPE B.V.,76958167
GOUDA REFRACTORIES B.V.,29011939
Goudappel B.V.,38017479
Gouden Reserves B.V.,66961246
GOVA Ingredients,68561369
Govers Accountants/Adviseurs,17277183
GP Elite - Nederland B.V.,65687558
GPB Global Resources B.V.,53240162
GPI Services B.V.,30158765
Gracenote Netherlands B.V.,34192413
Gracious,56151292
GRADOCHEM B.V.,33262028
Gradyent B.V.,75342332
Grafana Labs Netherlands B.V.,86435027
Grafton B.V.,27130302
Grain Data Consultants B.V.,73229326
GrandVision Retail Holding B.V.,34237823
GrandVision Supply Chain B.V.,54122511
Graniet Import Benelux B.V.,14627636
Grant Fortress B.V.,73807206
Grant Thornton Accountants en Adviseurs B.V.,28105565
Grant Thornton Expatriate Services B.V.,28096260
Grant Thornton Specialist Advisory Services B.V.,22031267
Grants Office B.V.,80045162
Grapevine Nederland B.V.,55180361
GraphPolaris Holdings B.V.,93300131
Graphtec Europe B.V.,82114137
Gras Horeca B.V.,52891364
Graydon Holding N.V.,33189409
Grazie Grazie B.V.,62510509
Great Wall Motor Netherlands Sales B.V.,86940244
Green Box Computing B.V.,58465197
Green Create B.V.,75818566
Green Create Wijster B.V.,66514851
Green Giraffe Capital Partners B.V.,34354124
Green Hills Software B.V.,32068508
Green Mushroom Farm B.V.,27318279
Green Valley Estate B.V.,51612674
"Greenberg Traurig, LLP",34370799
GreenChem Holding B.V.,20109589
Greencovery B.V.,71549374
Greenfields B.V.,05073258
GreenFlux Assets B.V.,55511171
Greenhost,62576593
Greenhouse Group B.V.,17264970
Greening Components B.V.,59720301
Greenleaf Europe B.V.,14093051
GREENROAD B.V.,37092698
Greensoil International B.V.,67232868
Greensolver Nederland B.V.,55587364
Greetz B.V.,34312893
Greif Nederland B.V.,56043872
Grendel Games B.V.,58904301
GRESB B.V.,55416071
Grey Advice B.V.,65712552
Grey Orange HR B.V.,68268874
Greystar Netherlands Coöperatief U.A.,62151266
GRI-Alleset Limited B.V.,34315778
Griesemann Engineering NL B.V.,82732167
GRIP B.V.,72929081
Gro Design B.V.,17116778
Groeneveld - Recruitment B.V.,85295833
GroenLeven B.V.,54505801
Groepsakk Kasteel De Berckt,12016141
Grohe Nederland B.V.,27134721
Grolsche Bierbrouwerij Nederland B.V.,06060381
Groot Ship Design B.V.,04079099
Groothandel M.H. Bal,27245374
Group 2000 Nederland B.V.,06061483
Group Moovs B.V.,28066374
GROUP9 B.V.,52504875
GroupA B.V.,24371308
Group-IB Europe B.V.,78559863
GroupM B.V.,34108169
Groupon Goods Netherlands B.V.,60734752
Groupon Netherlands B.V.,14130545
Growatt New Energy B.V.,73162027
Growing Minds B.V.,51924722
Growteq B.V.,73695971
Growth Tribe B.V.,63203405
GrowX B.V.,65827333
Grrr B.V.,58299424
Grundfos Nederland B.V.,32025510
Grünenthal B.V.,30140802
Grus B.V.,68628439
Grutto B.V.,58587950
Gs Holding B.V.,62135937
GS Netherlands Onsite ManCo B.V.,56435983
GSES Management B.V.,75586568
GSH Klusbedrijf,62743279
GSK Vaccines B.V.,70232091
GSR - Vereniging voor Gereformeerd Voortgezet Onderwijs in de Randstad,76402282
G-Star Raw C.V.,51877058
GTS Investments B.V.,53438949
GTT Netherlands B.V.,34124296
Gucci Netherlands B.V.,33302171
Guerrilla B.V.,34189949
Guidehouse Netherlands B.V.,30161191
Guidion Nederland B.V.,34235335
Guido de Groot Design B.V.,33290101
Gulf Agency Company (Holdings) B.V.,24191700
Gulf Turbo Solutions B.V.,92327664
Güller Güller Architecture Urbanism,24466419
Gunnebo Doetinchem B.V.,09076282
Gunter Willemsz Verhoeff Handel B.V.,63302241
Gunvor Energy Rotterdam B.V.,24137800
Gushen Holland B.V.,59338717
GustoMSC B.V.,53601343
GUT AMSTERDAM B.V.,88077179
Gutami Solar Development B.V.,75414082
Güven Supermarkt B.V.,70265208
"Guy Carpenter, Netherlands Branch",61835293
GVT Intermodal Freightmanagement B.V.,57635420
GXO LOGISTICS NETHERLANDS B.V.,16057665
GXO LOGISTICS NETHERLANDS III B.V.,73364541
GXO LOGISTICS SERVICES NETHERLANDS B.V.,33293385
Gymnastiek- en Turnvereniging De Hazenkamp,09105821
GymPass B.V.,63430975
Gyron Crew B.V.,18070710
