Organisation,KVK number
Texas Instruments Holland B.V.,06022045
Textkernel B.V.,59663863
TFC Nederland B.V.,24325859
TFJoy Limited,61469718
TFS Derivatives Ltd,69214956
TGW Systems B.V.,66629608
Thai Union Trading Europe B.V.,68246609
Thales DIS Technologies B.V.,33295992
Thales Nederland,06061578
The 4th Paradigm Europe B.V.,77080483
The Angel Foundation B.V.,66576679
The Antenna Company Nederland B.V.,58035761
The Asia Connection B.V.,56229275
The Avocado Show Holding B.V.,69177023
The Bank of New York Mellon SA/NV,34363596
The BIM Engineers B.V.,71096809
The Bookie B.V.,77653696
The Boston Consulting Group B.V.,31040324
The Brink Agency B.V.,60771194
The British School in the Netherlands,40409055
The British School of Amsterdam,40530919
The Capitals B.V.,08191591
The Chiropractor,58764100
The Chiropractor B.V.,80768911
The Compound B.V.,64623505
The Contractors Company B.V.,24341015
The Creative Productivity Group N.V.,34381002
The Data Agency B.V.,34209199
The Data Cooks B.V.,72843446
The Digital Neighborhood B.V.,56619359
The DOC B.V.,30155143
The Driving Force B.V.,30143249
The Fellas Ads B.V.,83457941
The Fieldwork Company B.V.,71992014
The Fifth Business B.V.,27301113
The Future Mobility Network B.V.,87542633
The Gap Partnership Netherlands B.V.,61160938
The Global Association of Central Counterparties - CCP12 (Amsterdam),85855529
The Greenery B.V.,16086757
The Hague Academy for Local Governance,27293917
The Hash Eatery B.V.,64656608
The Hyve B.V.,55415849
The International Butler Academy B.V.,30244919
The Internet & Cable Company (TICC) B.V.,33299871
The July B.V.,75096099
The Kingfish Company N.V.,64625060
The Live Kindly Collective,63285320
The Logic Factor B.V.,17218305
The Lost Explorer Mezcal Company B.V.,77660412
The Maastricht Forensic Institute B.V.,14110754
The Makers B.V.,20080784
The MathCompany B.V.,86072722
The MathWorks B.V.,29046452
The Networkers B.V.,64789616
The New Amsterdam Group B.V.,65940512
The New Boys' Network B.V.,68341709
The New Raw,65741188
The Next Ad B.V.,60258845
The Next Web B.V.,59424400
The Ocean Cleanup Operations B.V.,67171656
The Offshore Partners B.V.,24445601
The Paypers B.V.,34345453
The Payroll Advisor B.V.,63210576
The People Group | Ingenieurs & Specialisten B.V.,17206872
The Pixel Bakery B.V.,85867713
The Protein Brewery B.V.,76953939
The Quinoa Company,60195347
The Relocation Company,34221303
The Seaweed Company B.V.,72339225
The Smile Gallery B.V.,73833177
The Social Medwork B.V.,62439715
The SR Group (Netherlands) B.V.,68127847
The Surgical Company International B.V.,31029240
The Sustainables B.V.,52406644
The Swaen B.V.,22044175
The Swatch Group (Netherlands) B.V.,14635506
The Things Industries,64725189
The Transocean Marine Paint Association,40343019
the valley b.v.,34237062
The Vendor Management Company B.V.,54679613
The Walt Disney Company Benelux,34076102
The Weather Makers B.V.,67946275
The Weird Science B.V.,67666159
The YoungOnes B.V.,70236453
The Yuki Company,20132317
theFactor.e B.V.,02056186
Theobroma B.V.,34170033
Theologische Universiteit van de Nederlandse Gereformeerde Kerken,08191312
Theory and Practice B.V.,87278553
Therapieland B.V.,56516622
Thermo Electric Instrumentation B.V.,59410205
Thermo Fisher Scientific B.V.,32059695
Thermo King Transportkoeling B.V.,24175820
Thermon Europe B.V.,27220155
TheRockGroup Holding B.V.,54707919
thetruthworks B.V.,76218058
thinkproject BeNeLux B.V.,59756519
ThinkWings Netherlands B.V.,63275953
Thinkwise Software B.V.,60653523
Thirdera NLD B.V.,84619503
Thirona B.V.,60119063
This is Development B.V.,65736419
This Play Media B.V.,77925378
ThisWorks EOR Services B.V.,77332962
T-Hive B.V.,82038759
THNK Social Enterprise B.V.,59050659
Thomas Miller B.V.,72109106
Thomas Thor Associates B.V.,34385590
Thomassen Energy B.V.,24272908
Thomson Multimedia Distribution (Netherlands) B.V.,17130046
Thomson Reuters Holdings B.V.,33275788
Thonik B.V.,34112682
Thorizon Engineering B.V.,71137777
ThoughtLine Europe B.V.,68836562
Thoughtworks Netherlands B.V.,72270616
ThreatFabric B.V.,63539330
Threeforce B.V.,24360819
Threshold Inspection & Application Training Europe B.V.,20093617
THRIVE Chiropractic B.V.,66261627
THS B.V.,02333810
Thuja Capital Management B.V.,30213645
Thunderbyte.AI B.V.,76591581
Thunderhead B.V.,53457099
Thus Meddens Mudde Technology B.V.,74991833
thyssenkrupp Liften B.V.,24324616
thyssenkrupp Materials Nederland B.V.,16017990
TiasNimbas Business School,18062669
TIBAS Ventures B.V.,93776489
Tibber Netherlands B.V.,80004245
Tiberone Europe B.V.,14095667
TicketSwap B.V.,59084952
Ticketveiling B.V.,13029315
Tideworks Netherlands B.V.,24364134
TIE Kinetix Holding B.V.,34123374
TIE Kinetix N.V.,34072305
TIE Product Development B.V.,33289671
Tieto Netherlands B.V.,31048925
Tiger Stores Nederland B.V.,30243255
TikTok Netherlands B.V.,85622494
TikTok Technologies Netherlands B.V.,88147843
Tiledmedia Operations B.V.,71600221
TIM III B.V.,77853423
Timberhub B.V.,85562866
Time4T Nederland B.V.,90751787
TimeWax B.V.,34241521
Timex Nederland B.V.,33128681
Timko B.V.,17283165
Timmers Engineering B.V.,78463610
Timpel Medical B.V.,69044678
Timver B.V.,17204655
Tinka Holding B.V.,08178063
Tinker Imagineers B.V.,30103440
Tintel B.V.,24283498
tinyBuild B.V.,75281589
Tiobe Software B.V.,17127653
Tiofarma B.V.,23078797
TIP Trailer Services Management B.V.,33178197
Tiqets International B.V.,59620285
Tired of Cancer B.V.,59422610
TISMI B.V.,32081827
Titan Energy Holding B.V.,58749888
Titan Salt B.V.,70512590
Titan Wood B.V.,09136412
Titel Media GmbH,86677152
Tito Smart Modal Logistics Europe,72252537
Titomic Europe B.V.,01081652
Tjelp B.V.,51682168
Tjip B.V.,27177678
Tjoapack Netherlands B.V.,04071913
TK Home Solutions B.V.,24324608
TKH Airport Solutions B.V.,52898210
TKH Artificial Intelligence B.V.,88277801
TKH Security B.V.,30191139
TLG Media B.V.,64871819
TLogistics B.V.,17285567
TLS WH B.V.,72973730
TLX Technology B.V.,78220416
TM Claims Service Europe Limited,34108588
TM Filters B.V.,67163610
TMA B.V.,30174292
TMC Chemical B.V.,17200644
TMC Data Science B.V.,17200636
TMC Electronics B.V.,17200684
TMC Field Service Eindhoven B.V.,17128459
TMC Field Service Midden B.V.,17245111
TMC High Tech Systems B.V.,17215448
TMC Life Sciences B.V.,56333137
TMC Manufacturing Support B.V.,17223725
TMC Mechanical B.V.,17200719
TMC Mechatronics B.V.,17189489
TMC Nanotechnology B.V.,56332432
TMC New Product Introduction B.V.,64654362
TMC Physics B.V.,34173361
TMC Science & Technology MidWest B.V.,17245102
TMC Software,17128457
TMC Technology Oost B.V.,73997382
TMC Test & Integration B.V.,64653544
TMF Group Services II B.V.,34163523
TMF Netherlands B.V.,33126512
TMNS,27249237
Tmprofs B.V.,50349074
TMS Europe B.V.,60203595
TN Europe B.V.,30231850
TNA NL Manufacturing B.V.,56592868
TNT Express Nederland B.V.,33298857
To70 B.V.,27185299
TOA Electronics Europe GmbH,64587738
TODAY B.V.,50386824
Together Detachering B.V.,34180626
TOKU-E EU B.V.,08226395
Tokyo Electron Europe Limited - Netherlands Branch,09150195
"TOKYO OHKA KOGYO CO., LTD. Europe Branch",82736464
Toll Global Forwarding,34231192
Toloka AI B.V.,82041350
Tolq.com B.V.,27361194
Toltech Solutions B.V.,34223979
Tom B.V.,61666548
Tom Tailor Benelux B.V.,33213574
TomDavid Architecten,70552762
Tommy Hilfiger Europe B.V.,33290078
Tomoegawa Europe B.V.,33175669
TOMS EMEA B.V.,56381441
TomTom Global Content B.V.,16079560
TomTom International B.V.,34076599
TomTom Navigation B.V.,63035669
TomTom Sales B.V.,34236439
TomTom Traffic B.V.,63030764
Ton Venhoeven c.s. Architekten B.V.,34219057
Tony's Factory B.V.,34241705
Tony's Team B.V.,62929178
TOOGETHR B.V.,66724821
ToolsGroup B.V.,17099379
Toolstation Europe B.V.,59599766
TOP Beheer B.V.,22043974
Top Bouwwerken B.V.,24404755
Top Cargo B.V.,65264827
Top Chiropractie B.V.,52334384
Top Group International B.V.,24319943
TOPCHIRO Den Bosch B.V.,82428360
TopChiro Rotterdam B.V.,80913733
TOPCHIRO Weert B.V.,85691399
Topcon Europe Medical B.V.,24380056
Topcon Europe Positioning B.V.,24379990
TOPdesk Nederland B.V.,56849990
TOPIC Embedded Projects B.V.,17218803
Topic Farm Out B.V.,63353962
TOPIC Hardware Development B.V.,17127409
Topic Healthcare Solutions B.V.,67713696
TOPIC Software Development B.V.,17093874
Topicus.com Coöperatief U.A.,59421916
Topicus.Finance B.V.,63423715
Topicus.Healthcare B.V.,64768147
Topigs Norsvin Research Center,10025744
Topos B.V.,51685566
Toppoint B.V.,05055988
Toray Advanced Composites Netherlands B.V.,06001690
torq.partners B.V.,84789867
Torrgas Projects B.V.,55701442
TOSEC,05014381
Tosoh Europe BV,33145098
TOSS in Holland B.V.,64636755
Total Concept Group B.V.,58604480
Total Impact Capital Europe B.V.,80784216
Total Resource Solutions B.V.,54575192
Total Solutions Europe B.V.,34160157
TotalEnergies Corbion B.V.,67982913
TotalEnergies EP Nederland B.V.,27075440
TotalEnergies Gas Mobility B.V.,76517918
Totam Seeds B.V.,52527123
Touchdown Aviation B.V.,34249209
TouchTribe B.V.,53736516
Tover B.V.,77596722
TOWA Europe B.V.,58915656
Tower Research Capital Europe B.V.,71179569
Towers Watson Netherlands B.V.,34308104
Toxys B.V.,61077976
Toynamics BeNeLux B.V.,80773974
Toyota Motor Finance (Netherlands) B.V.,33194984
TP ICAP (Europe) S.A.,74720554
TP Industrial Yarns B.V.,32057374
TP Things B.V.,64190242
TP Tuned B.V.,63491478
TP Vision Europe B.V.,53045394
T-Pion B.V.,08155758
TP-LINK Enterprises Netherlands B.V.,63605821
Trabotyx B.V.,78113083
Track Concepts B.V.,50564390
Track Line B.V.,11031325
Track32 B.V.,74406833
TrackTik Europe B.V.,72951184
Tract B.V.,91510686
Tractebel Engineering B.V.,27233771
Trade Compliance Europe B.V.,09130113
Trade Plus B.V.,67825281
TradeDoubler B.V.,20100140
Tradesparent B.V.,51307170
Tradeweb EU B.V.,69899355
Tradin Organic Agriculture B.V.,32039960
Traffic Builders B.V.,39075117
Traffic Raptors B.V.,78179513
Traffic4u B.V.,02071911
Trafigura Beheer B.V.,33236939
Trafigura Services Netherlands B.V.,71666095
TRAJECT Services B.V.,56517467
Transavia Airlines,34069081
Transcor B.V.,27301891
Transfer Pricing Associates BV,34186801
TRANSFERZ B.V.,65145615
TransitionHERO B.V.,73926132
Transoft Solutions (Europe) B.V.,24327536
Transparent Business Solutions B.V.,78091624
TransPerfect Translations B.V.,34251476
Transpetro International B.V.,53561767
Transport & Offshore Services Crew B.V.,24364953
Transworld Oil Computer Centrum B.V.,10022606
Travel Guide With Offline Maps B.V.,64675874
Travel Plaza (Europe) B.V.,33166600
Travelcard B.V.,39037382
Traverse Research B.V.,75250950
Travix Nederland B.V.,20042808
Traxion Delivery B.V.,32082259
Traxion Nederland B.V.,65609263
TreasurUp B.V.,82785252
Tree C.. Technology B.V.,30118462
Tree Composites B.V.,80032966
Treecon B.V.,63925044
TreeHouse B.V.,24426419
Trella Holding B.V.,73587176
Trelleborg Ridderkerk B.V.,24000404
Tremoot B.V.,85752304
Trendyol B.V.,81107404
Trengo B.V.,72043687
Trento Engineering B.V.,14054927
TRESANTI B.V.,62907905
Trespa International B.V.,24270677
Trésviri Cost Engineering Solutions B.V.,62508741
TRG Global B.V.,60844493
Tribal Music Group B.V.,91041325
Tribe28 contracting B.V.,76549100
Tribocare B.V.,76477150
Tribus Specials B.V.,30200217
TRICENTIS NL B.V.,53080556
Tricycle MSS B.V.,66398177
Tri-ennium Software B.V.,24392473
Triferto B.V.,09126552
Trifork B.V.,34174108
Trig Avionics Europe B.V.,71586474
Triggerise B.V.,62327623
Triglobal B.V.,59464534
Triluxe B.V.,84532580
Trimble Europe B.V.,17035763
Trinamics Nederland B.V.,72036494
Trinomics B.V.,56028016
Trinseo Netherlands B.V.,20162359
Trio Investment B.V.,67084737
Triodos Bank N.V.,30062415
Triodos Investment Management B.V.,30170072
Tripaneer B.V.,61843962
Triple A - Risk Finance B.V.,34251771
Triple IT B.V.,37081955
Triple Jump B.V.,34248256
Triply B.V.,70761892
Triticum Exploitatie B.V.,14066301
Tritium Technologies B.V.,68870795
Triton Navigation B.V.,34217181
Trits B.V.,32136659
Trius Polytechniek B.V.,27257553
TRIUS Projecten B.V.,83019960
Trivago Services B.V.,64011798
Trivident B.V.,57485941
Trivium Packaging B.V.,75308789
Trivium Packaging Netherlands B.V.,38006815
TRM Oncology B.V.,27263407
Tronox International B.V.,67086497
Tronox Investments Netherlands B.V.,56102259
Tronox Pigments (Holland) B.V.,24179173
TropIQ Health Sciences B.V.,54021871
TRS Staffing Solutions B.V.,34073103
True B.V.,34131108
True Legends IT Professionals,64750426
True North Partners,75261286
True Partner Capital Netherlands B.V.,81893434
True Partner Technology Netherlands B.V.,81060440
TrueNoord Services B.V.,67286860
Trueson B.V.,65456912
TRUMPF Nederland B.V.,08090682
Trunkrs B.V.,63279940
TruQu B.V.,54112036
Trust Computer Products,23078603
Trusted Quality NL B.V.,75843900
Trusted-ID B.V.,24364284
Trustmoore Netherlands B.V.,34324886
TRUVIQ SYSTEMS B.V.,85160415
Truvity B.V.,64246728
TRW International Holdings B.V.,34319986
Trymax Semiconductor Equipment B.V.,09199226
TSC Leeuwarden B.V.,60384816
TSE Imaging B.V.,32143782
TSG Operations B.V.,27188295
TSH Development B.V.,80949762
TSH Europe B.V.,62790811
TSH Management B.V.,55241247
TSH Netherlands B.V.,61167851
TSL B.V.,81768524
TSMC Europe B.V.,33251385
Tss4U B.V.,17156182
Tsubakimoto Europe B.V.,20070011
T-Systems Nederland B.V.,14042783
TTG Group Holding B.V.,24444662
ttopstart B.V.,34343219
TTY Internet Solutions B.V.,34216777
TTY Management B.V.,50792385
TUI Nederland N.V.,27148888
Tulip Oil Holding B.V.,50297023
Tulsi Indian Restaurant,66938449
Tulsie B.V.,24418824
Tune4solutions B.V.,71703985
Tupy Materials & Components B.V.,76615502
Turbo Blower Service B.V.,24217015
Turbo Systems The Netherlands B.V.,83532064
Turff B.V.,77330870
Turk Havayollari A.O. (Turkish Airlines),33131663
Turner & Townsend Europe,34130522
Turner Engine Control Solutions B.V.,34223866
Turquoise Global Holdings Europe B.V.,71984062
Tuttnauer Europe B.V.,20071772
TÜV Rheinland Sonovation B.V.,20099797
TUX mobility B.V.,77781031
Tuyn's Optiek B.V.,28024449
Tvilight Projects B.V.,28052105
Twente Additive Manufacturing B.V.,73143189
Twente Medical Systems International B.V.,20056730
Twilio Netherlands B.V.,73420514
Twin Sport B.V.,30205502
Twintec Nederland B.V.,11032674
Twin-Tech Engineering B.V.,69802874
Twintos B.V.,66640504
Twitter Netherlands B.V.,56672179
Two Fish B.V.,34216924
TWTG R&D B.V.,60320192
TYC Europe B.V.,34185591
Tyco Building Services Products B.V.,06040292
Tyco Fire and Security Nederland B.V.,24147529
Tyndale Theological Seminary,41202924
Typefi Systems B.V.,53615301
Typotheque B.V.,77393775
Tyrian International B.V.,63613824
Tyromer Europe IP B.V.,80774733
Tyson Foods Europe B.V.,34202469
Tyson Foods Holland B.V.,17146358
Tyson Foods Oosterwolde B.V.,01043629
